state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/03/12,59650,59630,59670,70.61,70.56,70.66,84476,84460,84492,
CW,2021/03/13,58340,58249,58431,69.32,69.05,69.58,84166,84135,84197,
CW,2021/03/14,56514,56419,56608,67.22,66.95,67.5,84068,84038,84098,
CW,2021/03/15,56507,56410,56605,67.47,67.14,67.79,83758,83675,83840,
CW,2021/03/16,58736,58689,58784,69.93,69.79,70.07,83994,83971,84018,
CW,2021/03/17,59386,59359,59413,70.67,70.58,70.76,84031,84010,84052,
CW,2021/03/18,59234,59214,59254,70.53,70.46,70.59,83986,83970,84002,
CW,2021/03/19,59208,59185,59230,70.4,70.28,70.51,84106,84059,84154,
CW,2021/03/20,57907,57887,57926,69.12,69.04,69.19,83781,83754,83808,
CW,2021/03/21,56137,56115,56160,67.29,67.21,67.38,83424,83396,83452,
CW,2021/03/22,56175,56130,56220,67.28,67.12,67.44,83494,83448,83540,
CW,2021/03/23,58774,58738,58810,70.12,70.01,70.24,83815,83791,83839,
CW,2021/03/24,59386,59317,59454,70.62,70.38,70.86,84090,84019,84162,
CW,2021/03/25,59339,59302,59376,70.64,70.52,70.76,84006,83978,84034,
CW,2021/03/26,59172,59162,59182,70.51,70.47,70.56,83917,83901,83933,
CW,2021/03/27,57816,57794,57838,69.05,68.98,69.12,83727,83710,83745,
CW,2021/03/28,56176,56157,56194,67.24,67.17,67.3,83550,83535,83566,
CW,2021/03/29,56440,56425,56456,67.74,67.67,67.81,83319,83295,83343,
CW,2021/03/30,58619,58560,58679,69.98,69.77,70.19,83768,83704,83833,
CW,2021/03/31,59364,59341,59388,70.7,70.62,70.79,83962,83935,83989,
CW,2021/04/01,58710,58638,58782,70.04,69.79,70.29,83825,83752,83898,
CW,2021/04/02,58189,58118,58260,69.48,69.26,69.7,83751,83710,83792,
CW,2021/04/03,56607,56567,56647,67.89,67.73,68.06,83378,83318,83438,
CW,2021/04/04,55272,55174,55370,66.5,66.11,66.89,83118,82984,83252,
CW,2021/04/05,55883,55836,55929,67.15,66.98,67.33,83215,83158,83272,
CW,2021/04/06,58592,58541,58642,70.01,69.8,70.22,83692,83616,83769,
CW,2021/04/07,59808,59734,59882,71.53,71.26,71.8,83616,83529,83702,
CW,2021/04/08,59974,59909,60040,71.74,71.46,72.01,83602,83501,83704,
CW,2021/04/09,59919,59648,60190,71.19,70.17,72.2,84172,83838,84507,
CW,2021/04/10,58786,58319,59253,70.08,68.31,71.86,83880,83288,84472,
CW,2021/04/11,57413,56815,58011,68.52,66.24,70.81,83787,83028,84546,
AL,2021/03/12,1291,1291,1291,81.25,81.25,81.25,1589,1589,1589,POINT (-86.844516 32.756889)
AZ,2021/03/12,1178,1178,1178,54.04,54.04,54.04,2180,2180,2180,POINT (-111.664616 34.293239)
CT,2021/03/12,576,576,576,54.96,54.96,54.96,1048,1048,1048,POINT (-72.738288 41.575155)
DC,2021/03/12,274,274,274,85.62,85.62,85.62,320,320,320,POINT (-77.016275 38.904785)
ID,2021/03/12,186,186,186,61.59,61.59,61.59,302,302,302,POINT (-114.659366 44.389073)
IN,2021/03/12,1425,1425,1425,65.46,65.46,65.46,2177,2177,2177,POINT (-86.2818 39.919991)
KS,2021/03/12,573,573,573,72.17,72.17,72.17,794,794,794,POINT (-98.38018 38.484729)
LA,2021/03/12,1192,1192,1192,67.57,67.57,67.57,1764,1764,1764,POINT (-91.840238 30.921314)
MD,2021/03/12,982,982,982,74.9,74.9,74.9,1311,1311,1311,POINT (-76.687282 38.946466)
AL,2021/03/13,1239,1239,1239,78.07,78.07,78.07,1587,1587,1587,POINT (-86.844516 32.756889)
AZ,2021/03/13,1132,1132,1132,52.21,52.21,52.21,2168,2168,2168,POINT (-111.664616 34.293239)
CT,2021/03/13,573,573,573,54.57,54.57,54.57,1050,1050,1050,POINT (-72.738288 41.575155)
DC,2021/03/13,273,273,273,85.58,85.58,85.58,319,319,319,POINT (-77.016275 38.904785)
ID,2021/03/13,186,186,186,65.72,65.72,65.72,283,283,283,POINT (-114.659366 44.389073)
IN,2021/03/13,1384,1381,1387,63.57,63.18,63.97,2177,2174,2180,POINT (-86.2818 39.919991)
KS,2021/03/13,569,506,633,69.52,69.52,69.52,819,819,819,POINT (-98.38018 38.484729)
LA,2021/03/13,1103,1101,1105,62.92,62.92,62.92,1753,1753,1753,POINT (-91.840238 30.921314)
MD,2021/03/13,992,992,992,74.98,74.98,74.98,1323,1323,1323,POINT (-76.687282 38.946466)
AL,2021/03/14,1201,1201,1201,75.2,75.2,75.2,1597,1597,1597,POINT (-86.844516 32.756889)
AZ,2021/03/14,1062,1062,1062,49.3,49.3,49.3,2154,2154,2154,POINT (-111.664616 34.293239)
CT,2021/03/14,571,571,571,54.38,54.38,54.38,1050,1050,1050,POINT (-72.738288 41.575155)
DC,2021/03/14,248,248,248,80,80,80,310,310,310,POINT (-77.016275 38.904785)
ID,2021/03/14,183,183,183,61.2,61.2,61.2,299,299,299,POINT (-114.659366 44.389073)
IN,2021/03/14,1356,1353,1359,62.49,62.09,62.89,2170,2167,2173,POINT (-86.2818 39.919991)
KS,2021/03/14,546,483,609,68.44,68.44,68.44,798,798,798,POINT (-98.38018 38.484729)
LA,2021/03/14,1091,1090,1092,62.52,62.52,62.52,1745,1745,1745,POINT (-91.840238 30.921314)
MD,2021/03/14,949,949,949,72.39,72.39,72.39,1311,1311,1311,POINT (-76.687282 38.946466)
AL,2021/03/15,1232,1230,1233,77.21,77.21,77.21,1595,1595,1595,POINT (-86.844516 32.756889)
