state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/31,40440,40425,40455,5.79,5.77,5.81,701501,701390,701612,
CW,2021/04/01,40339,40313,40366,5.78,5.74,5.82,700914,700452,701375,
CW,2021/04/02,40058,39993,40124,5.76,5.68,5.84,698701,698398,699004,
CW,2021/04/03,39671,39653,39690,5.73,5.68,5.78,695451,694785,696117,
CW,2021/04/04,40128,40084,40172,5.82,5.77,5.88,691966,691608,692325,
CW,2021/04/05,41569,41543,41595,6.03,5.99,6.06,692910,692698,693122,
CW,2021/04/06,42752,42738,42767,6.15,6.12,6.18,698300,697983,698618,
CW,2021/04/07,42979,42960,42998,6.16,6.13,6.2,700378,699942,700815,
CW,2021/04/08,42929,42914,42944,6.16,6.14,6.18,699849,699650,700048,
CW,2021/04/09,42852,42837,42867,6.15,6.13,6.18,699379,699094,699664,
CW,2021/04/10,42416,42390,42442,6.1,6.07,6.14,697833,697660,698006,
CW,2021/04/11,43173,43139,43206,6.25,6.19,6.31,694173,693532,694814,
CW,2021/04/12,44518,44490,44546,6.44,6.4,6.49,694179,693741,694618,
CW,2021/04/13,44951,44922,44980,6.47,6.42,6.51,698177,697706,698648,
CW,2021/04/14,44756,44727,44785,6.42,6.37,6.47,700332,699804,700860,
CW,2021/04/15,44164,44137,44190,6.33,6.28,6.38,700574,699969,701178,
CW,2021/04/16,44364,44334,44394,6.36,6.3,6.41,701006,700374,701639,
CW,2021/04/17,43817,43776,43859,6.31,6.24,6.37,697745,697106,698384,
CW,2021/04/18,44204,44173,44236,6.4,6.34,6.46,693835,693191,694479,
CW,2021/04/19,45422,45392,45453,6.58,6.56,6.6,693294,692665,693922,
CW,2021/04/20,45520,45490,45550,6.56,6.54,6.57,697101,696470,697732,
CW,2021/04/21,44798,44771,44826,6.43,6.42,6.45,699196,698560,699832,
CW,2021/04/22,43765,43735,43795,6.29,6.27,6.31,699089,698415,699763,
CW,2021/04/23,43077,43048,43107,6.19,6.18,6.21,698400,697749,699051,
CW,2021/04/24,41748,41717,41778,6.01,5.97,6.06,697390,696490,698290,
CW,2021/04/25,41462,41408,41517,6,5.94,6.06,693741,693037,694444,
CW,2021/04/26,42533,42499,42566,6.17,6.14,6.2,692381,691583,693179,
CW,2021/04/27,42428,42392,42464,6.11,6.09,6.14,696884,696104,697665,
CW,2021/04/28,41512,41454,41570,5.95,5.88,6.02,700702,699681,701722,
CW,2021/04/29,40412,40357,40468,5.81,5.74,5.88,698900,697907,699892,
CW,2021/04/30,39821,39566,40076,5.75,5.38,6.12,695767,692599,698935,
AK,2021/03/31,35,35,35,2.35,2.35,2.35,1489,1489,1489,POINT (-151.631889 63.631126)
AL,2021/03/31,434,434,434,3.13,3.13,3.13,13887,13887,13887,POINT (-86.844516 32.756889)
AR,2021/03/31,193,193,193,2.51,2.51,2.51,7689,7684,7694,POINT (-92.439162 34.899825)
CA,2021/03/31,2562,2562,2562,4.32,4.32,4.32,59329,59329,59329,POINT (-119.662127 37.211164)
CO,2021/03/31,403,403,403,3.97,3.97,3.97,10158,10158,10158,POINT (-105.547832 38.998552)
CT,2021/03/31,559,559,559,7.17,7.17,7.17,7798,7798,7798,POINT (-72.738288 41.575155)
DC,2021/03/31,190,190,190,6.97,6.97,6.97,2726,2726,2726,POINT (-77.016275 38.904785)
DE,2021/03/31,146,146,146,5.58,5.58,5.58,2617,2617,2617,POINT (-75.452394 38.994926)
FL,2021/03/31,3283,3283,3283,6.34,6.34,6.34,52793,52793,52793,POINT (-82.420978 28.260731)
GA,2021/03/31,1303,1302,1304,6.78,6.72,6.84,19213,19192,19234,POINT (-83.426574 32.638481)
ID,2021/03/31,157,157,157,4.81,4.81,4.81,3262,3262,3262,POINT (-114.659366 44.389073)
IN,2021/03/31,667,667,667,3.96,3.96,3.96,16841,16841,16841,POINT (-86.2818 39.919991)
KS,2021/03/31,176,176,176,2.25,2.25,2.25,7826,7826,7826,POINT (-98.38018 38.484729)
LA,2021/03/31,307,307,307,2.49,2.49,2.49,12545,12545,12545,POINT (-91.840238 30.921314)
MA,2021/03/31,621,621,621,3.69,3.69,3.69,16814,16814,16814,POINT (-71.481104 42.151077)
MD,2021/03/31,1262,1262,1262,12.77,12.77,12.77,9884,9884,9884,POINT (-76.687282 38.946466)
ME,2021/03/31,99,99,99,3.45,3.45,3.45,2873,2873,2873,POINT (-69.06137 45.117911)
MI,2021/03/31,2572,2569,2575,12.08,12.08,12.08,21294,21294,21294,POINT (-85.730977 44.874798)
AK,2021/04/01,44,44,44,2.95,2.95,2.95,1491,1491,1491,POINT (-151.631889 63.631126)
AL,2021/04/01,404,404,405,2.92,2.92,2.92,13871,13871,13871,POINT (-86.844516 32.756889)
AR,2021/04/01,196,196,196,2.55,2.55,2.55,7680,7675,7685,POINT (-92.439162 34.899825)
CA,2021/04/01,2496,2491,2501,4.21,4.11,4.32,59254,59150,59358,POINT (-119.662127 37.211164)
CO,2021/04/01,398,398,398,3.93,3.93,3.93,10126,10126,10126,POINT (-105.547832 38.998552)
CT,2021/04/01,559,559,559,7.27,7.27,7.27,7690,7690,7690,POINT (-72.738288 41.575155)
DC,2021/04/01,186,186,186,6.8,6.8,6.8,2735,2735,2735,POINT (-77.016275 38.904785)
DE,2021/04/01,151,151,151,5.76,5.76,5.76,2621,2621,2621,POINT (-75.452394 38.994926)
FL,2021/04/01,3262,3262,3262,6.3,6.3,6.3,52739,52739,52739,POINT (-82.420978 28.260731)
GA,2021/04/01,1284,1283,1286,6.63,6.63,6.63,19363,19363,19363,POINT (-83.426574 32.638481)
ID,2021/04/01,161,161,161,4.93,4.93,4.93,3267,3267,3267,POINT (-114.659366 44.389073)
IN,2021/04/01,695,695,695,4.13,4.13,4.13,16817,16817,16817,POINT (-86.2818 39.919991)
KS,2021/04/01,174,174,174,2.22,2.22,2.22,7842,7842,7842,POINT (-98.38018 38.484729)
LA,2021/04/01,296,294,297,2.4,2.4,2.4,12543,12543,12543,POINT (-91.840238 30.921314)
MA,2021/04/01,642,642,642,3.82,3.82,3.82,16816,16816,16816,POINT (-71.481104 42.151077)
MD,2021/04/01,1272,1272,1272,13.12,13.12,13.12,9693,9693,9693,POINT (-76.687282 38.946466)
ME,2021/04/01,97,97,97,3.37,3.37,3.37,2875,2875,2875,POINT (-69.06137 45.117911)
MI,2021/04/01,2718,2718,2718,12.88,12.88,12.88,21109,21109,21109,POINT (-85.730977 44.874798)
AK,2021/04/02,48,48,48,3.22,3.22,3.22,1490,1490,1490,POINT (-151.631889 63.631126)
