state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/27,25537,25527,25547,3.68,3.65,3.71,696343,695862,696824,
CW,2021/05/28,24980,24955,25005,3.61,3.57,3.65,694869,694532,695206,
CW,2021/05/29,23814,23801,23826,3.46,3.43,3.49,691526,691084,691969,
CW,2021/05/30,23155,23121,23188,3.38,3.32,3.43,688942,688492,689393,
CW,2021/05/31,23277,23249,23304,3.4,3.35,3.44,688296,688164,688427,
CW,2021/06/01,23495,23486,23504,3.42,3.41,3.44,689262,689090,689434,
CW,2021/06/02,23039,23027,23052,3.33,3.31,3.35,694507,694380,694635,
CW,2021/06/03,22567,22545,22590,3.26,3.22,3.3,695687,695305,696069,
CW,2021/06/04,21648,21631,21665,3.13,3.09,3.17,694873,694416,695329,
CW,2021/06/05,20797,20779,20816,3.02,2.98,3.06,692588,692069,693106,
CW,2021/06/06,20485,20443,20528,2.98,2.91,3.06,689358,689094,689623,
CW,2021/06/07,20531,20485,20578,2.99,2.91,3.07,689823,689571,690075,
CW,2021/06/08,20454,20431,20477,2.96,2.91,3,694299,693857,694741,
CW,2021/06/09,19987,19944,20031,2.88,2.81,2.96,696663,696425,696901,
CW,2021/06/10,19266,19257,19275,2.78,2.76,2.8,696104,695884,696325,
CW,2021/06/11,18652,18635,18670,2.69,2.66,2.72,696044,695764,696323,
CW,2021/06/12,18155,18133,18177,2.62,2.58,2.67,694695,694029,695360,
CW,2021/06/13,17937,17907,17968,2.61,2.55,2.67,690894,690455,691333,
CW,2021/06/14,18351,18328,18374,2.67,2.62,2.72,690319,689883,690754,
CW,2021/06/15,18246,18233,18259,2.64,2.61,2.67,693901,693497,694305,
CW,2021/06/16,17847,17826,17869,2.58,2.53,2.62,695811,695443,696178,
CW,2021/06/17,17330,17303,17356,2.51,2.45,2.56,694440,693902,694978,
CW,2021/06/18,17036,17012,17059,2.47,2.42,2.53,691507,690874,692139,
CW,2021/06/19,16679,16648,16711,2.43,2.37,2.5,688488,687813,689163,
CW,2021/06/20,16479,16442,16515,2.42,2.35,2.49,684545,684071,685020,
CW,2021/06/21,16721,16689,16753,2.45,2.37,2.54,684698,683331,686064,
CW,2021/06/22,16802,16771,16833,2.45,2.39,2.51,689825,689424,690225,
CW,2021/06/23,16682,16646,16719,2.42,2.34,2.49,692970,692341,693600,
CW,2021/06/24,16434,16381,16487,2.38,2.27,2.49,693436,692351,694521,
CW,2021/06/25,16336,16181,16491,2.37,2.05,2.69,693206,690206,696206,
CW,2021/06/26,16097,15841,16353,2.34,1.79,2.89,691161,685269,697053,
AL,2021/05/27,355,355,355,2.55,2.55,2.55,13926,13926,13926,POINT (-86.844516 32.756889)
AR,2021/05/27,212,212,212,2.72,2.72,2.72,7800,7800,7800,POINT (-92.439162 34.899825)
CT,2021/05/27,146,146,146,1.88,1.88,1.88,7767,7767,7767,POINT (-72.738288 41.575155)
DC,2021/05/27,119,119,119,4.33,4.33,4.33,2746,2746,2746,POINT (-77.016275 38.904785)
