state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/27,38696,38677,38715,5.57,5.55,5.58,698856,698702,699010,
CW,2021/03/28,39126,39107,39145,5.66,5.63,5.68,695117,694944,695290,
CW,2021/03/29,40168,40148,40187,5.8,5.78,5.83,695401,695245,695556,
CW,2021/03/30,40644,40609,40679,5.83,5.79,5.88,700043,699655,700431,
CW,2021/03/31,40472,40454,40490,5.79,5.77,5.82,701787,701627,701947,
CW,2021/04/01,40337,40316,40358,5.78,5.74,5.81,701164,700854,701475,
CW,2021/04/02,40057,39992,40121,5.76,5.68,5.84,698971,698639,699303,
CW,2021/04/03,39672,39654,39691,5.73,5.67,5.78,695721,695031,696411,
CW,2021/04/04,40129,40088,40170,5.82,5.77,5.88,692236,691843,692630,
CW,2021/04/05,41570,41544,41596,6.02,5.99,6.06,693187,692933,693441,
CW,2021/04/06,42752,42738,42767,6.15,6.12,6.18,698538,698191,698886,
CW,2021/04/07,42983,42972,42994,6.16,6.14,6.18,700454,700177,700730,
CW,2021/04/08,42929,42915,42943,6.16,6.14,6.18,699944,699702,700186,
CW,2021/04/09,42852,42837,42867,6.15,6.12,6.18,699474,699129,699819,
CW,2021/04/10,42416,42390,42441,6.1,6.07,6.14,697928,697697,698158,
CW,2021/04/11,43173,43139,43207,6.25,6.18,6.31,694268,693597,694938,
CW,2021/04/12,44508,44485,44532,6.44,6.41,6.47,694267,693967,694568,
CW,2021/04/13,44936,44913,44958,6.46,6.44,6.49,698275,698086,698464,
CW,2021/04/14,44737,44715,44759,6.41,6.39,6.44,700416,700225,700607,
CW,2021/04/15,44148,44136,44159,6.33,6.31,6.35,700682,700412,700951,
CW,2021/04/16,44351,44334,44368,6.35,6.33,6.38,701116,700826,701406,
CW,2021/04/17,43801,43763,43839,6.3,6.25,6.36,697855,697435,698275,
CW,2021/04/18,44202,44176,44228,6.4,6.35,6.44,693932,693484,694380,
CW,2021/04/19,45452,45438,45467,6.58,6.56,6.59,694142,693945,694340,
CW,2021/04/20,45548,45533,45562,6.55,6.54,6.57,697955,697754,698156,
CW,2021/04/21,44858,44842,44874,6.43,6.4,6.45,701112,700767,701458,
CW,2021/04/22,43785,43763,43808,6.28,6.24,6.32,699886,699427,700344,
CW,2021/04/23,43132,42895,43369,6.2,5.89,6.52,698130,696039,700220,
CW,2021/04/24,41982,41715,42249,6.05,5.69,6.41,697007,694425,699589,
CW,2021/04/25,41853,41553,42152,6.06,5.65,6.46,694128,691301,696954,
CW,2021/04/26,42329,41981,42677,6.14,5.65,6.62,692841,689060,696622,
AK,2021/03/27,27,27,27,1.83,1.83,1.83,1474,1474,1474,POINT (-151.631889 63.631126)
AL,2021/03/27,435,435,435,3.14,3.14,3.14,13848,13848,13848,POINT (-86.844516 32.756889)
AZ,2021/03/27,534,534,534,3.87,3.87,3.87,13826,13826,13826,POINT (-111.664616 34.293239)
CA,2021/03/27,2618,2615,2621,4.43,4.33,4.52,59161,59050,59272,POINT (-119.662127 37.211164)
CT,2021/03/27,537,537,537,6.86,6.86,6.86,7828,7828,7828,POINT (-72.738288 41.575155)
DC,2021/03/27,195,195,195,7.12,7.12,7.12,2740,2740,2740,POINT (-77.016275 38.904785)
DE,2021/03/27,144,144,144,5.53,5.53,5.53,2602,2602,2602,POINT (-75.452394 38.994926)
GA,2021/03/27,1298,1298,1298,6.73,6.73,6.73,19289,19289,19289,POINT (-83.426574 32.638481)
ID,2021/03/27,159,159,159,4.96,4.96,4.96,3206,3206,3206,POINT (-114.659366 44.389073)
IN,2021/03/27,618,615,621,3.68,3.68,3.68,16804,16804,16804,POINT (-86.2818 39.919991)
KS,2021/03/27,174,174,174,2.22,2.22,2.22,7833,7833,7833,POINT (-98.38018 38.484729)
LA,2021/03/27,314,314,314,2.57,2.57,2.57,12434,12434,12434,POINT (-91.840238 30.921314)
MD,2021/03/27,1223,1223,1223,12.39,12.39,12.39,9871,9871,9871,POINT (-76.687282 38.946466)
MI,2021/03/27,1830,1830,1830,8.77,8.77,8.77,20859,20859,20859,POINT (-85.730977 44.874798)
AK,2021/03/28,34,34,34,2.3,2.3,2.3,1477,1477,1477,POINT (-151.631889 63.631126)
AL,2021/03/28,452,451,453,3.26,3.26,3.26,13858,13858,13858,POINT (-86.844516 32.756889)
AZ,2021/03/28,534,531,537,3.9,3.68,4.11,13711,13698,13724,POINT (-111.664616 34.293239)
CA,2021/03/28,2574,2571,2577,4.41,4.35,4.47,58388,58324,58452,POINT (-119.662127 37.211164)
CT,2021/03/28,561,561,561,7.17,7.17,7.17,7820,7820,7820,POINT (-72.738288 41.575155)
DC,2021/03/28,181,181,181,6.71,6.71,6.71,2698,2698,2698,POINT (-77.016275 38.904785)
DE,2021/03/28,146,146,146,5.65,5.65,5.65,2586,2586,2586,POINT (-75.452394 38.994926)
GA,2021/03/28,1284,1279,1288,6.66,6.46,6.86,19274,19262,19286,POINT (-83.426574 32.638481)
ID,2021/03/28,168,168,168,5.21,5.21,5.21,3223,3223,3223,POINT (-114.659366 44.389073)
IN,2021/03/28,646,643,648,3.85,3.85,3.85,16769,16769,16769,POINT (-86.2818 39.919991)
KS,2021/03/28,170,170,170,2.17,2.17,2.17,7819,7819,7819,POINT (-98.38018 38.484729)
