state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-09-27,"54,936","54,272","55,600",67.63,67.08,68.18,"80,170","79,291","81,049"
CW,2020-09-28,"55,125","54,468","55,782",67.84,67.30,68.38,"80,213","79,345","81,081"
CW,2020-09-29,"57,796","57,167","58,425",70.80,70.19,71.41,"80,533","79,697","81,369"
CW,2020-09-30,"58,153","57,522","58,785",71.29,70.63,71.94,"80,500","79,664","81,336"
CW,2020-10-01,"58,352","57,733","58,971",71.08,70.31,71.86,"81,041","80,218","81,864"
CW,2020-10-02,"58,031","57,426","58,637",70.57,69.73,71.40,"81,215","80,424","82,006"
CW,2020-10-03,"57,801","57,198","58,403",69.58,67.40,71.76,"81,966","81,184","82,748"
CW,2020-10-04,"56,244","55,654","56,835",67.85,65.70,70.00,"81,788","81,019","82,557"
CW,2020-10-05,"56,461","55,885","57,036",67.84,65.74,69.95,"82,324","81,574","83,075"
CW,2020-10-06,"59,090","58,525","59,656",70.79,68.73,72.84,"82,544","81,805","83,282"
CW,2020-10-07,"59,805","59,261","60,348",71.47,69.57,73.37,"82,791","82,082","83,499"
CW,2020-10-08,"60,034","59,542","60,527",71.82,70.10,73.54,"82,843","82,185","83,501"
CW,2020-10-09,"59,941","59,541","60,341",71.61,70.23,72.99,"83,005","82,467","83,543"
CW,2020-10-10,"58,749","58,487","59,011",70.41,69.61,71.21,"82,732","82,344","83,121"
CW,2020-10-11,"57,212","56,922","57,502",68.78,67.85,69.71,"82,447","82,037","82,857"
CW,2020-10-12,"57,572","57,295","57,849",68.61,67.58,69.64,"83,330","82,949","83,711"
CW,2020-10-13,"59,934","59,659","60,209",71.18,70.15,72.21,"83,700","83,322","84,078"
CW,2020-10-14,"60,441","60,165","60,717",71.80,70.74,72.87,"83,772","83,397","84,148"
CW,2020-10-15,"60,790","60,497","61,083",71.69,70.56,72.81,"84,166","83,776","84,555"
CW,2020-10-16,"60,780","60,484","61,076",71.56,70.43,72.68,"84,317","83,930","84,705"
CW,2020-10-17,"59,689","59,386","59,991",70.35,69.20,71.51,"84,226","83,831","84,620"
CW,2020-10-18,"58,108","57,826","58,390",68.73,67.65,69.81,"83,954","83,587","84,320"
CW,2020-10-19,"58,257","58,050","58,463",68.74,67.95,69.53,"84,098","83,827","84,370"
CW,2020-10-20,"60,769","60,676","60,863",71.44,71.08,71.80,"84,467","84,333","84,600"
CW,2020-10-21,"61,279","61,150","61,409",71.98,71.47,72.49,"84,551","84,368","84,734"
CW,2020-10-22,"61,059","60,960","61,157",71.62,71.25,72.00,"84,665","84,531","84,799"
CW,2020-10-23,"61,318","61,190","61,445",71.80,71.34,72.27,"84,821","84,669","84,974"
CW,2020-10-24,"60,039","59,876","60,202",70.50,69.90,71.10,"84,584","84,383","84,785"
CW,2020-10-25,"58,430","58,290","58,569",68.81,68.29,69.33,"84,335","84,158","84,512"
CW,2020-10-26,"58,194","58,132","58,256",68.56,68.36,68.76,"84,314","84,243","84,384"
CW,2020-10-27,"60,490","60,235","60,745",70.29,69.30,71.29,"85,466","85,107","85,825"
AK,2020-09-27,82,69,95,74.29,71.67,76.90,105,84,126
AL,2020-09-27,"1,220","1,217","1,223",82.99,82.30,83.69,"1,470","1,466","1,474"
AR,2020-09-27,718,714,722,72.74,71.70,73.77,939,917,961
CA,2020-09-27,"4,749","4,745","4,753",69.38,69.21,69.55,"6,845","6,841","6,849"
CT,2020-09-27,518,518,518,49.52,49.52,49.52,"1,046","1,046","1,046"
DC,2020-09-27,262,262,262,73.80,73.80,73.80,355,355,355
DE,2020-09-27,123,110,136,76.40,54.38,98.41,161,143,179
FL,2020-09-27,"4,540","4,518","4,562",72.29,71.08,73.51,"6,280","6,247","6,313"
GA,2020-09-27,"1,916","1,837","1,995",78.20,68.06,88.35,"2,450","2,351","2,549"
ID,2020-09-27,176,174,178,59.06,59.06,59.06,298,298,298
IN,2020-09-27,"1,367","1,367","1,367",59.13,59.13,59.13,"2,312","2,312","2,312"
KS,2020-09-27,485,416,554,73.34,45.05,101.63,665,589,741
LA,2020-09-27,"1,117","1,117","1,117",62.63,62.63,62.63,"1,686","1,629","1,743"
MA,2020-09-27,956,956,956,52.15,52.15,52.15,"1,833","1,833","1,833"
MD,2020-09-27,877,874,880,65.66,64.89,66.43,"1,328","1,324","1,332"
MI,2020-09-27,"1,569","1,463","1,675",71.42,71.42,71.42,"2,197","2,072","2,322"
AK,2020-09-28,85,72,98,78.10,78.10,78.10,105,84,126
AL,2020-09-28,"1,229","1,229","1,229",83.49,83.49,83.49,"1,472","1,472","1,472"
AR,2020-09-28,732,729,735,74.60,73.04,76.16,937,914,960
CA,2020-09-28,"4,702","4,683","4,722",66.57,65.68,67.46,"7,064","7,038","7,090"
CT,2020-09-28,499,498,500,47.71,47.09,48.32,"1,046","1,042","1,050"
DC,2020-09-28,255,255,255,75.44,75.44,75.44,338,338,338
DE,2020-09-28,130,119,141,77.02,60.32,93.72,161,146,176
FL,2020-09-28,"4,537","4,525","4,550",73.14,72.49,73.79,"6,204","6,187","6,220"
GA,2020-09-28,"2,002","1,974","2,029",83.61,80.20,87.02,"2,394","2,361","2,427"
ID,2020-09-28,177,177,177,59.40,59.40,59.40,298,298,298
IN,2020-09-28,"1,359","1,355","1,363",58.63,57.94,59.32,"2,318","2,311","2,325"
KS,2020-09-28,484,454,515,73.32,66.34,80.29,670,624,716
LA,2020-09-28,"1,110","1,102","1,117",62.72,60.17,65.26,"1,666","1,609","1,723"
MA,2020-09-28,958,957,959,52.26,51.98,52.55,"1,833","1,830","1,836"
MD,2020-09-28,885,825,945,65.77,51.63,79.91,"1,336","1,264","1,409"
MI,2020-09-28,"1,872","1,769","1,975",73.73,62.18,85.28,"2,539","2,418","2,660"
AK,2020-09-29,101,88,114,76.38,42.68,110.08,127,107,147
AL,2020-09-29,"1,235","1,235","1,235",84.65,84.65,84.65,"1,459","1,459","1,459"
AR,2020-09-29,762,759,765,77.06,76.94,77.19,946,925,967
CA,2020-09-29,"4,868","4,849","4,886",68.67,67.74,69.61,"7,088","7,059","7,117"
CT,2020-09-29,532,532,532,50.86,50.86,50.86,"1,046","1,046","1,046"
DC,2020-09-29,254,254,254,73.84,73.84,73.84,344,344,344
DE,2020-09-29,132,94,169,77.47,3.95,150.99,162,113,211
FL,2020-09-29,"4,784","4,760","4,809",77.11,75.84,78.38,"6,204","6,173","6,236"
GA,2020-09-29,"2,093","2,058","2,129",86.32,81.96,90.69,"2,425","2,383","2,467"
ID,2020-09-29,176,175,178,59.23,57.10,61.36,298,295,301
IN,2020-09-29,"1,410","1,397","1,422",62.51,60.44,64.57,"2,255","2,234","2,276"
KS,2020-09-29,508,482,535,76.64,74.44,78.84,673,631,715
LA,2020-09-29,"1,186","1,176","1,196",66.61,63.98,69.23,"1,675","1,618","1,732"
MA,2020-09-29,"1,015","1,014","1,016",55.37,55.37,55.37,"1,833","1,833","1,833"
MD,2020-09-29,941,938,944,69.93,69.93,69.93,"1,337","1,337","1,337"
MI,2020-09-29,"1,942","1,842","2,043",76.54,65.30,87.78,"2,538","2,420","2,656"
AK,2020-09-30,104,92,116,77.34,44.87,109.81,128,109,147
AL,2020-09-30,"1,239","1,239","1,239",84.86,84.86,84.86,"1,460","1,460","1,460"
AR,2020-09-30,774,765,782,77.22,75.29,79.14,959,938,980
CA,2020-09-30,"4,889","4,869","4,909",69.08,68.07,70.09,"7,078","7,046","7,109"
CT,2020-09-30,549,549,549,52.49,52.49,52.49,"1,046","1,046","1,046"
DC,2020-09-30,263,263,263,72.85,72.85,72.85,361,361,361
DE,2020-09-30,133,119,147,77.91,53.81,102.01,163,144,182
FL,2020-09-30,"4,804","4,783","4,825",77.31,76.24,78.38,"6,214","6,187","6,240"
GA,2020-09-30,"2,028","1,989","2,067",84.74,79.83,89.66,"2,393","2,346","2,440"
ID,2020-09-30,188,181,195,63.09,63.09,63.09,298,298,298
IN,2020-09-30,"1,383","1,380","1,385",61.62,61.23,62.00,"2,244","2,240","2,248"
KS,2020-09-30,521,494,548,78.93,76.35,81.51,671,629,713
LA,2020-09-30,"1,176","1,165","1,188",65.94,62.60,69.28,"1,678","1,618","1,738"
MA,2020-09-30,"1,013","1,013","1,013",55.26,55.26,55.26,"1,833","1,833","1,833"
MD,2020-09-30,941,939,943,69.05,69.05,69.05,"1,354","1,354","1,354"
