state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/22,38895,38883,38907,5.61,5.6,5.63,695801,695734,695868,
CW,2021/03/23,39549,39532,39566,5.67,5.65,5.7,700195,700013,700377,
CW,2021/03/24,39456,39433,39480,5.64,5.61,5.68,702156,701944,702369,
CW,2021/03/25,39380,39335,39426,5.63,5.57,5.68,702910,702694,703127,
CW,2021/03/26,39421,39407,39434,5.64,5.62,5.66,701516,701346,701685,
CW,2021/03/27,38842,38765,38919,5.58,5.49,5.68,698961,698803,699119,
CW,2021/03/28,39120,39107,39132,5.65,5.63,5.67,695181,695008,695354,
CW,2021/03/29,40161,40148,40175,5.8,5.78,5.82,695463,695302,695623,
CW,2021/03/30,40639,40608,40670,5.83,5.78,5.88,700106,699706,700507,
CW,2021/03/31,40451,40439,40463,5.79,5.77,5.81,701849,701682,702016,
CW,2021/04/01,40316,40298,40334,5.77,5.74,5.8,701228,700904,701551,
CW,2021/04/02,40034,39974,40094,5.75,5.68,5.83,698932,698586,699278,
CW,2021/04/03,39650,39635,39666,5.72,5.67,5.78,695729,695015,696443,
CW,2021/04/04,40114,40074,40154,5.82,5.76,5.88,692244,691834,692655,
CW,2021/04/05,41546,41520,41573,6.02,5.98,6.06,693195,692939,693451,
CW,2021/04/06,42728,42717,42738,6.14,6.12,6.17,698546,698186,698905,
CW,2021/04/07,42972,42964,42981,6.16,6.14,6.18,700458,700175,700742,
CW,2021/04/08,42930,42917,42943,6.16,6.14,6.18,699948,699689,700207,
CW,2021/04/09,42853,42838,42868,6.15,6.12,6.18,699477,699109,699845,
CW,2021/04/10,42389,42365,42413,6.1,6.07,6.13,697931,697680,698181,
CW,2021/04/11,43149,43115,43183,6.24,6.18,6.3,694263,693569,694957,
