state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-12-07,"107,873","107,836","107,910",15.46,15.43,15.49,"700,959","700,703","701,215"
CW,2020-12-08,"110,545","110,475","110,616",15.75,15.69,15.81,"705,075","704,739","705,411"
CW,2020-12-09,"110,970","110,913","111,028",15.78,15.72,15.84,"706,524","706,091","706,958"
CW,2020-12-10,"111,870","111,799","111,942",15.86,15.81,15.92,"708,472","708,196","708,748"
CW,2020-12-11,"112,018","111,979","112,056",15.89,15.85,15.94,"707,922","707,629","708,214"
CW,2020-12-12,"111,522","111,477","111,567",15.88,15.82,15.94,"705,509","705,090","705,928"
CW,2020-12-13,"113,593","113,555","113,630",16.26,16.21,16.31,"701,828","701,451","702,205"
CW,2020-12-14,"116,361","116,316","116,407",16.62,16.58,16.66,"703,266","703,042","703,490"
CW,2020-12-15,"118,195","118,166","118,224",16.77,16.74,16.81,"707,766","707,498","708,034"
CW,2020-12-16,"118,303","118,286","118,319",16.73,16.69,16.78,"710,101","709,733","710,469"
CW,2020-12-17,"117,740","117,687","117,794",16.61,16.55,16.67,"711,966","711,596","712,337"
CW,2020-12-18,"117,418","117,386","117,449",16.59,16.57,16.62,"710,754","710,712","710,795"
CW,2020-12-19,"116,167","116,134","116,201",16.48,16.45,16.51,"707,910","707,743","708,076"
CW,2020-12-20,"117,686","117,643","117,729",16.77,16.72,16.82,"704,895","704,577","705,213"
CW,2020-12-21,"120,700","120,660","120,740",17.17,17.13,17.20,"706,218","706,041","706,396"
CW,2020-12-22,"123,350","123,279","123,421",17.47,17.41,17.53,"709,238","708,971","709,505"
CW,2020-12-23,"123,065","123,047","123,084",17.43,17.41,17.44,"709,286","709,208","709,364"
CW,2020-12-24,"121,044","121,019","121,070",17.31,17.26,17.36,"702,398","702,019","702,778"
CW,2020-12-25,"117,227","117,114","117,340",16.93,16.84,17.02,"695,585","695,290","695,879"
CW,2020-12-26,"119,393","119,356","119,431",17.23,17.20,17.27,"695,964","695,740","696,187"
CW,2020-12-27,"124,028","123,970","124,086",17.86,17.81,17.90,"697,756","697,520","697,992"
CW,2020-12-28,"127,550","127,504","127,596",18.30,18.26,18.33,"700,286","700,163","700,409"
CW,2020-12-29,"129,401","129,370","129,432",18.40,18.38,18.42,"706,398","706,350","706,446"
CW,2020-12-30,"128,917","128,891","128,943",18.29,18.27,18.31,"708,156","708,057","708,255"
CW,2020-12-31,"127,794","127,778","127,810",18.19,18.16,18.21,"705,925","705,749","706,100"
CW,2021-01-01,"125,598","125,530","125,667",17.97,17.91,18.02,"702,282","702,091","702,474"
CW,2021-01-02,"127,309","127,140","127,478",18.23,18.09,18.37,"701,403","700,719","702,086"
CW,2021-01-03,"130,805","130,725","130,886",18.76,18.69,18.84,"700,390","699,961","700,820"
CW,2021-01-04,"134,111","133,930","134,292",19.18,19.02,19.33,"702,567","701,785","703,350"
CW,2021-01-05,"136,384","136,159","136,609",19.36,19.16,19.55,"707,736","706,707","708,766"
CW,2021-01-06,"135,527","135,044","136,010",19.23,18.77,19.69,"708,497","705,799","711,195"
AK,2020-12-07,157,157,157,10.84,10.84,10.84,"1,449","1,449","1,449"
AL,2020-12-07,"2,096","2,091","2,101",14.80,14.61,14.99,"14,163","14,153","14,173"
AR,2020-12-07,"1,054","1,051","1,057",14.18,14.18,14.18,"7,431","7,431","7,431"
AZ,2020-12-07,"3,164","3,161","3,167",23.36,23.25,23.46,"13,568","13,558","13,578"
CA,2020-12-07,"11,411","11,396","11,426",18.48,18.41,18.54,"61,841","61,796","61,886"
CO,2020-12-07,"1,755","1,755","1,755",17.24,17.24,17.24,"10,181","10,181","10,181"
CT,2020-12-07,"1,388","1,388","1,388",17.09,17.09,17.09,"8,124","8,124","8,124"
DC,2020-12-07,255,255,255,8.82,8.82,8.82,"2,892","2,892","2,892"
DE,2020-12-07,398,398,398,15.84,15.84,15.84,"2,512","2,512","2,512"
FL,2020-12-07,"5,052","5,052","5,052",9.97,9.97,9.97,"51,554","51,554","51,554"
GA,2020-12-07,"2,927","2,922","2,932",15.51,15.51,15.51,"18,866","18,866","18,866"
HI,2020-12-07,59,59,59,2.37,2.37,2.37,"2,487","2,487","2,487"
IA,2020-12-07,902,902,902,11.47,11.47,11.47,"7,967","7,967","7,967"
