state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-18,"62,916","62,902","62,930",73.45,73.42,73.49,"85,655","85,632","85,678"
CW,2021-02-19,"62,756","62,726","62,785",73.35,73.26,73.44,"85,560","85,529","85,590"
CW,2021-02-20,"61,473","61,429","61,516",72.04,71.89,72.18,"85,336","85,288","85,385"
CW,2021-02-21,"60,093","60,074","60,113",70.56,70.50,70.62,"85,170","85,143","85,197"
CW,2021-02-22,"60,482","60,468","60,497",70.62,70.57,70.68,"85,639","85,621","85,657"
CW,2021-02-23,"62,813","62,794","62,832",72.96,72.89,73.03,"86,088","86,064","86,112"
CW,2021-02-24,"63,127","63,018","63,235",73.30,72.93,73.67,"86,120","86,006","86,233"
CW,2021-02-25,"62,795","62,693","62,897",73.17,72.81,73.54,"85,818","85,699","85,938"
CW,2021-02-26,"62,169","62,048","62,291",72.61,72.16,73.05,"85,626","85,479","85,774"
CW,2021-02-27,"60,710","60,574","60,846",71.05,70.54,71.55,"85,450","85,279","85,620"
CW,2021-02-28,"59,085","58,940","59,229",69.29,68.76,69.82,"85,272","85,097","85,446"
CW,2021-03-01,"58,820","58,685","58,955",69.15,68.65,69.64,"85,064","84,901","85,228"
CW,2021-03-02,"61,004","60,883","61,126",71.59,71.15,72.04,"85,209","85,063","85,355"
CW,2021-03-03,"61,294","61,198","61,391",71.81,71.46,72.16,"85,357","85,241","85,474"
CW,2021-03-04,"60,975","60,966","60,985",71.67,71.63,71.70,"85,082","85,070","85,094"
CW,2021-03-05,"60,909","60,872","60,947",71.47,71.27,71.67,"85,221","85,135","85,307"
CW,2021-03-06,"59,538","59,489","59,588",70.15,69.95,70.35,"84,870","84,798","84,941"
CW,2021-03-07,"57,925","57,843","58,007",68.58,68.28,68.89,"84,460","84,357","84,562"
CW,2021-03-08,"57,664","57,644","57,684",68.36,68.30,68.42,"84,354","84,344","84,363"
CW,2021-03-09,"59,815","59,748","59,883",70.67,70.48,70.86,"84,640","84,629","84,650"
CW,2021-03-10,"60,152","60,113","60,191",71.05,70.89,71.21,"84,661","84,601","84,721"
CW,2021-03-11,"60,192","60,170","60,215",71.10,71.02,71.19,"84,653","84,626","84,680"
CW,2021-03-12,"59,735","59,722","59,748",70.61,70.57,70.66,"84,593","84,578","84,608"
CW,2021-03-13,"58,411","58,312","58,511",69.30,68.98,69.63,"84,286","84,205","84,366"
CW,2021-03-14,"56,564","56,477","56,650",67.19,66.93,67.45,"84,189","84,152","84,226"
CW,2021-03-15,"56,559","56,480","56,638",67.43,67.16,67.70,"83,878","83,804","83,953"
CW,2021-03-16,"58,790","58,748","58,832",69.89,69.75,70.03,"84,116","84,079","84,152"
CW,2021-03-17,"59,424","59,393","59,456",70.62,70.49,70.74,"84,152","84,107","84,197"
CW,2021-03-18,"59,263","59,229","59,296",70.50,70.35,70.64,"84,064","84,010","84,119"
CW,2021-03-19,"59,314","59,106","59,521",69.97,69.20,70.74,"84,772","84,520","85,023"
CW,2021-03-20,"58,405","57,915","58,895",69.14,67.29,70.98,"84,477","83,863","85,091"
AK,2021-02-18,86,86,86,65.15,65.15,65.15,132,132,132
AL,2021-02-18,"1,349","1,349","1,349",85.16,85.16,85.16,"1,584","1,584","1,584"
AR,2021-02-18,731,727,735,71.88,70.62,73.13,"1,017","1,012","1,022"
AZ,2021-02-18,"1,334","1,334","1,334",61.02,61.02,61.02,"2,186","2,186","2,186"
CA,2021-02-18,"6,166","6,166","6,166",80.69,80.69,80.69,"7,642","7,642","7,642"
CO,2021-02-18,836,836,836,63.67,63.67,63.67,"1,313","1,313","1,313"
