state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/15,60427,60329,60525,72.26,72.14,72.39,83620,83483,83757,
CW,2021/04/16,60391,60298,60483,72.23,72.2,72.27,83604,83473,83734,
CW,2021/04/17,59256,59146,59366,71.02,70.81,71.23,83440,83298,83583,
CW,2021/04/18,57367,57259,57475,69.06,68.88,69.24,83062,82929,83196,
CW,2021/04/19,57437,57340,57533,69.06,68.94,69.19,83164,83030,83299,
CW,2021/04/20,60273,60173,60373,72.1,71.95,72.25,83600,83463,83737,
CW,2021/04/21,60615,60513,60717,72.56,72.38,72.74,83534,83391,83677,
CW,2021/04/22,60584,60485,60683,72.62,72.45,72.79,83423,83286,83560,
CW,2021/04/23,60201,60110,60291,72.15,72,72.29,83441,83315,83566,
CW,2021/04/24,58749,58650,58847,70.52,70.24,70.8,83304,83143,83465,
CW,2021/04/25,57382,57301,57462,69.07,69.01,69.14,83074,82961,83187,
CW,2021/04/26,57570,57474,57666,69.36,69.16,69.56,83004,82882,83127,
CW,2021/04/27,59974,59888,60060,71.86,71.54,72.19,83456,83350,83563,
CW,2021/04/28,60975,60900,61050,72.58,72.28,72.88,84008,83903,84113,
CW,2021/04/29,60383,60304,60463,72.21,71.9,72.53,83617,83505,83729,
CW,2021/04/30,60250,60167,60332,71.99,71.67,72.31,83689,83579,83799,
CW,2021/05/01,58578,58497,58659,70.26,69.95,70.57,83374,83270,83479,
CW,2021/05/02,56904,56837,56972,68.4,68.13,68.66,83196,83107,83285,
CW,2021/05/03,57251,57187,57315,68.99,68.75,69.23,82988,82912,83064,
CW,2021/05/04,59671,59574,59768,71.52,71.02,72.01,83435,83231,83638,
CW,2021/05/05,60260,60182,60339,72.1,71.82,72.37,83585,83506,83663,
CW,2021/05/06,60032,59943,60122,71.6,71.25,71.94,83848,83735,83962,
CW,2021/05/07,59505,59424,59586,71.27,70.95,71.6,83487,83375,83599,
CW,2021/05/08,57946,57845,58047,69.59,69.19,69.98,83270,83137,83404,
CW,2021/05/09,56615,56495,56735,68.04,67.57,68.51,83209,83051,83367,
CW,2021/05/10,56379,56264,56494,68.07,67.63,68.52,82823,82676,82970,
CW,2021/05/11,58576,58456,58696,70.47,70.06,70.89,83118,82958,83277,
CW,2021/05/12,59116,58972,59259,71.04,70.55,71.53,83218,83042,83393,
CW,2021/05/13,58619,58471,58767,70.62,70.18,71.06,83004,82800,83209,
CW,2021/05/14,58090,57796,58385,69.68,68.63,70.72,83372,83008,83737,
CW,2021/05/15,57011,56453,57569,68.81,66.71,70.91,82853,82147,83559,
AK,2021/04/15,92,92,92,68.66,68.66,68.66,134,134,134,POINT (-151.631889 63.631126)
AL,2021/04/15,1312,1312,1312,82.88,82.88,82.88,1583,1583,1583,POINT (-86.844516 32.756889)
AR,2021/04/15,682,682,682,68.75,68.75,68.75,992,992,992,POINT (-92.439162 34.899825)
CA,2021/04/15,4757,4742,4772,70.01,69.28,70.73,6795,6773,6817,POINT (-119.662127 37.211164)
CT,2021/04/15,608,608,608,58.69,58.69,58.69,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/15,261,261,261,80.8,80.8,80.8,323,323,323,POINT (-77.016275 38.904785)
DE,2021/04/15,154,154,154,82.8,82.8,82.8,186,186,186,POINT (-75.452394 38.994926)
GA,2021/04/15,2195,2193,2197,80.17,79.95,80.39,2738,2736,2740,POINT (-83.426574 32.638481)
ID,2021/04/15,204,204,204,68.92,68.92,68.92,296,296,296,POINT (-114.659366 44.389073)
IN,2021/04/15,1558,1558,1558,71.21,71.21,71.21,2188,2188,2188,POINT (-86.2818 39.919991)
KS,2021/04/15,581,581,581,73.27,73.27,73.27,793,793,793,POINT (-98.38018 38.484729)
LA,2021/04/15,1137,1137,1137,64.79,64.79,64.79,1755,1755,1755,POINT (-91.840238 30.921314)
MD,2021/04/15,1020,1020,1020,78.83,78.83,78.83,1294,1294,1294,POINT (-76.687282 38.946466)
MI,2021/04/15,2231,2231,2231,84.83,84.83,84.83,2630,2630,2630,POINT (-85.730977 44.874798)
AK,2021/04/16,88,88,88,65.19,65.19,65.19,135,135,135,POINT (-151.631889 63.631126)
AL,2021/04/16,1299,1298,1300,82.16,82.16,82.16,1581,1581,1581,POINT (-86.844516 32.756889)
AR,2021/04/16,688,688,689,68.51,68.51,68.51,1005,1005,1005,POINT (-92.439162 34.899825)
CA,2021/04/16,4756,4751,4761,70.13,69.89,70.36,6782,6770,6794,POINT (-119.662127 37.211164)
CT,2021/04/16,602,602,602,58.11,58.11,58.11,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/16,273,273,273,84,84,84,325,325,325,POINT (-77.016275 38.904785)
DE,2021/04/16,148,148,148,79.57,79.57,79.57,186,186,186,POINT (-75.452394 38.994926)
GA,2021/04/16,2160,2160,2160,79.24,79.24,79.24,2726,2726,2726,POINT (-83.426574 32.638481)
ID,2021/04/16,188,188,188,62.88,62.88,62.88,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/16,1549,1549,1549,70.89,70.89,70.89,2185,2185,2185,POINT (-86.2818 39.919991)
KS,2021/04/16,583,581,585,73.43,73.43,73.43,794,794,794,POINT (-98.38018 38.484729)
LA,2021/04/16,1114,1113,1115,63.06,62.29,63.83,1766,1758,1775,POINT (-91.840238 30.921314)
MD,2021/04/16,997,997,997,77.05,77.05,77.05,1294,1294,1294,POINT (-76.687282 38.946466)
MI,2021/04/16,2247,2246,2248,83.14,83.14,83.14,2703,2703,2703,POINT (-85.730977 44.874798)
AK,2021/04/17,89,89,89,65.93,65.93,65.93,135,135,135,POINT (-151.631889 63.631126)
AL,2021/04/17,1254,1254,1254,79.22,79.22,79.22,1583,1583,1583,POINT (-86.844516 32.756889)
AR,2021/04/17,663,663,663,66.77,66.77,66.77,993,993,993,POINT (-92.439162 34.899825)
CA,2021/04/17,4774,4768,4781,70.4,70.11,70.7,6782,6769,6794,POINT (-119.662127 37.211164)
CT,2021/04/17,582,582,582,56.18,56.18,56.18,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/17,271,271,271,83.38,83.38,83.38,325,325,325,POINT (-77.016275 38.904785)
DE,2021/04/17,146,146,146,78.49,78.49,78.49,186,186,186,POINT (-75.452394 38.994926)
GA,2021/04/17,2113,2066,2160,77.66,72.69,82.62,2721,2674,2768,POINT (-83.426574 32.638481)
ID,2021/04/17,192,192,192,64.21,64.21,64.21,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/17,1552,1517,1587,71.19,71.19,71.19,2180,2180,2180,POINT (-86.2818 39.919991)
KS,2021/04/17,556,555,558,67.95,67.95,67.95,819,819,819,POINT (-98.38018 38.484729)
LA,2021/04/17,1073,1073,1073,60.48,60.48,60.48,1774,1774,1774,POINT (-91.840238 30.921314)
MD,2021/04/17,975,975,975,74.31,74.31,74.31,1312,1312,1312,POINT (-76.687282 38.946466)
MI,2021/04/17,2199,2198,2200,84.47,82.88,86.05,2603,2581,2625,POINT (-85.730977 44.874798)
AK,2021/04/18,81,81,81,60,60,60,135,135,135,POINT (-151.631889 63.631126)
AL,2021/04/18,1230,1228,1231,77.57,77.57,77.57,1585,1585,1585,POINT (-86.844516 32.756889)
AR,2021/04/18,614,614,614,62.91,62.91,62.91,976,976,976,POINT (-92.439162 34.899825)
CA,2021/04/18,4564,4563,4566,67.92,67.83,68.01,6720,6710,6730,POINT (-119.662127 37.211164)
CT,2021/04/18,571,571,571,55.12,55.12,55.12,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/18,244,215,273,77.46,77.46,77.46,315,315,315,POINT (-77.016275 38.904785)
DE,2021/04/18,149,149,149,80.11,80.11,80.11,186,186,186,POINT (-75.452394 38.994926)
GA,2021/04/18,2107,2106,2108,77.01,76.88,77.14,2736,2735,2737,POINT (-83.426574 32.638481)
ID,2021/04/18,192,192,192,64.21,64.21,64.21,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/18,1461,1461,1461,67.02,66.94,67.1,2180,2179,2181,POINT (-86.2818 39.919991)
KS,2021/04/18,504,503,505,64.04,64.04,64.04,787,787,787,POINT (-98.38018 38.484729)
LA,2021/04/18,1088,1081,1096,61.15,61.15,61.15,1780,1780,1780,POINT (-91.840238 30.921314)
MD,2021/04/18,972,972,972,73.92,73.92,73.92,1315,1315,1315,POINT (-76.687282 38.946466)
MI,2021/04/18,2190,2190,2190,81.96,81.96,81.96,2672,2672,2672,POINT (-85.730977 44.874798)
AK,2021/04/19,86,86,86,61.87,61.87,61.87,139,139,139,POINT (-151.631889 63.631126)
AL,2021/04/19,1239,1238,1240,78.42,78.42,78.42,1580,1580,1580,POINT (-86.844516 32.756889)
AR,2021/04/19,618,616,619,63.46,63.46,63.46,973,973,973,POINT (-92.439162 34.899825)
CA,2021/04/19,4499,4497,4501,66.84,66.6,67.08,6731,6721,6741,POINT (-119.662127 37.211164)
CT,2021/04/19,572,570,575,55.26,55.26,55.26,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/19,223,223,223,69.04,69.04,69.04,323,323,323,POINT (-77.016275 38.904785)
DE,2021/04/19,149,149,149,80.11,80.11,80.11,186,186,186,POINT (-75.452394 38.994926)
GA,2021/04/19,2138,2138,2138,77.89,77.89,77.89,2745,2745,2745,POINT (-83.426574 32.638481)
ID,2021/04/19,187,187,187,62.54,62.54,62.54,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/19,1466,1466,1466,67.59,67.59,67.59,2169,2169,2169,POINT (-86.2818 39.919991)
KS,2021/04/19,534,532,536,68.03,68.03,68.03,785,785,785,POINT (-98.38018 38.484729)
