state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/13,39536,39526,39546,5.68,5.66,5.7,698939,698745,699133,
CW,2021/03/14,39223,39209,39237,5.67,5.64,5.69,695266,695014,695517,
CW,2021/03/15,39945,39925,39965,5.77,5.74,5.8,695718,695458,695979,
CW,2021/03/16,40282,40264,40299,5.78,5.76,5.8,700143,700020,700266,
CW,2021/03/17,39768,39752,39783,5.69,5.67,5.71,701680,701529,701832,
CW,2021/03/18,39375,39357,39393,5.63,5.61,5.66,702173,702062,702283,
CW,2021/03/19,39114,39096,39132,5.6,5.56,5.63,701958,701623,702293,
CW,2021/03/20,37917,37910,37925,5.46,5.44,5.47,697875,697692,698058,
CW,2021/03/21,37906,37895,37918,5.48,5.46,5.5,694999,694763,695235,
CW,2021/03/22,38964,38940,38989,5.63,5.6,5.66,695664,695598,695729,
CW,2021/03/23,39552,39539,39565,5.67,5.65,5.69,700260,700092,700427,
CW,2021/03/24,39462,39440,39485,5.64,5.61,5.68,702200,701860,702539,
CW,2021/03/25,39387,39349,39426,5.63,5.58,5.68,702968,702780,703157,
CW,2021/03/26,39425,39412,39438,5.64,5.63,5.66,701574,701434,701713,
CW,2021/03/27,38849,38798,38900,5.58,5.52,5.64,699019,698872,699166,
CW,2021/03/28,39123,39111,39136,5.65,5.63,5.67,695239,695088,695390,
CW,2021/03/29,40165,40151,40178,5.8,5.78,5.82,695530,695379,695680,
CW,2021/03/30,40644,40620,40668,5.83,5.79,5.87,700163,699791,700536,
CW,2021/03/31,40457,40446,40469,5.79,5.77,5.81,701907,701752,702062,
CW,2021/04/01,40320,40303,40337,5.77,5.75,5.8,701288,700991,701586,
CW,2021/04/02,40040,40000,40080,5.75,5.7,5.81,698993,698676,699310,
CW,2021/04/03,39658,39640,39675,5.72,5.67,5.78,695785,695104,696466,
CW,2021/04/04,40133,40078,40188,5.82,5.73,5.91,692342,691471,693213,
CW,2021/04/05,41557,41530,41584,6.02,5.98,6.06,693236,692911,693561,
CW,2021/04/06,42760,42746,42775,6.15,6.12,6.18,698808,698465,699152,
CW,2021/04/07,42978,42967,42988,6.16,6.14,6.18,700526,700269,700782,
CW,2021/04/08,42935,42920,42951,6.16,6.13,6.19,700002,699692,700313,
CW,2021/04/09,42875,42683,43067,6.16,5.92,6.39,699519,698259,700780,
CW,2021/04/10,42437,42191,42683,6.11,5.8,6.41,698086,696481,699692,
CW,2021/04/11,43141,42862,43420,6.24,5.89,6.6,694140,692131,696149,
CW,2021/04/12,44098,43752,44444,6.4,5.93,6.86,693070,689770,696370,
AK,2021/03/13,42,42,42,2.83,2.83,2.83,1485,1485,1485,POINT (-151.631889 63.631126)
AL,2021/03/13,516,516,516,3.73,3.73,3.73,13845,13845,13845,POINT (-86.844516 32.756889)
AR,2021/03/13,283,283,283,3.74,3.74,3.74,7561,7561,7561,POINT (-92.439162 34.899825)
AZ,2021/03/13,704,703,705,5.02,4.95,5.08,14046,14029,14063,POINT (-111.664616 34.293239)
CA,2021/03/13,3550,3547,3553,6.02,6.02,6.02,58994,58994,58994,POINT (-119.662127 37.211164)
CT,2021/03/13,480,480,480,6.18,6.18,6.18,7768,7768,7768,POINT (-72.738288 41.575155)
DC,2021/03/13,206,206,206,7.52,7.52,7.52,2738,2738,2738,POINT (-77.016275 38.904785)
DE,2021/03/13,112,112,112,4.31,4.31,4.31,2599,2599,2599,POINT (-75.452394 38.994926)
