state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/18,39317,39305,39329,5.62,5.61,5.64,702145,702009,702281,
CW,2021/03/19,39119,39098,39140,5.6,5.56,5.63,701938,701570,702306,
CW,2021/03/20,37918,37909,37926,5.46,5.44,5.47,697860,697655,698064,
CW,2021/03/21,37906,37893,37920,5.48,5.45,5.5,694984,694723,695245,
CW,2021/03/22,38966,38936,38995,5.63,5.59,5.66,695648,695580,695717,
CW,2021/03/23,39553,39537,39569,5.67,5.65,5.7,700244,700060,700429,
CW,2021/03/24,39464,39439,39488,5.64,5.61,5.68,702200,701828,702571,
CW,2021/03/25,39388,39345,39432,5.63,5.57,5.68,702968,702754,703183,
CW,2021/03/26,39427,39413,39440,5.64,5.62,5.66,701574,701412,701735,
CW,2021/03/27,38849,38781,38917,5.58,5.5,5.67,699019,698861,699177,
CW,2021/03/28,39123,39111,39135,5.65,5.63,5.67,695239,695071,695407,
CW,2021/03/29,40165,40151,40178,5.8,5.78,5.82,695521,695357,695685,
CW,2021/03/30,40644,40615,40673,5.83,5.79,5.87,700164,699756,700572,
CW,2021/03/31,40457,40445,40469,5.79,5.77,5.81,701907,701739,702075,
CW,2021/04/01,40321,40303,40339,5.77,5.74,5.81,701286,700960,701611,
CW,2021/04/02,40040,39986,40095,5.75,5.68,5.82,698990,698643,699337,
CW,2021/04/03,39655,39640,39670,5.72,5.67,5.78,695787,695083,696491,
CW,2021/04/04,40120,40081,40159,5.82,5.77,5.88,692304,691885,692722,
CW,2021/04/05,41551,41524,41578,6.02,5.98,6.06,693248,692995,693501,
CW,2021/04/06,42732,42722,42743,6.14,6.12,6.17,698610,698259,698960,
CW,2021/04/07,42978,42968,42987,6.16,6.14,6.18,700522,700257,700788,
CW,2021/04/08,42936,42923,42949,6.16,6.14,6.18,700012,699773,700251,
CW,2021/04/09,42878,42845,42910,6.16,6.11,6.2,699541,699159,699923,
CW,2021/04/10,42396,42371,42422,6.1,6.07,6.13,698051,697769,698333,
CW,2021/04/11,43148,43111,43184,6.24,6.18,6.31,694326,693620,695031,
CW,2021/04/12,44507,44468,44545,6.44,6.39,6.49,694332,693986,694678,
CW,2021/04/13,44933,44858,45009,6.46,6.37,6.56,698341,697718,698964,
CW,2021/04/14,44698,44496,44900,6.41,6.16,6.65,700492,699268,701715,
CW,2021/04/15,44123,43872,44374,6.33,6.02,6.63,700621,699056,702186,
CW,2021/04/16,44160,43834,44486,6.34,5.91,6.77,699634,696685,702583,
CW,2021/04/17,43688,43186,44190,6.32,5.61,7.02,695125,689534,700716,
AK,2021/03/18,42,42,42,2.91,2.91,2.91,1442,1442,1442,POINT (-151.631889 63.631126)
AL,2021/03/18,459,459,459,3.3,3.3,3.3,13916,13916,13916,POINT (-86.844516 32.756889)
AR,2021/03/18,274,274,274,3.57,3.57,3.57,7681,7681,7681,POINT (-92.439162 34.899825)
AZ,2021/03/18,681,681,681,4.82,4.79,4.85,14143,14133,14153,POINT (-111.664616 34.293239)
CA,2021/03/18,3262,3262,3262,5.48,5.48,5.48,59476,59476,59476,POINT (-119.662127 37.211164)
CO,2021/03/18,416,412,420,4.1,4.1,4.1,10141,10141,10141,POINT (-105.547832 38.998552)
CT,2021/03/18,471,471,471,6.06,6.06,6.06,7773,7773,7773,POINT (-72.738288 41.575155)
DC,2021/03/18,178,178,178,6.49,6.49,6.49,2742,2742,2742,POINT (-77.016275 38.904785)
DE,2021/03/18,122,122,122,4.68,4.68,4.68,2608,2608,2608,POINT (-75.452394 38.994926)
FL,2021/03/18,3387,3387,3387,6.57,6.57,6.57,52537,52537,52537,POINT (-82.420978 28.260731)
GA,2021/03/18,1433,1431,1435,7.43,7.31,7.54,19292,19260,19324,POINT (-83.426574 32.638481)
HI,2021/03/18,31,31,31,1.26,1.26,1.26,2462,2462,2462,POINT (-157.854309 21.361013)
IA,2021/03/18,190,190,190,2.51,2.51,2.51,7664,7656,7672,POINT (-93.500061 42.074659)
ID,2021/03/18,145,145,145,4.48,4.48,4.48,3236,3236,3236,POINT (-114.659366 44.389073)
IL,2021/03/18,1197,1197,1197,4.15,4.15,4.15,28825,28825,28825,POINT (-89.148632 40.124144)
IN,2021/03/18,593,593,593,3.52,3.52,3.52,16868,16868,16868,POINT (-86.2818 39.919991)
KS,2021/03/18,197,197,197,2.52,2.52,2.52,7802,7802,7802,POINT (-98.38018 38.484729)
KY,2021/03/18,479,479,479,3.89,3.89,3.89,12313,12313,12313,POINT (-85.290484 37.526683)
LA,2021/03/18,356,356,356,2.9,2.9,2.9,12472,12472,12472,POINT (-91.840238 30.921314)
MA,2021/03/18,531,531,531,3.17,3.17,3.17,16747,16747,16747,POINT (-71.481104 42.151077)
MD,2021/03/18,1039,1039,1039,10.5,10.5,10.5,9892,9892,9892,POINT (-76.687282 38.946466)
ME,2021/03/18,93,93,93,3.23,3.23,3.23,2879,2879,2879,POINT (-69.06137 45.117911)
MI,2021/03/18,1249,1242,1256,5.96,5.96,5.96,20965,20965,20965,POINT (-85.730977 44.874798)
MN,2021/03/18,397,397,397,4.12,4.12,4.12,9632,9632,9632,POINT (-94.198308 46.349153)
MS,2021/03/18,342,342,342,4.42,4.42,4.42,7736,7736,7736,POINT (-89.65344 32.713378)
MT,2021/03/18,64,64,64,2.24,2.24,2.24,2861,2861,2861,POINT (-109.645127 47.033521)
ND,2021/03/18,79,79,79,3.97,3.79,4.15,1991,1982,2000,POINT (-100.46931 47.446305)
NJ,2021/03/18,1939,1939,1939,9.57,9.57,9.57,20254,20254,20254,POINT (-74.655514 40.110253)
NV,2021/03/18,314,314,314,4.25,4.25,4.25,7553,7553,7553,POINT (-114.916992 39.283294)
NY,2021/03/18,5367,5367,5367,11.13,11.13,11.13,48238,48215,48261,POINT (-75.59655 42.921241)
SC,2021/03/18,534,534,534,5.42,5.42,5.42,9855,9855,9855,POINT (-80.864614 33.878572)
UT,2021/03/18,184,184,184,3.47,3.47,3.47,5307,5307,5307,POINT (-111.678222 39.323779)
AK,2021/03/19,37,37,37,2.57,2.57,2.57,1437,1437,1437,POINT (-151.631889 63.631126)
AL,2021/03/19,466,466,466,3.35,3.35,3.35,13898,13898,13898,POINT (-86.844516 32.756889)
AR,2021/03/19,248,247,249,3.24,3.24,3.24,7648,7648,7648,POINT (-92.439162 34.899825)
AZ,2021/03/19,650,648,651,4.6,4.6,4.6,14133,14133,14133,POINT (-111.664616 34.293239)
CA,2021/03/19,3152,3152,3153,5.21,5.1,5.32,60510,60364,60655,POINT (-119.662127 37.211164)
CO,2021/03/19,416,413,420,4.09,4.09,4.09,10173,10173,10173,POINT (-105.547832 38.998552)
CT,2021/03/19,479,479,479,6.15,6.15,6.15,7784,7784,7784,POINT (-72.738288 41.575155)
DC,2021/03/19,192,192,192,7.03,7.03,7.03,2732,2732,2732,POINT (-77.016275 38.904785)
DE,2021/03/19,121,121,121,4.65,4.65,4.65,2604,2604,2604,POINT (-75.452394 38.994926)
FL,2021/03/19,3395,3395,3395,6.58,6.58,6.58,52589,52589,52589,POINT (-82.420978 28.260731)
GA,2021/03/19,1418,1418,1419,7.37,7.3,7.43,19259,19237,19281,POINT (-83.426574 32.638481)
HI,2021/03/19,35,35,35,1.41,1.41,1.41,2476,2476,2476,POINT (-157.854309 21.361013)
IA,2021/03/19,175,175,175,2.31,2.31,2.31,7687,7687,7687,POINT (-93.500061 42.074659)
ID,2021/03/19,146,146,146,4.53,4.53,4.53,3222,3222,3222,POINT (-114.659366 44.389073)
IL,2021/03/19,1202,1195,1209,4.18,3.84,4.51,28790,28619,28961,POINT (-89.148632 40.124144)
IN,2021/03/19,587,575,599,3.48,3.48,3.48,16884,16884,16884,POINT (-86.2818 39.919991)
KS,2021/03/19,178,178,179,2.3,2.3,2.3,7777,7777,7777,POINT (-98.38018 38.484729)
KY,2021/03/19,469,469,469,3.81,3.81,3.81,12315,12315,12315,POINT (-85.290484 37.526683)
LA,2021/03/19,367,367,367,2.97,2.97,2.97,12550,12550,12550,POINT (-91.840238 30.921314)
MA,2021/03/19,548,541,555,3.27,3.27,3.27,16739,16739,16739,POINT (-71.481104 42.151077)
MD,2021/03/19,1079,1079,1079,10.76,10.76,10.76,10029,10029,10029,POINT (-76.687282 38.946466)
ME,2021/03/19,95,95,95,3.31,3.31,3.31,2872,2872,2872,POINT (-69.06137 45.117911)
MI,2021/03/19,1322,1320,1323,6.31,6.31,6.31,20957,20957,20957,POINT (-85.730977 44.874798)
MN,2021/03/19,401,401,401,4.2,4.2,4.2,9556,9556,9556,POINT (-94.198308 46.349153)
MS,2021/03/19,333,333,333,4.32,4.32,4.32,7707,7707,7707,POINT (-89.65344 32.713378)
MT,2021/03/19,52,52,52,1.82,1.82,1.82,2859,2859,2859,POINT (-109.645127 47.033521)
ND,2021/03/19,71,71,71,3.6,3.6,3.6,1973,1967,1979,POINT (-100.46931 47.446305)
NJ,2021/03/19,1960,1955,1965,9.65,9.65,9.65,20307,20307,20307,POINT (-74.655514 40.110253)
NV,2021/03/19,309,309,309,4.18,4.18,4.18,7559,7559,7559,POINT (-114.916992 39.283294)
NY,2021/03/19,5260,5260,5260,10.96,10.96,10.96,47972,47949,47995,POINT (-75.59655 42.921241)
SC,2021/03/19,516,516,516,5.23,5.23,5.23,9859,9859,9859,POINT (-80.864614 33.878572)
UT,2021/03/19,160,160,160,3.02,3.02,3.02,5301,5301,5301,POINT (-111.678222 39.323779)
AK,2021/03/20,41,41,41,2.85,2.85,2.85,1438,1438,1438,POINT (-151.631889 63.631126)
AL,2021/03/20,475,475,475,3.43,3.43,3.43,13851,13851,13851,POINT (-86.844516 32.756889)
AR,2021/03/20,249,249,249,3.3,3.3,3.3,7551,7551,7551,POINT (-92.439162 34.899825)
AZ,2021/03/20,594,594,594,4.23,4.23,4.23,14052,14052,14052,POINT (-111.664616 34.293239)
CA,2021/03/20,3073,3073,3073,5.19,5.19,5.19,59187,59187,59187,POINT (-119.662127 37.211164)
CO,2021/03/20,407,407,407,4,4,4,10171,10171,10171,POINT (-105.547832 38.998552)
CT,2021/03/20,460,460,460,5.91,5.91,5.91,7785,7785,7785,POINT (-72.738288 41.575155)
DC,2021/03/20,188,188,188,6.85,6.85,6.85,2745,2745,2745,POINT (-77.016275 38.904785)
DE,2021/03/20,119,119,119,4.56,4.56,4.56,2612,2612,2612,POINT (-75.452394 38.994926)
FL,2021/03/20,3250,3250,3250,6.33,6.33,6.33,52316,52316,52316,POINT (-82.420978 28.260731)
GA,2021/03/20,1318,1316,1319,6.84,6.76,6.93,19248,19222,19274,POINT (-83.426574 32.638481)
HI,2021/03/20,32,32,32,1.29,1.29,1.29,2478,2478,2478,POINT (-157.854309 21.361013)
IA,2021/03/20,180,177,183,2.37,2.37,2.37,7698,7698,7698,POINT (-93.500061 42.074659)
ID,2021/03/20,141,141,141,4.4,4.4,4.4,3207,3207,3207,POINT (-114.659366 44.389073)
IL,2021/03/20,1192,1192,1192,4.15,4.15,4.15,28753,28753,28753,POINT (-89.148632 40.124144)
IN,2021/03/20,569,569,569,3.37,3.37,3.37,16881,16881,16881,POINT (-86.2818 39.919991)
KS,2021/03/20,183,181,185,2.35,2.35,2.35,7799,7799,7799,POINT (-98.38018 38.484729)
KY,2021/03/20,452,452,452,3.67,3.67,3.67,12313,12313,12313,POINT (-85.290484 37.526683)
LA,2021/03/20,342,340,343,2.78,2.78,2.78,12485,12485,12485,POINT (-91.840238 30.921314)
MA,2021/03/20,541,541,541,3.24,3.24,3.24,16674,16674,16674,POINT (-71.481104 42.151077)
MD,2021/03/20,1070,1070,1070,10.78,10.78,10.78,9925,9925,9925,POINT (-76.687282 38.946466)
ME,2021/03/20,89,89,89,3.1,3.1,3.1,2868,2868,2868,POINT (-69.06137 45.117911)
MI,2021/03/20,1344,1343,1344,6.46,6.4,6.53,20784,20759,20809,POINT (-85.730977 44.874798)
MN,2021/03/20,395,394,396,4.18,4.18,4.18,9460,9460,9460,POINT (-94.198308 46.349153)
MS,2021/03/20,314,314,314,4.06,4.06,4.06,7728,7728,7728,POINT (-89.65344 32.713378)
MT,2021/03/20,47,46,48,1.64,1.64,1.64,2859,2859,2859,POINT (-109.645127 47.033521)
ND,2021/03/20,83,83,83,4.22,3.97,4.46,1969,1957,1981,POINT (-100.46931 47.446305)
NJ,2021/03/20,1987,1987,1987,9.82,9.82,9.82,20226,20226,20226,POINT (-74.655514 40.110253)
NV,2021/03/20,306,306,306,4.16,4.16,4.16,7534,7534,7534,POINT (-114.916992 39.283294)
NY,2021/03/20,5101,5099,5103,10.59,10.59,10.59,48173,48151,48195,POINT (-75.59655 42.921241)
SC,2021/03/20,509,509,509,5.19,5.19,5.19,9816,9816,9816,POINT (-80.864614 33.878572)
UT,2021/03/20,160,159,160,3.01,3.01,3.01,5296,5296,5296,POINT (-111.678222 39.323779)
AK,2021/03/21,45,45,45,3.12,3.12,3.12,1442,1442,1442,POINT (-151.631889 63.631126)
AL,2021/03/21,492,492,492,3.56,3.56,3.56,13829,13829,13829,POINT (-86.844516 32.756889)
AR,2021/03/21,224,224,224,3,3,3,7466,7466,7466,POINT (-92.439162 34.899825)
AZ,2021/03/21,601,601,601,4.34,4.31,4.37,13858,13849,13866,POINT (-111.664616 34.293239)
CA,2021/03/21,2969,2969,2969,5.06,5.06,5.06,58632,58632,58632,POINT (-119.662127 37.211164)
CO,2021/03/21,390,390,390,3.84,3.84,3.84,10156,10156,10156,POINT (-105.547832 38.998552)
CT,2021/03/21,452,452,452,5.81,5.81,5.81,7774,7774,7774,POINT (-72.738288 41.575155)
DC,2021/03/21,171,171,171,6.35,6.35,6.35,2693,2693,2693,POINT (-77.016275 38.904785)
DE,2021/03/21,125,125,125,4.82,4.82,4.82,2593,2593,2593,POINT (-75.452394 38.994926)
FL,2021/03/21,3232,3232,3232,6.31,6.31,6.31,52168,52168,52168,POINT (-82.420978 28.260731)
GA,2021/03/21,1304,1301,1306,6.78,6.62,6.94,19229,19183,19275,POINT (-83.426574 32.638481)
HI,2021/03/21,38,38,38,1.54,1.54,1.54,2469,2469,2469,POINT (-157.854309 21.361013)
IA,2021/03/21,181,181,181,2.38,2.38,2.38,7702,7702,7702,POINT (-93.500061 42.074659)
ID,2021/03/21,151,151,151,4.68,4.68,4.68,3224,3224,3224,POINT (-114.659366 44.389073)
IL,2021/03/21,1232,1231,1232,4.28,4.28,4.28,28747,28747,28747,POINT (-89.148632 40.124144)
IN,2021/03/21,546,536,555,3.24,3.24,3.24,16843,16843,16843,POINT (-86.2818 39.919991)
KS,2021/03/21,184,184,184,2.36,2.36,2.36,7784,7784,7784,POINT (-98.38018 38.484729)
KY,2021/03/21,446,446,446,3.62,3.62,3.62,12312,12312,12312,POINT (-85.290484 37.526683)
LA,2021/03/21,360,360,360,2.94,2.94,2.94,12468,12468,12468,POINT (-91.840238 30.921314)
