state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-22,"45,924","45,847","46,001",6.26,6.18,6.34,"731,117","729,270","732,964"
CW,2020-10-23,"46,383","46,232","46,534",6.31,6.13,6.49,"735,006","733,167","736,844"
CW,2020-10-24,"46,337","46,136","46,538",6.31,6.07,6.55,"735,549","733,618","737,480"
CW,2020-10-25,"46,979","46,821","47,136",6.41,6.22,6.61,"733,444","731,565","735,323"
CW,2020-10-26,"48,641","48,561","48,720",6.64,6.51,6.77,"733,655","731,893","735,416"
CW,2020-10-27,"50,233","50,094","50,371",6.84,6.66,7.02,"735,400","733,668","737,133"
CW,2020-10-28,"51,011","50,830","51,192",7.01,6.78,7.23,"728,551","726,640","730,461"
CW,2020-10-29,"51,709","51,519","51,898",7.15,6.85,7.44,"724,119","721,047","727,191"
CW,2020-10-30,"52,474","52,289","52,658",7.37,7.15,7.59,"713,659","712,105","715,212"
CW,2020-10-31,"52,712","52,509","52,916",7.45,7.19,7.71,"710,205","708,064","712,346"
CW,2020-11-01,"53,336","53,172","53,500",7.56,7.35,7.78,"707,864","706,076","709,652"
CW,2020-11-02,"55,690","55,602","55,778",7.87,7.73,8.01,"710,568","709,079","712,056"
CW,2020-11-03,"57,594","57,503","57,685",8.10,7.96,8.25,"713,294","711,804","714,784"
CW,2020-11-04,"59,060","58,969","59,150",8.28,8.12,8.43,"716,144","714,473","717,815"
CW,2020-11-05,"60,172","60,088","60,256",8.45,8.31,8.58,"715,568","713,975","717,162"
CW,2020-11-06,"61,352","61,284","61,420",8.61,8.50,8.73,"715,708","714,221","717,196"
CW,2020-11-07,"62,537","62,407","62,667",8.82,8.65,8.98,"712,446","710,845","714,047"
CW,2020-11-08,"64,182","64,073","64,291",9.08,8.93,9.24,"709,977","708,304","711,651"
CW,2020-11-09,"67,127","67,045","67,208",9.50,9.38,9.62,"709,854","708,410","711,299"
CW,2020-11-10,"71,190","71,141","71,240",10.01,9.94,10.09,"714,453","713,275","715,631"
CW,2020-11-11,"72,840","72,711","72,969",10.22,10.10,10.34,"716,080","714,933","717,227"
CW,2020-11-12,"74,276","74,219","74,332",10.44,10.36,10.51,"715,175","713,976","716,373"
CW,2020-11-13,"75,172","75,091","75,253",10.55,10.44,10.65,"716,294","714,953","717,635"
CW,2020-11-14,"75,963","75,905","76,021",10.68,10.60,10.75,"714,865","713,640","716,089"
CW,2020-11-15,"78,076","78,008","78,144",11.04,10.94,11.13,"710,965","709,657","712,273"
CW,2020-11-16,"82,196","82,151","82,241",11.57,11.51,11.63,"713,749","712,578","714,919"
