state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/26,57503,57395,57611,69.27,69.07,69.47,83014,82869,83159,
CW,2021/04/27,59980,59879,60081,71.86,71.51,72.2,83470,83341,83600,
CW,2021/04/28,60982,60892,61072,72.59,72.28,72.9,84014,83888,84140,
CW,2021/04/29,60389,60295,60484,72.22,71.89,72.55,83613,83482,83744,
CW,2021/04/30,60259,60164,60354,72.01,71.68,72.33,83685,83558,83812,
CW,2021/05/01,58583,58489,58677,70.26,69.95,70.58,83377,83254,83500,
CW,2021/05/02,56906,56824,56988,68.4,68.13,68.67,83198,83088,83307,
CW,2021/05/03,57261,57181,57341,68.99,68.74,69.24,83002,82902,83102,
CW,2021/05/04,59679,59573,59785,71.52,71.02,72.01,83449,83236,83661,
CW,2021/05/05,60264,60172,60355,72.09,71.8,72.37,83599,83496,83701,
CW,2021/05/06,60036,59933,60139,71.59,71.24,71.94,83862,83732,83993,
CW,2021/05/07,59512,59418,59606,71.27,70.94,71.6,83501,83374,83628,
CW,2021/05/08,57934,57830,58037,69.57,69.2,69.94,83274,83137,83412,
CW,2021/05/09,56641,56525,56757,68,67.54,68.46,83294,83139,83450,
CW,2021/05/10,56405,56297,56513,68.03,67.61,68.46,82908,82765,83051,
CW,2021/05/11,58730,58616,58845,70.44,69.99,70.89,83374,83220,83527,
CW,2021/05/12,59333,59202,59463,71.06,70.57,71.55,83497,83339,83655,
CW,2021/05/13,58856,58744,58968,70.65,70.35,70.95,83307,83152,83462,
CW,2021/05/14,58160,58044,58276,69.88,69.59,70.18,83227,83076,83378,
CW,2021/05/15,56997,56874,57121,68.79,68.47,69.11,82857,82697,83017,
CW,2021/05/16,55615,55497,55732,67.28,67,67.55,82664,82515,82812,
CW,2021/05/17,55949,55849,56049,67.69,67.52,67.86,82654,82518,82789,
CW,2021/05/18,58321,58222,58420,70.12,69.95,70.3,83169,83030,83309,
CW,2021/05/19,59128,59009,59247,71.03,70.77,71.29,83244,83103,83386,
CW,2021/05/20,58912,58787,59036,70.92,70.63,71.2,83073,82925,83221,
CW,2021/05/21,58342,58228,58455,70.15,69.87,70.42,83176,83013,83339,
CW,2021/05/22,57182,57062,57301,69.2,68.91,69.48,82640,82482,82799,
CW,2021/05/23,55151,55024,55278,67.1,66.82,67.38,82194,82024,82364,
CW,2021/05/24,55555,55401,55709,67.68,67.21,68.15,82089,81870,82308,
CW,2021/05/25,57950,57792,58107,70.08,69.58,70.58,82696,82464,82928,
CW,2021/05/26,58551,58167,58935,70.24,68.85,71.63,83362,82885,83839,
AK,2021/04/26,100,100,100,72.46,72.46,72.46,138,138,138,POINT (-151.631889 63.631126)
AL,2021/04/26,1251,1251,1251,78.48,78.48,78.48,1594,1594,1594,POINT (-86.844516 32.756889)
AR,2021/04/26,660,660,660,66.2,66.2,66.2,997,997,997,POINT (-92.439162 34.899825)
CA,2021/04/26,4624,4624,4624,68,68,68,6800,6800,6800,POINT (-119.662127 37.211164)
CT,2021/04/26,561,561,561,54.47,54.47,54.47,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/26,247,247,247,77.43,77.43,77.43,319,319,319,POINT (-77.016275 38.904785)
DE,2021/04/26,154,154,154,82.8,82.8,82.8,186,186,186,POINT (-75.452394 38.994926)
GA,2021/04/26,2067,2067,2067,75.36,75.36,75.36,2743,2743,2743,POINT (-83.426574 32.638481)
ID,2021/04/26,201,201,201,67.22,67.22,67.22,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/26,1450,1450,1450,66.82,66.82,66.82,2170,2170,2170,POINT (-86.2818 39.919991)
KS,2021/04/26,552,552,552,70.05,70.05,70.05,788,788,788,POINT (-98.38018 38.484729)
LA,2021/04/26,1047,1047,1047,59.62,59.62,59.62,1756,1756,1756,POINT (-91.840238 30.921314)
MD,2021/04/26,969,969,969,76.12,76.12,76.12,1273,1273,1273,POINT (-76.687282 38.946466)
MI,2021/04/26,2229,2229,2229,83.2,83.2,83.2,2679,2679,2679,POINT (-85.730977 44.874798)
AK,2021/04/27,96,96,96,69.57,69.57,69.57,138,138,138,POINT (-151.631889 63.631126)
AL,2021/04/27,1300,1300,1300,81.71,81.71,81.71,1591,1588,1594,POINT (-86.844516 32.756889)
AR,2021/04/27,699,699,699,69.48,69.48,69.48,1006,1006,1006,POINT (-92.439162 34.899825)
CA,2021/04/27,4734,4733,4735,69.65,69.65,69.65,6797,6797,6797,POINT (-119.662127 37.211164)
CT,2021/04/27,582,580,583,56.46,56.46,56.46,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/27,259,259,259,78.25,78.25,78.25,331,331,331,POINT (-77.016275 38.904785)
DE,2021/04/27,153,153,153,80.53,80.53,80.53,190,190,190,POINT (-75.452394 38.994926)
GA,2021/04/27,2146,2123,2168,78.39,78.39,78.39,2737,2737,2737,POINT (-83.426574 32.638481)
ID,2021/04/27,198,198,198,65.56,65.56,65.56,302,302,302,POINT (-114.659366 44.389073)
IN,2021/04/27,1520,1520,1520,69.89,69.89,69.89,2175,2175,2175,POINT (-86.2818 39.919991)
KS,2021/04/27,601,600,602,75.98,75.98,75.98,791,791,791,POINT (-98.38018 38.484729)
LA,2021/04/27,1099,1099,1099,62.91,62.91,62.91,1747,1747,1747,POINT (-91.840238 30.921314)
MD,2021/04/27,1010,1000,1020,78.05,78.05,78.05,1294,1294,1294,POINT (-76.687282 38.946466)
MI,2021/04/27,2229,2216,2242,84.77,83.4,86.14,2630,2617,2642,POINT (-85.730977 44.874798)
AK,2021/04/28,94,94,94,72.31,72.31,72.31,130,130,130,POINT (-151.631889 63.631126)
AL,2021/04/28,1328,1326,1330,83.42,83.42,83.42,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/04/28,705,705,705,69.73,69.73,69.73,1011,1011,1011,POINT (-92.439162 34.899825)
CA,2021/04/28,4781,4781,4781,70.01,70.01,70.01,6829,6829,6829,POINT (-119.662127 37.211164)
