state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/05/01,58536,58447,58625,70.21,69.91,70.51,83374,83251,83497,
CW,2021/05/02,56904,56824,56983,68.4,68.13,68.66,83197,83084,83310,
CW,2021/05/03,57255,57179,57332,68.98,68.74,69.22,83002,82898,83106,
CW,2021/05/04,59674,59573,59775,71.51,71.03,71.99,83449,83239,83659,
CW,2021/05/05,60264,60178,60349,72.09,71.82,72.35,83599,83496,83702,
CW,2021/05/06,60028,59933,60124,71.58,71.25,71.91,83862,83734,83991,
CW,2021/05/07,59504,59417,59591,71.26,70.95,71.57,83501,83374,83628,
CW,2021/05/08,57926,57830,58021,69.56,69.22,69.9,83274,83141,83408,
CW,2021/05/09,56633,56527,56739,67.99,67.57,68.41,83294,83146,83443,
CW,2021/05/10,56397,56299,56495,68.02,67.64,68.41,82908,82771,83045,
CW,2021/05/11,58722,58618,58826,70.43,70.02,70.84,83374,83229,83518,
CW,2021/05/12,59318,59198,59439,71.04,70.59,71.49,83497,83348,83646,
CW,2021/05/13,58851,58749,58954,70.64,70.37,70.92,83307,83159,83455,
CW,2021/05/14,58158,58051,58265,69.88,69.6,70.16,83227,83082,83372,
CW,2021/05/15,56993,56881,57105,68.79,68.48,69.09,82857,82707,83006,
CW,2021/05/16,55615,55508,55721,67.28,67.02,67.54,82664,82526,82801,
CW,2021/05/17,55949,55853,56045,67.69,67.53,67.85,82654,82518,82789,
CW,2021/05/18,58321,58226,58415,70.12,69.96,70.29,83169,83031,83308,
CW,2021/05/19,59130,59015,59244,71,70.75,71.25,83284,83145,83424,
CW,2021/05/20,58912,58795,59030,70.89,70.61,71.16,83113,82970,83256,
CW,2021/05/21,58346,58239,58453,70.12,69.86,70.37,83216,83058,83374,
CW,2021/05/22,57175,57062,57287,69.15,68.91,69.4,82680,82526,82835,
CW,2021/05/23,55156,55036,55275,67.07,66.82,67.31,82244,82080,82408,
CW,2021/05/24,55569,55435,55703,67.65,67.3,67.99,82150,81961,82338,
CW,2021/05/25,57942,57821,58062,70.05,69.81,70.29,82719,82552,82887,
CW,2021/05/26,58563,58441,58685,70.66,70.4,70.93,82879,82706,83052,
CW,2021/05/27,58528,58403,58653,70.55,70.24,70.85,82967,82778,83156,
CW,2021/05/28,57639,57479,57798,69.73,69.25,70.21,82658,82436,82881,
CW,2021/05/29,56180,55872,56488,68.33,67.15,69.5,82224,81793,82654,
CW,2021/05/30,54598,54226,54969,66.35,64.91,67.79,82296,81783,82810,
CW,2021/05/31,53740,53209,54271,65.22,63.17,67.26,82406,81712,83100,
