state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/29,60352,60256,60448,72.22,71.9,72.55,83563,83432,83694,
CW,2021/04/30,60260,60164,60356,72.01,71.69,72.33,83685,83557,83813,
CW,2021/05/01,58584,58488,58680,70.26,69.94,70.59,83377,83251,83503,
CW,2021/05/02,56906,56822,56990,68.4,68.13,68.67,83198,83086,83309,
CW,2021/05/03,57256,57174,57337,68.98,68.73,69.24,83002,82901,83103,
CW,2021/05/04,59674,59566,59782,71.51,71,72.02,83449,83230,83667,
CW,2021/05/05,60264,60171,60356,72.09,71.8,72.37,83599,83496,83701,
CW,2021/05/06,60036,59932,60140,71.59,71.23,71.95,83862,83730,83994,
CW,2021/05/07,59512,59419,59605,71.27,70.94,71.6,83501,83374,83628,
CW,2021/05/08,57934,57829,58038,69.57,69.2,69.94,83274,83136,83413,
CW,2021/05/09,56641,56525,56757,68,67.54,68.46,83294,83139,83450,
CW,2021/05/10,56405,56297,56513,68.03,67.61,68.46,82908,82764,83052,
CW,2021/05/11,58730,58615,58846,70.44,69.99,70.9,83374,83219,83528,
CW,2021/05/12,59333,59201,59465,71.06,70.57,71.55,83497,83339,83655,
CW,2021/05/13,58856,58743,58969,70.65,70.35,70.95,83307,83150,83464,
CW,2021/05/14,58158,58041,58274,69.88,69.58,70.18,83227,83075,83379,
CW,2021/05/15,56993,56871,57115,68.79,68.46,69.11,82857,82699,83014,
CW,2021/05/16,55615,55497,55732,67.28,67,67.56,82664,82516,82811,
CW,2021/05/17,55949,55850,56048,67.69,67.52,67.86,82654,82519,82788,
CW,2021/05/18,58321,58222,58420,70.12,69.95,70.3,83169,83029,83309,
CW,2021/05/19,59130,59006,59253,71.03,70.77,71.3,83244,83097,83392,
CW,2021/05/20,58912,58785,59040,70.92,70.63,71.21,83073,82921,83225,
CW,2021/05/21,58346,58230,58462,70.15,69.88,70.42,83176,83009,83343,
CW,2021/05/22,57175,57054,57295,69.19,68.92,69.45,82640,82479,82802,
CW,2021/05/23,55156,55027,55284,67.1,66.85,67.35,82204,82032,82376,
CW,2021/05/24,55557,55415,55700,67.68,67.31,68.05,82089,81891,82287,
CW,2021/05/25,57942,57814,58069,70.08,69.83,70.34,82679,82505,82854,
CW,2021/05/26,58566,58411,58721,70.67,70.31,71.03,82877,82662,83091,
CW,2021/05/27,58505,58333,58678,70.52,70.05,71,82963,82720,83205,
CW,2021/05/28,57620,57266,57973,69.27,68.02,70.52,83184,82745,83622,
CW,2021/05/29,56421,55831,57011,68.16,65.92,70.4,82786,82026,83546,
CT,2021/04/29,571,571,571,55.44,55.44,55.44,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/29,281,281,281,85.93,85.93,85.93,327,327,327,POINT (-77.016275 38.904785)
CT,2021/04/30,579,579,579,56.21,56.21,56.21,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/30,275,275,275,82.83,82.83,82.83,332,332,332,POINT (-77.016275 38.904785)
CT,2021/05/01,562,560,563,54.51,54.51,54.51,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/01,277,277,277,83.18,83.18,83.18,333,333,333,POINT (-77.016275 38.904785)
CT,2021/05/02,539,539,539,52.33,52.33,52.33,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/02,253,253,253,78.33,78.33,78.33,323,323,323,POINT (-77.016275 38.904785)
CT,2021/05/03,557,557,557,54.08,54.08,54.08,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/03,259,259,259,81.19,81.19,81.19,319,319,319,POINT (-77.016275 38.904785)
CT,2021/05/04,578,578,578,56.12,56.12,56.12,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/04,265,265,265,80.79,80.79,80.79,328,328,328,POINT (-77.016275 38.904785)
CT,2021/05/05,592,592,592,57.48,57.48,57.48,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/05,257,257,257,78.35,78.35,78.35,328,328,328,POINT (-77.016275 38.904785)
CT,2021/05/06,581,581,581,56.41,56.41,56.41,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/06,257,257,257,81.07,81.07,81.07,317,317,317,POINT (-77.016275 38.904785)
CT,2021/05/07,572,572,572,55.53,55.53,55.53,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/07,259,259,259,78.48,78.48,78.48,330,330,330,POINT (-77.016275 38.904785)
CT,2021/05/08,567,567,567,55.05,55.05,55.05,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/08,263,263,263,80.43,80.43,80.43,327,327,327,POINT (-77.016275 38.904785)
CT,2021/05/09,559,559,559,54.27,54.27,54.27,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/09,248,248,248,80.78,80.78,80.78,307,307,307,POINT (-77.016275 38.904785)
