state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/08,60025,60012,60038,71.69,71.64,71.74,83727,83711,83743,
CW,2021/04/09,59977,59960,59994,71.61,71.55,71.67,83754,83734,83773,
CW,2021/04/10,58667,58627,58707,70.22,70.09,70.34,83552,83522,83582,
CW,2021/04/11,57316,57234,57398,68.7,68.39,69.01,83432,83333,83531,
CW,2021/04/12,57585,57535,57636,69.1,68.91,69.3,83334,83269,83400,
CW,2021/04/13,59982,59919,60046,71.65,71.41,71.9,83712,83627,83797,
CW,2021/04/14,60737,60650,60825,72.4,72.07,72.74,83890,83775,84004,
CW,2021/04/15,60614,60530,60698,72.35,72.02,72.68,83779,83667,83891,
CW,2021/04/16,60494,60414,60573,72.2,71.88,72.51,83788,83679,83896,
CW,2021/04/17,59358,59260,59457,70.98,70.61,71.36,83624,83501,83748,
CW,2021/04/18,57469,57370,57567,69.03,68.67,69.4,83246,83129,83364,
CW,2021/04/19,57437,57345,57528,69.03,68.89,69.17,83204,83081,83328,
CW,2021/04/20,60273,60176,60369,72.1,71.95,72.25,83600,83471,83729,
CW,2021/04/21,60623,60523,60723,72.57,72.4,72.75,83534,83397,83672,
CW,2021/04/22,60592,60491,60693,72.63,72.47,72.8,83423,83287,83558,
CW,2021/04/23,60201,60103,60299,72.15,72,72.29,83441,83308,83574,
CW,2021/04/24,58746,58642,58851,70.52,70.26,70.78,83304,83140,83468,
CW,2021/04/25,57380,57291,57469,69.07,69.01,69.13,83074,82952,83196,
CW,2021/04/26,57570,57469,57671,69.36,69.17,69.55,83004,82875,83134,
CW,2021/04/27,59979,59887,60070,71.87,71.53,72.21,83456,83342,83571,
CW,2021/04/28,60979,60898,61060,72.59,72.27,72.9,84008,83895,84120,
CW,2021/04/29,60380,60296,60464,72.22,71.89,72.55,83607,83490,83724,
CW,2021/04/30,60246,60161,60332,72,71.67,72.32,83679,83565,83793,
CW,2021/05/01,58570,58488,58652,70.26,69.95,70.57,83363,83255,83470,
CW,2021/05/02,56903,56809,56998,68.4,68.03,68.76,83198,83071,83324,
CW,2021/05/03,57223,57156,57289,68.97,68.72,69.22,82969,82881,83057,
CW,2021/05/04,59659,59564,59754,71.52,71.04,72,83418,83219,83616,
CW,2021/05/05,60253,60152,60354,72.09,71.73,72.46,83574,83455,83694,
CW,2021/05/06,60028,59876,60181,71.58,71.01,72.15,83861,83673,84048,
CW,2021/05/07,59412,59148,59675,70.79,69.8,71.78,83929,83600,84258,
CW,2021/05/08,58322,57816,58828,69.66,67.73,71.59,83723,83079,84367,
AK,2021/04/08,100,100,100,71.94,71.94,71.94,139,139,139,POINT (-151.631889 63.631126)
AL,2021/04/08,1309,1309,1309,82.53,82.53,82.53,1586,1586,1586,POINT (-86.844516 32.756889)
AR,2021/04/08,683,683,683,68.3,68.3,68.3,1000,1000,1000,POINT (-92.439162 34.899825)
CA,2021/04/08,4805,4805,4805,70.23,70.23,70.23,6842,6836,6848,POINT (-119.662127 37.211164)
CT,2021/04/08,592,592,592,57.14,57.14,57.14,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/08,262,262,262,80.62,80.62,80.62,325,325,325,POINT (-77.016275 38.904785)
DE,2021/04/08,156,156,156,83.87,83.87,83.87,186,186,186,POINT (-75.452394 38.994926)
GA,2021/04/08,2170,2168,2172,77.81,77.6,78.01,2789,2787,2791,POINT (-83.426574 32.638481)
ID,2021/04/08,208,208,208,68.87,68.87,68.87,302,302,302,POINT (-114.659366 44.389073)
IN,2021/04/08,1489,1489,1489,67.5,67.5,67.5,2206,2203,2209,POINT (-86.2818 39.919991)
KS,2021/04/08,573,573,573,72.72,72.72,72.72,788,788,788,POINT (-98.38018 38.484729)
LA,2021/04/08,1126,1126,1126,64.45,64.45,64.45,1747,1747,1747,POINT (-91.840238 30.921314)
MD,2021/04/08,1029,1029,1029,80.33,80.33,80.33,1281,1281,1281,POINT (-76.687282 38.946466)
MI,2021/04/08,2137,2137,2137,84,84,84,2544,2544,2544,POINT (-85.730977 44.874798)
