state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-25,"35,132","35,033","35,231",4.82,4.67,4.96,"715,763","710,401","721,125"
CW,2020-09-26,"34,820","34,712","34,929",4.80,4.65,4.95,"712,786","707,440","718,132"
CW,2020-09-27,"34,719","34,613","34,826",4.80,4.65,4.95,"711,064","705,701","716,427"
CW,2020-09-28,"35,724","35,642","35,806",4.94,4.82,5.07,"710,477","705,193","715,760"
CW,2020-09-29,"36,895","36,812","36,977",5.08,4.96,5.21,"714,036","708,798","719,274"
CW,2020-09-30,"36,428","36,369","36,486",5.00,4.92,5.09,"716,075","711,018","721,132"
CW,2020-10-01,"36,289","36,184","36,395",4.99,4.67,5.31,"718,836","713,673","723,999"
CW,2020-10-02,"35,985","35,875","36,094",4.95,4.64,5.27,"718,814","713,856","723,773"
CW,2020-10-03,"35,909","35,803","36,015",4.95,4.63,5.27,"717,409","712,415","722,403"
CW,2020-10-04,"36,673","36,560","36,787",5.08,4.75,5.40,"714,369","709,364","719,375"
CW,2020-10-05,"38,120","38,025","38,215",5.27,4.98,5.57,"715,987","711,354","720,619"
CW,2020-10-06,"39,940","39,853","40,027",5.49,5.22,5.77,"720,225","715,951","724,499"
CW,2020-10-07,"40,243","40,148","40,337",5.52,5.29,5.75,"724,109","720,535","727,684"
CW,2020-10-08,"40,412","40,288","40,535",5.53,5.35,5.71,"725,266","722,922","727,610"
CW,2020-10-09,"40,308","40,228","40,388",5.49,5.37,5.61,"729,215","727,241","731,189"
CW,2020-10-10,"39,850","39,729","39,972",5.44,5.24,5.63,"729,152","726,783","731,522"
CW,2020-10-11,"40,134","39,985","40,284",5.49,5.25,5.73,"726,879","724,107","729,652"
CW,2020-10-12,"41,531","41,384","41,677",5.68,5.46,5.91,"729,190","726,862","731,518"
CW,2020-10-13,"42,829","42,674","42,984",5.84,5.60,6.08,"733,578","731,042","736,114"
CW,2020-10-14,"42,640","42,471","42,809",5.80,5.54,6.06,"735,428","732,760","738,096"
CW,2020-10-15,"42,723","42,572","42,873",5.81,5.57,6.06,"734,660","731,988","737,331"
CW,2020-10-16,"42,900","42,741","43,059",5.84,5.60,6.09,"734,295","731,762","736,827"
CW,2020-10-17,"42,321","42,152","42,491",5.79,5.52,6.05,"731,721","729,056","734,386"
CW,2020-10-18,"42,394","42,231","42,558",5.81,5.57,6.05,"729,838","727,539","732,136"
CW,2020-10-19,"40,988","40,855","41,120",5.60,5.40,5.79,"732,106","730,252","733,959"
CW,2020-10-20,"41,951","41,841","42,061",5.70,5.56,5.83,"736,470","735,669","737,271"
CW,2020-10-21,"42,436","42,346","42,525",5.74,5.63,5.86,"738,671","737,662","739,679"
CW,2020-10-22,"42,133","42,041","42,225",5.69,5.57,5.82,"739,971","738,778","741,164"
CW,2020-10-23,"41,490","41,301","41,680",5.62,5.37,5.87,"738,057","735,858","740,257"
CW,2020-10-24,"41,334","41,061","41,607",5.53,5.14,5.91,"748,330","744,575","752,085"
CW,2020-10-25,"41,834","41,513","42,155",5.59,5.12,6.05,"749,368","744,624","754,112"
DC,2020-09-25,144,144,144,5.00,5.00,5.00,"2,880","2,880","2,880"
DC,2020-09-26,144,144,144,5.14,5.14,5.14,"2,802","2,802","2,802"
