state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1,23,0,1,23,0,0,24,1675,24,947,24,42,24,3,24,3,24,0,24,1,24,87,24,10,24,10,24,41,24,38,24,1,24,0,24,128,24,0.5653731343283582,24,947,1675,0.044350580781414996,24,42,947,0.02507462686567164,24,42,1675,0.078125,24,10,128,0.6796875,24,87,128,2021-01-26
AL,33,73,11,34,71,12,14,111,15501,117,11546,117,2171,111,231,113,109,111,6,111,10,111,1440,117,614,111,600,113,2146,111,1984,113,25,111,15,111,1642,117,0.7448551706341526,117,11546,15501,0.19507592775631233,111,2171,11129,0.14555816292323165,111,2171,14915,0.38423028785982477,111,614,1598,0.876979293544458,117,1440,1642,2021-01-26
AR,15,94,2,17,92,2,19,109,9364,111,6457,111,1026,109,108,111,208,109,2,109,9,109,786,111,272,109,246,111,1009,109,868,111,17,109,3,109,1063,111,0.6895557454079453,111,6457,9364,0.15931677018633542,109,1026,6440,0.11005041295720262,109,1026,9323,0.26003824091778205,109,272,1046,0.7394167450611477,111,786,1063,2021-01-26
AZ,29,94,3,30,93,3,68,123,17697,126,13255,126,3840,123,417,126,219,123,3,123,3,123,1677,126,895,123,849,126,3787,123,3343,126,53,123,38,123,2379,126,0.7489970051421145,126,13255,17697,0.294478527607362,123,3840,13040,0.22161943787153,123,3840,17327,0.3896386591205921,123,895,2297,0.7049180327868853,126,1677,2379,2021-01-26
CA,153,247,14,165,235,14,93,406,66746,414,53011,414,15282,404,1439,414,553,406,15,404,17,404,7542,412,3926,404,3874,412,15128,404,14528,412,154,404,133,404,8576,412,0.7942198783447697,414,53011,66746,0.29157444859955733,404,15282,52412,0.232362243036127,404,15282,65768,0.47181829107078477,404,3926,8321,0.8794309701492538,412,7542,8576,2021-01-26
CO,4,74,13,5,73,13,7,89,9794,91,6774,91,557,89,80,91,64,89,4,89,11,89,674,91,140,89,145,91,530,89,481,91,27,89,18,89,1067,91,0.6916479477230958,91,6774,9794,0.08335827596527985,89,557,6682,0.057523494784674174,89,557,9683,0.13539651837524178,89,140,1034,0.6316776007497656,91,674,1067,2021-01-26
CT,4,34,1,4,34,1,23,38,8177,39,6540,39,1101,38,129,39,59,38,0,38,0,38,666,39,192,38,187,39,1095,38,978,39,6,38,4,38,1071,39,0.7998043292160939,39,6540,8177,0.16985498302992905,38,1101,6482,0.13619495299356754,38,1101,8084,0.18303145853193517,38,192,1049,0.6218487394957983,39,666,1071,2021-01-26
DC,0,13,1,0,13,1,6,13,3506,14,2716,14,360,13,31,14,86,13,1,13,9,13,281,14,78,13,75,14,329,13,281,14,31,13,9,13,346,14,0.7746719908727895,14,2716,3506,0.13651877133105803,13,360,2637,0.10657193605683836,13,360,3378,0.23708206686930092,13,78,329,0.8121387283236994,14,281,346,2021-01-26
DE,1,14,1,1,14,1,3,15,3318,16,2461,16,345,15,33,16,41,15,2,15,0,15,176,16,42,15,42,16,339,15,305,16,6,15,3,15,201,16,0.741711874623267,16,2461,3318,0.14145141451414514,15,345,2439,0.1050228310502283,15,345,3285,0.21761658031088082,15,42,193,0.8756218905472637,16,176,201,2021-01-26
FL,11,243,15,30,224,15,117,263,58277,269,45924,269,6890,263,874,269,290,263,15,263,9,263,5467,269,1394,263,1363,269,6829,263,6380,269,61,263,45,263,6456,269,0.7880295828542992,269,45924,58277,0.1525011066843736,263,6890,45180,0.12029261309076941,263,6890,57277,0.22346906059634497,263,1394,6238,0.8468091697645601,269,5467,6456,2021-01-26
