state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/11,41002,40994,41010,5.86,5.85,5.87,702723,702625,702821,
CW,2021/03/12,40679,40650,40707,5.82,5.79,5.86,701901,701761,702041,
CW,2021/03/13,39595,39563,39627,5.69,5.65,5.73,698925,698753,699097,
CW,2021/03/14,39223,39207,39240,5.67,5.64,5.69,695259,694974,695543,
CW,2021/03/15,39945,39921,39969,5.77,5.73,5.8,695718,695412,696025,
CW,2021/03/16,40282,40261,40302,5.78,5.75,5.81,700143,700007,700279,
CW,2021/03/17,39767,39749,39784,5.69,5.67,5.72,701680,701508,701853,
CW,2021/03/18,39371,39350,39393,5.63,5.61,5.66,702118,701997,702239,
CW,2021/03/19,39110,39089,39131,5.6,5.56,5.63,701903,701502,702304,
CW,2021/03/20,37916,37908,37925,5.46,5.44,5.47,697820,697611,698028,
CW,2021/03/21,37905,37892,37918,5.48,5.45,5.5,694944,694668,695220,
CW,2021/03/22,38963,38934,38993,5.63,5.59,5.66,695608,695546,695671,
CW,2021/03/23,39551,39536,39566,5.67,5.65,5.7,700204,700009,700400,
CW,2021/03/24,39462,39435,39488,5.64,5.6,5.69,702144,701742,702547,
CW,2021/03/25,39386,39342,39430,5.63,5.57,5.68,702914,702691,703136,
CW,2021/03/26,39424,39409,39439,5.64,5.62,5.67,701518,701362,701675,
CW,2021/03/27,38848,38793,38903,5.58,5.51,5.65,698962,698793,699131,
CW,2021/03/28,39122,39107,39137,5.65,5.63,5.67,695173,695005,695341,
CW,2021/03/29,40164,40146,40181,5.8,5.78,5.82,695464,695289,695639,
CW,2021/03/30,40643,40616,40670,5.83,5.79,5.87,700097,699657,700538,
CW,2021/03/31,40456,40443,40470,5.79,5.77,5.81,701841,701662,702020,
CW,2021/04/01,40319,40298,40340,5.77,5.74,5.81,701222,700869,701576,
CW,2021/04/02,40039,39994,40084,5.75,5.69,5.81,698941,698567,699315,
CW,2021/04/03,39654,39631,39677,5.72,5.66,5.79,695723,694876,696570,
CW,2021/04/04,40124,40060,40187,5.82,5.71,5.93,692293,691228,693359,
CW,2021/04/05,41553,41519,41586,6.02,5.97,6.07,693072,692686,693457,
CW,2021/04/06,42759,42739,42779,6.15,6.11,6.19,698516,698107,698924,
CW,2021/04/07,42965,42934,42996,6.16,6.11,6.21,700234,699697,700770,
CW,2021/04/08,42925,42883,42967,6.16,6.09,6.24,699702,698888,700515,
CW,2021/04/09,42912,42616,43208,6.18,5.78,6.58,697386,694541,700230,
CW,2021/04/10,42596,42048,43144,6.17,5.4,6.94,693098,687124,699072,
AL,2021/03/11,530,530,530,3.78,3.78,3.78,14013,14013,14013,POINT (-86.844516 32.756889)
AZ,2021/03/11,788,787,789,5.55,5.47,5.63,14214,14193,14235,POINT (-111.664616 34.293239)
CA,2021/03/11,3759,3759,3759,6.33,6.28,6.37,59430,59373,59487,POINT (-119.662127 37.211164)
CT,2021/03/11,447,447,447,5.75,5.75,5.75,7771,7771,7771,POINT (-72.738288 41.575155)
