state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-10-10,"57,503","57,172","57,834",70.09,69.41,70.77,"81,285","80,806","81,764"
CW,2020-10-11,"56,027","55,694","56,359",68.53,67.80,69.26,"80,968","80,494","81,442"
CW,2020-10-12,"56,471","56,168","56,775",68.40,67.63,69.18,"81,943","81,513","82,373"
CW,2020-10-13,"59,604","59,308","59,900",71.22,70.20,72.24,"83,187","82,766","83,607"
CW,2020-10-14,"60,081","59,793","60,369",71.79,70.77,72.82,"83,289","82,880","83,697"
CW,2020-10-15,"60,473","60,192","60,754",71.70,70.70,72.69,"83,684","83,287","84,081"
CW,2020-10-16,"60,472","60,208","60,735",71.53,70.60,72.47,"83,944","83,572","84,317"
CW,2020-10-17,"59,371","59,111","59,631",70.32,69.38,71.25,"83,847","83,478","84,215"
CW,2020-10-18,"57,824","57,572","58,075",68.67,67.75,69.58,"83,673","83,318","84,028"
CW,2020-10-19,"58,039","57,847","58,230",68.71,68.03,69.39,"83,962","83,674","84,250"
CW,2020-10-20,"60,672","60,538","60,805",71.37,70.85,71.89,"84,657","84,439","84,876"
CW,2020-10-21,"61,264","61,112","61,415",71.89,71.28,72.49,"84,881","84,646","85,117"
CW,2020-10-22,"61,055","60,942","61,168",71.56,71.10,72.01,"84,991","84,803","85,178"
CW,2020-10-23,"61,304","61,151","61,457",71.71,71.14,72.29,"85,158","84,945","85,371"
CW,2020-10-24,"59,979","59,809","60,149",70.39,69.74,71.03,"84,911","84,678","85,145"
CW,2020-10-25,"58,387","58,250","58,525",68.69,68.16,69.23,"84,698","84,494","84,902"
CW,2020-10-26,"58,102","58,012","58,191",68.41,68.06,68.77,"84,652","84,500","84,804"
CW,2020-10-27,"60,647","60,550","60,743",70.95,70.52,71.38,"85,201","85,016","85,386"
CW,2020-10-28,"61,584","61,425","61,742",72.09,71.47,72.70,"85,152","84,926","85,379"
CW,2020-10-29,"61,926","61,757","62,096",72.03,71.41,72.65,"85,690","85,470","85,909"
