state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,27,177,6,30,174,6,25,204,28023,210,22575,210,2084,204,191,210,301,204,4,203,17,203,2728,210,493,204,477,210,2016,204,1776,210,68,204,31,204,3462,210,0.805588266780859,210,22575,28023,0.093235504652827,204,2084,22352,0.075357078286024,204,2084,27655,0.14672619047619,204,493,3360,0.787983824378972,210,2728,3462,2021/08/26,,1,207,8,207,17,207,20,207,41,207,36,208,31,207,26,207,12,201,5,200,22,200,27,200,24,200,45,200,62,199,52,199,58,200,6,196,20,204
PR,0,9,56,0,9,56,13,64,9185,65,5725,65,495,64,12,65,18,64,1,64,10,64,456,65,117,64,82,65,464,64,428,65,31,64,6,64,650,65,0.623298856831791,65,5725,9185,0.088503486500983,64,495,5593,0.054981672775741,64,495,9003,0.188405797101449,64,117,621,0.701538461538462,65,456,650,2021/08/26,,1,65,0,65,1,65,1,65,1,65,4,65,1,65,1,65,2,65,0,64,0,64,1,64,2,64,4,64,3,64,4,64,4,64,0,64,11,64
RI,6,6,2,6,6,2,1,13,2401,14,2052,14,129,13,10,14,4,13,0,13,1,13,130,14,24,13,22,14,128,13,126,14,1,13,0,13,164,14,0.854643898375677,14,2052,2401,0.06437125748503,13,129,2004,0.055034129692833,13,129,2344,0.164383561643836,13,24,146,0.792682926829268,14,130,164,2021/08/26,,0,14,1,14,0,14,1,14,1,14,0,14,1,14,6,14,0,14,0,13,0,13,0,13,0,13,1,13,3,13,0,13,0,13,0,13,1,13
SC,21,47,5,21,47,5,10,71,10487,73,8443,73,2216,71,265,73,68,71,8,71,2,71,1067,73,527,71,534,73,2186,71,2164,73,30,71,27,71,1292,73,0.805092018689806,73,8443,10487,0.266538369016117,71,2216,8314,0.214957803860704,71,2216,10309,0.42261427425822,71,527,1247,0.825851393188854,73,1067,1292,2021/08/26,,0,73,18,73,25,73,38,73,55,73,57,73,43,73,25,73,4,68,0,71,3,71,5,71,10,71,7,71,11,71,18,71,8,71,6,66,31,71
SD,2,59,3,2,59,3,26,61,2639,64,1571,64,217,61,33,64,6,61,0,61,4,61,155,64,55,61,56,64,213,61,196,64,4,61,0,61,240,64,0.595301250473664,64,1571,2639,0.141092327698309,61,217,1538,0.084370139968896,61,217,2572,0.240174672489083,61,55,229,0.645833333333333,64,155,240,2021/08/26,,0,64,1,64,5,64,6,64,7,64,4,64,6,64,4,64,0,64,0,61,0,61,1,61,0,61,0,61,1,61,2,61,2,61,0,61,2,61
TN,18,78,44,39,57,44,30,97,20271,140,13397,128,3296,97,332,97,76,97,16,97,4,97,1814,138,911,97,887,97,3211,97,3045,97,85,97,79,97,2420,140,0.694829106374151,128,13397,19281,0.266321913380737,97,3296,12376,0.187924054963225,97,3296,17539,0.400263620386643,97,911,2276,0.759313520301381,138,1814,2389,2021/08/26,,3,97,16,97,37,97,51,97,58,97,71,97,43,97,29,97,24,97,1,97,8,97,10,97,12,97,6,97,14,97,10,97,10,97,5,97,43,97
TX,27,77,402,25,79,402,76,501,62195,506,49456,506,14496,501,1512,506,510,501,65,501,138,501,7077,506,3860,501,3837,506,14131,501,13642,506,365,501,277,501,7848,506,0.795176461130316,506,49456,62195,0.296660117878192,501,14496,48864,0.236164285365178,501,14496,61381,0.505434070970276,501,3860,7637,0.901758409785933,506,7077,7848,2021/08/26,,9,506,98,506,172,506,230,506,241,506,285,506,215,506,146,506,116,506,7,501,49,501,63,501,61,501,77,501,100,501,67,501,57,501,29,501,214,501
UT,0,45,9,1,44,9,1,53,5630,54,3265,54,485,53,74,54,0,53,4,53,0,53,443,54,171,53,173,54,476,53,460,54,9,53,0,53,626,54,0.579928952042629,54,3265,5630,0.150761579110973,53,485,3217,0.087167505391804,53,485,5564,0.277597402597403,53,171,616,0.707667731629393,54,443,626,2021/08/26,,1,54,7,54,11,54,16,54,12,54,13,54,7,54,7,54,0,54,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,1,53
VA,18,62,20,19,61,20,42,97,17463,100,12619,100,1780,97,184,100,191,97,8,97,22,97,1402,100,380,97,367,100,1736,97,1496,100,44,97,29,97,1952,100,0.722613525740136,100,12619,17463,0.142502601873349,97,1780,12491,0.103458297006684,97,1780,17205,0.201377848436672,97,380,1887,0.718237704918033,100,1402,1952,2021/08/26,,0,100,11,100,25,100,32,100,23,100,44,100,24,100,20,100,5,100,2,97,12,97,15,97,17,97,28,97,38,97,42,97,35,97,2,97,20,97
VI,2,0,0,2,0,0,1,2,168,2,98,2,17,2,0,2,0,2,0,2,0,2,14,2,8,2,8,2,17,2,17,2,0,2,0,2,20,2,0.583333333333333,2,98,168,0.173469387755102,2,17,98,0.101190476190476,2,17,168,0.4,2,8,20,0.7,2,14,20,2021/08/26,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
