fips,county,state,fema_region,date,cases_last_7_days,cases_per_100k_last_7_days,total_cases,cases_pct_change_from_prev_week,deaths_last_7_days,deaths_per_100k_last_7_days,total_deaths,deaths_pct_change_from_prev_week,test_positivity_rate_last_7_days,total_positive_tests_last_7_days,total_tests_last_7_days,total_tests_per_100k_last_7_days,test_positivity_rate_pct_change_from_prev_week,total_tests_pct_change_from_prev_week,confirmed_covid_hosp_last_7_days,confirmed_covid_hosp_per_100_beds_last_7_days,confirmed_covid_hosp_per_100_beds_pct_change_from_prev_week,suspected_covid_hosp_last_7_days,suspected_covid_hosp_per_100_beds_last_7_days,suspected_covid_hosp_per_100_beds_pct_change_from_prev_week,pct_inpatient_beds_used_avg_last_7_days,pct_inpatient_beds_used_abs_change_from_prev_week,pct_inpatient_beds_used_covid_avg_last_7_days,pct_inpatient_beds_used_covid_abs_change_from_prev_week,pct_icu_beds_used_avg_last_7_days,pct_icu_beds_used_abs_change_from_prev_week,pct_icu_beds_used_covid_avg_last_7_days,pct_icu_beds_used_covid_abs_change_from_prev_week,pct_vents_used_avg_last_7_days,pct_vents_used_abs_change_from_prev_week,pct_vents_used_covid_avg_last_7_days,pct_vents_used_covid_abs_change_from_prev_week
6037,"Los Angeles County, CA",CA,Region 9,02/24/2021 12:00:00 AM,13694,136.407,1185559,-0.164,1616,16.097,20997,0.875,0.034,5872,171578,1709.096,-0.02,-0.392,1319,7.273,-0.215,1055,5.817,0.094,0.748,-0.018,0.127,-0.046,0.79,-0.045,0.281,-0.089,0.355,-0.031,0.127,-0.039
36047,"Kings County, NY",NY,Region 2,02/24/2021 12:00:00 AM,8795,343.568,204654,0.064,172,6.719,8996,0.012,0.064,8266,128931,5036.558,-0.001,0.068,469,10.858,-0.061,115,2.662,-0.19,0.738,0.011,0.162,-0.012,0.8,-0.019,0.272,-0.032,0.247,-0.005,0.056,-0.007
36081,"Queens County, NY",NY,Region 2,02/24/2021 12:00:00 AM,8399,372.65,206117,0.049,150,6.655,8675,-0.02,0.091,11476,125529,5569.517,0.005,0.018,461,12.225,-0.163,175,4.641,0.253,0.806,0,0.204,-0.016,0.679,0.005,0.38,-0.056,0.437,0.006,0.151,-0.018
12086,"Miami-Dade County, FL",FL,Region 4,02/24/2021 12:00:00 AM,8337,306.853,405563,-0.102,124,4.564,5353,-0.257,0.105,13617,129798,4777.36,-0.002,-0.119,675,11.106,0.043,213,3.504,0.049,0.833,-0.011,0.115,-0.009,0.823,-0.023,0.176,-0.024,0.285,-0.006,0.064,-0.003
4013,"Maricopa County, AZ",AZ,Region 9,02/24/2021 12:00:00 AM,6849,152.695,507480,-0.103,379,8.45,8938,0.083,0.084,6795,80586,1796.623,0.007,-0.223,605,5.903,-0.331,987,9.63,-0.175,0.666,-0.014,0.087,-0.036,0.594,-0.011,0.159,-0.059,0.394,-0.053,0.12,-0.046
48029,"Bexar County, TX",TX,Region 6,02/24/2021 12:00:00 AM,6586,328.716,194332,1.861,117,5.84,2812,0.125,0.118,1378,11712,584.561,0.051,-0.826,485,6.999,-0.145,97,1.4,-0.06,0.601,-0.009,0.105,-0.018,0.895,0.072,0.316,-0.058,0.431,-0.011,0.106,-0.014
36005,"Bronx County, NY",NY,Region 2,02/24/2021 12:00:00 AM,5851,412.563,140244,-0.045,128,9.025,5807,0.243,0.087,5439,62634,4416.422,-0.003,-0.005,378,9.838,-0.164,35,0.911,-0.302,0.781,0.016,0.172,-0.011,0.844,0.042,0.355,0.009,0.33,0.026,0.112,0.005
12011,"Broward County, FL",FL,Region 4,02/24/2021 12:00:00 AM,5137,263.061,191968,-0.049,78,3.994,2361,-0.037,0.112,6569,58432,2992.25,0.003,-0.17,586,12.978,0.08,146,3.233,-0.152,0.795,-0.01,0.132,-0.001,0.826,-0.034,0.231,-0.028,0.377,-0.024,0.093,-0.023
48201,"Harris County, TX",TX,Region 6,02/24/2021 12:00:00 AM,4736,100.481,344102,-0.48,167,3.543,4933,0.05,0.12,3245,26979,572.398,0.01,-0.725,1046,8.513,-0.02,850,6.918,0.252,0.826,0.027,0.132,-0.005,0.856,0.012,0.28,-0.026,0.457,0.029,0.11,0.001
36061,"New York County, NY",NY,Region 2,02/24/2021 12:00:00 AM,4512,277.03,100584,0.061,68,4.175,3852,-0.253,0.036,4153,114600,7036.261,-0.001,0.108,906,8.37,-0.028,269,2.485,0.026,0.748,0,0.128,-0.006,0.745,-0.02,0.238,-0.006,0.296,-0.001,0.094,-0.001
