state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-19,"43,558","43,353","43,763",6.05,5.80,6.29,"720,835","719,013","722,657"
CW,2020-10-20,"45,473","45,301","45,645",6.21,6.01,6.41,"733,071","731,483","734,658"
CW,2020-10-21,"46,159","46,079","46,238",6.28,6.16,6.39,"735,498","733,740","737,257"
CW,2020-10-22,"46,029","45,961","46,097",6.25,6.14,6.36,"737,301","735,514","739,088"
CW,2020-10-23,"46,446","46,278","46,615",6.31,6.11,6.51,"736,798","734,991","738,605"
CW,2020-10-24,"46,375","46,159","46,591",6.31,6.05,6.57,"736,002","733,991","738,013"
CW,2020-10-25,"46,981","46,806","47,156",6.41,6.19,6.63,"733,828","731,847","735,809"
CW,2020-10-26,"48,652","48,578","48,725",6.64,6.50,6.77,"734,143","732,288","735,997"
CW,2020-10-27,"50,263","50,122","50,403",6.84,6.65,7.02,"736,222","734,362","738,083"
CW,2020-10-28,"51,015","50,814","51,217",7.00,6.75,7.25,"729,049","726,944","731,153"
CW,2020-10-29,"51,726","51,519","51,933",7.15,6.82,7.47,"724,192","720,753","727,631"
CW,2020-10-30,"52,504","52,299","52,710",7.37,7.13,7.62,"714,151","712,429","715,873"
CW,2020-10-31,"52,745","52,525","52,965",7.45,7.16,7.74,"710,700","708,294","713,106"
CW,2020-11-01,"53,348","53,165","53,531",7.56,7.32,7.80,"708,379","706,394","710,365"
CW,2020-11-02,"55,692","55,601","55,782",7.86,7.71,8.01,"711,031","709,399","712,662"
CW,2020-11-03,"57,622","57,527","57,716",8.10,7.95,8.25,"713,707","712,106","715,308"
CW,2020-11-04,"59,080","58,986","59,174",8.27,8.10,8.44,"716,663","714,826","718,501"
CW,2020-11-05,"60,201","60,116","60,287",8.44,8.30,8.59,"716,017","714,297","717,737"
CW,2020-11-06,"61,386","61,315","61,458",8.61,8.49,8.74,"716,193","714,581","717,804"
CW,2020-11-07,"62,560","62,425","62,695",8.82,8.64,8.99,"712,960","711,207","714,713"
CW,2020-11-08,"64,187","64,074","64,300",9.08,8.91,9.25,"710,431","708,593","712,269"
CW,2020-11-09,"67,146","67,061","67,230",9.50,9.37,9.63,"710,344","708,792","711,895"
CW,2020-11-10,"71,187","71,133","71,241",10.01,9.92,10.09,"714,955","713,707","716,203"
CW,2020-11-11,"72,860","72,708","73,013",10.22,10.07,10.36,"716,601","715,430","717,772"
CW,2020-11-12,"74,307","74,240","74,373",10.43,10.33,10.54,"715,663","714,212","717,113"
CW,2020-11-13,"75,208","75,118","75,297",10.55,10.43,10.66,"716,662","715,250","718,074"
CW,2020-11-14,"76,025","75,940","76,109",10.68,10.58,10.79,"715,175","713,825","716,525"
CW,2020-11-15,"78,097","78,021","78,173",11.03,10.92,11.14,"711,348","709,893","712,803"
CW,2020-11-16,"82,228","82,175","82,281",11.57,11.50,11.65,"714,022","712,759","715,285"
CW,2020-11-17,"84,728","84,685","84,771",11.88,11.83,11.94,"716,560","715,369","717,751"
CW,2020-11-18,"85,836","85,503","86,169",11.97,11.60,12.35,"721,051","718,109","723,993"
AK,2020-10-19,67,67,67,4.67,4.67,4.67,"1,435","1,435","1,435"
AL,2020-10-19,965,965,965,6.86,6.81,6.92,"14,063","14,048","14,078"
AR,2020-10-19,676,676,676,8.42,8.42,8.42,"7,991","7,952","8,030"
AZ,2020-10-19,791,788,794,6.10,6.03,6.17,"12,987","12,922","13,052"
CA,2020-10-19,"3,113","3,078","3,148",5.21,4.68,5.73,"59,815","59,404","60,226"
CO,2020-10-19,490,489,491,4.96,4.86,5.05,"9,889","9,877","9,901"
CT,2020-10-19,326,326,326,4.03,3.90,4.17,"8,084","8,057","8,111"
DC,2020-10-19,141,141,141,4.95,4.95,4.95,"2,846","2,846","2,846"
DE,2020-10-19,178,178,178,7.22,7.22,7.22,"2,465","2,465","2,465"
FL,2020-10-19,"2,431","2,265","2,597",3.44,0.91,5.97,"71,736","71,539","71,933"
GA,2020-10-19,"1,656","1,656","1,656",8.83,8.73,8.92,"18,791","18,754","18,828"
HI,2020-10-19,102,102,102,4.10,3.67,4.54,"2,146","1,882","2,410"
IA,2020-10-19,529,520,538,6.79,6.79,6.79,"7,910","7,910","7,910"
ID,2020-10-19,231,205,257,7.08,0.35,13.80,"3,265","3,084","3,446"
IL,2020-10-19,"2,360","2,287","2,433",7.98,5.89,10.07,"28,932","28,232","29,632"
IN,2020-10-19,"1,420","1,416","1,424",8.71,8.71,8.71,"16,310","16,310","16,310"
KS,2020-10-19,430,398,462,5.55,1.73,9.36,"7,691","7,467","7,915"
KY,2020-10-19,789,785,793,6.67,6.67,6.67,"11,824","11,824","11,824"
LA,2020-10-19,550,549,551,4.34,3.97,4.71,"12,897","12,775","13,019"
MA,2020-10-19,424,424,424,2.53,2.53,2.53,"16,731","16,731","16,731"
MD,2020-10-19,765,758,772,7.76,6.55,8.97,"9,859","9,667","10,051"
ME,2020-10-19,20,20,20,0.68,0.50,0.87,"2,931","2,910","2,952"
MI,2020-10-19,"1,119","1,111","1,127",5.08,4.75,5.40,"22,045","21,995","22,095"
MN,2020-10-19,704,704,704,6.31,6.31,6.31,"11,149","11,149","11,149"
MS,2020-10-19,628,624,632,8.26,7.92,8.61,"7,670","7,645","7,695"
NV,2020-10-19,498,491,505,7.05,7.05,7.05,"7,237","7,237","7,237"
AK,2020-10-20,74,74,74,5.16,5.16,5.16,"1,435","1,435","1,435"
AL,2020-10-20,950,949,951,6.73,6.51,6.96,"14,109","14,048","14,170"
AR,2020-10-20,668,664,671,8.14,7.68,8.60,"8,204","8,150","8,257"
AZ,2020-10-20,799,792,806,6.09,5.61,6.58,"13,130","13,020","13,240"
CA,2020-10-20,"3,070","3,050","3,089",4.54,3.96,5.12,"67,672","66,754","68,590"
CO,2020-10-20,547,546,549,5.52,5.36,5.68,"9,914","9,891","9,937"
CT,2020-10-20,376,376,376,4.64,4.64,4.64,"8,095","8,095","8,095"
DC,2020-10-20,151,151,151,5.26,5.26,5.26,"2,870","2,870","2,870"
DE,2020-10-20,148,148,148,5.76,5.76,5.76,"2,568","2,568","2,568"
FL,2020-10-20,"2,494","2,360","2,628",3.56,1.52,5.59,"71,094","70,897","71,291"
GA,2020-10-20,"1,722","1,719","1,724",9.17,9.04,9.30,"18,807","18,781","18,833"
HI,2020-10-20,95,95,95,3.85,-0.24,7.94,"2,468","2,211","2,725"
IA,2020-10-20,566,556,576,7.25,6.31,8.20,"7,905","7,899","7,911"
ID,2020-10-20,247,247,247,7.03,7.03,7.03,"3,514","3,514","3,514"
IL,2020-10-20,"2,548","2,539","2,557",8.55,8.28,8.82,"29,167","28,722","29,612"
IN,2020-10-20,"1,502","1,479","1,524",9.25,8.25,10.25,"16,233","16,129","16,337"
KS,2020-10-20,446,439,453,5.77,5.00,6.54,"7,717","7,675","7,758"
KY,2020-10-20,818,815,822,6.92,6.92,6.92,"11,825","11,825","11,825"
LA,2020-10-20,605,603,607,4.69,4.47,4.92,"13,113","13,058","13,168"
MA,2020-10-20,430,430,430,2.57,2.57,2.57,"16,715","16,715","16,715"
MD,2020-10-20,811,808,814,8.17,8.17,8.17,"9,929","9,929","9,929"
ME,2020-10-20,32,30,33,1.07,0.01,2.12,"2,946","2,933","2,959"
MI,2020-10-20,"1,182","1,181","1,183",5.35,5.35,5.35,"22,105","22,087","22,123"
MN,2020-10-20,768,766,770,6.80,6.80,6.80,"11,293","11,293","11,293"
MS,2020-10-20,666,660,673,8.66,8.02,9.30,"7,696","7,663","7,729"
NV,2020-10-20,538,532,545,7.57,7.57,7.57,"7,287","7,287","7,287"
AK,2020-10-21,70,68,73,4.91,3.37,6.45,"1,436","1,413","1,459"
