state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-11-18,"85,662","85,583","85,741",12.03,11.97,12.08,"715,410","714,852","715,968"
CW,2020-11-19,"86,471","86,349","86,593",12.17,12.03,12.31,"713,732","712,579","714,885"
CW,2020-11-20,"87,480","87,381","87,580",12.41,12.33,12.49,"708,033","707,426","708,640"
CW,2020-11-21,"87,769","87,666","87,873",12.50,12.41,12.58,"705,452","704,808","706,095"
CW,2020-11-22,"89,686","89,581","89,790",12.83,12.75,12.91,"702,286","701,744","702,827"
CW,2020-11-23,"92,315","92,215","92,414",13.18,13.10,13.25,"703,885","703,337","704,432"
CW,2020-11-24,"94,523","94,440","94,606",13.48,13.43,13.53,"704,194","703,795","704,592"
CW,2020-11-25,"94,707","94,617","94,798",13.49,13.41,13.56,"705,327","704,723","705,932"
CW,2020-11-26,"93,511","93,420","93,602",13.38,13.32,13.44,"701,899","701,482","702,317"
CW,2020-11-27,"94,732","94,646","94,819",13.64,13.58,13.70,"697,671","697,233","698,110"
CW,2020-11-28,"96,842","96,751","96,933",13.95,13.87,14.03,"697,284","696,669","697,898"
CW,2020-11-29,"99,368","99,271","99,465",14.31,14.22,14.39,"697,605","697,001","698,210"
CW,2020-11-30,"102,553","102,455","102,652",14.71,14.63,14.79,"700,343","699,793","700,892"
CW,2020-12-01,"105,045","104,962","105,128",14.94,14.87,15.00,"706,302","705,826","706,777"
CW,2020-12-02,"105,210","105,143","105,277",14.93,14.87,14.98,"707,949","707,455","708,444"
CW,2020-12-03,"104,698","104,628","104,768",14.83,14.78,14.87,"709,269","708,907","709,631"
CW,2020-12-04,"104,590","104,522","104,657",14.82,14.78,14.86,"708,942","708,610","709,274"
CW,2020-12-05,"103,959","103,865","104,054",14.82,14.75,14.89,"704,640","704,208","705,072"
CW,2020-12-06,"105,256","105,183","105,330",15.09,15.04,15.14,"700,712","700,351","701,072"
CW,2020-12-07,"108,258","108,189","108,326",15.49,15.43,15.55,"701,102","700,709","701,495"
CW,2020-12-08,"110,742","110,664","110,821",15.76,15.69,15.82,"705,250","704,884","705,617"
CW,2020-12-09,"111,148","111,077","111,219",15.79,15.72,15.86,"706,369","705,902","706,836"
CW,2020-12-10,"111,977","111,898","112,056",15.88,15.82,15.94,"707,698","707,370","708,027"
CW,2020-12-11,"112,118","112,064","112,172",15.90,15.85,15.96,"707,383","707,040","707,726"
CW,2020-12-12,"111,640","111,576","111,703",15.89,15.82,15.96,"704,912","704,449","705,374"
CW,2020-12-13,"113,659","113,599","113,720",16.27,16.21,16.33,"701,099","700,673","701,526"
CW,2020-12-14,"116,423","116,364","116,481",16.62,16.57,16.67,"703,220","702,784","703,656"
CW,2020-12-15,"118,262","118,216","118,309",16.77,16.73,16.81,"707,828","707,362","708,295"
CW,2020-12-16,"118,373","118,333","118,413",16.73,16.69,16.78,"709,951","709,409","710,493"
CW,2020-12-17,"117,900","117,830","117,970",16.61,16.54,16.68,"712,555","711,913","713,196"
CW,2020-12-18,"117,432","117,001","117,863",16.68,16.25,17.12,"706,535","703,778","709,292"
AL,2020-11-18,"1,374","1,369","1,379",9.72,9.72,9.72,"14,136","14,136","14,136"
AZ,2020-11-18,"1,794","1,794","1,794",13.21,13.21,13.21,"13,603","13,603","13,603"
CT,2020-11-18,"1,003","1,003","1,003",12.26,12.26,12.26,"8,184","8,184","8,184"
DC,2020-11-18,225,225,225,7.67,7.67,7.67,"2,932","2,932","2,932"
GA,2020-11-18,"2,089","2,089","2,089",10.98,10.98,10.98,"19,022","19,022","19,022"
ID,2020-11-18,430,430,430,13.15,13.15,13.15,"3,270","3,270","3,270"
IN,2020-11-18,"3,032","3,032","3,032",18.44,18.44,18.44,"16,445","16,445","16,445"
KS,2020-11-18,"1,132","1,132","1,132",14.84,14.73,14.95,"7,629","7,618","7,640"
LA,2020-11-18,851,851,851,6.75,6.75,6.75,"12,836","12,836","12,836"
MD,2020-11-18,"1,494","1,494","1,494",15.41,15.41,15.41,"9,698","9,698","9,698"
MI,2020-11-18,"3,848","3,847","3,849",17.74,17.59,17.88,"21,697","21,660","21,734"
AL,2020-11-19,"1,414","1,410","1,418",9.99,9.79,10.19,"14,155","14,145","14,165"
AZ,2020-11-19,"1,812","1,808","1,815",13.31,13.31,13.31,"13,632","13,632","13,632"
CT,2020-11-19,"1,015","1,015","1,015",12.38,12.38,12.38,"8,200","8,200","8,200"
DC,2020-11-19,224,224,224,7.62,7.62,7.62,"2,938","2,938","2,938"
GA,2020-11-19,"2,134","2,131","2,138",11.29,11.12,11.47,"18,902","18,862","18,942"
ID,2020-11-19,444,444,445,14.27,14.27,14.27,"3,116","3,116","3,116"
IN,2020-11-19,"3,040","3,040","3,040",18.48,18.48,18.48,"16,448","16,448","16,448"
KS,2020-11-19,"1,104","1,102","1,106",14.51,14.33,14.70,"7,606","7,596","7,616"
LA,2020-11-19,883,882,884,6.99,6.99,6.99,"12,864","12,864","12,864"
MD,2020-11-19,"1,541","1,540","1,542",16.01,16.01,16.01,"9,625","9,625","9,625"
MI,2020-11-19,"3,870","3,868","3,871",17.86,17.81,17.92,"21,662","21,649","21,675"
AL,2020-11-20,"1,400","1,396","1,403",9.88,9.73,10.04,"14,161","14,157","14,165"
AZ,2020-11-20,"1,895","1,895","1,895",13.82,13.82,13.82,"13,737","13,737","13,737"
CT,2020-11-20,"1,021","1,021","1,021",12.46,12.46,12.46,"8,193","8,193","8,193"
DC,2020-11-20,216,216,216,7.35,7.35,7.35,"2,938","2,938","2,938"
GA,2020-11-20,"2,128","2,126","2,129",11.26,11.16,11.36,"18,890","18,864","18,916"
ID,2020-11-20,418,418,419,13.39,13.39,13.39,"3,126","3,126","3,126"
IN,2020-11-20,"3,135","3,135","3,135",19.05,19.05,19.05,"16,453","16,453","16,453"
KS,2020-11-20,"1,171","1,171","1,171",15.54,15.44,15.64,"7,536","7,526","7,546"
LA,2020-11-20,855,849,861,6.85,6.85,6.85,"12,700","12,700","12,700"
MD,2020-11-20,"1,512","1,512","1,512",15.62,15.62,15.62,"9,679","9,679","9,679"
MI,2020-11-20,"3,955","3,955","3,955",18.29,18.06,18.52,"21,626","21,568","21,684"
AL,2020-11-21,"1,451","1,449","1,453",10.26,10.16,10.37,"14,137","14,122","14,152"
AZ,2020-11-21,"1,945","1,934","1,955",14.29,13.78,14.80,"13,630","13,576","13,683"
CT,2020-11-21,"1,006","1,006","1,006",12.29,12.29,12.29,"8,187","8,187","8,187"
DC,2020-11-21,228,228,228,7.81,7.81,7.81,"2,920","2,920","2,920"
GA,2020-11-21,"2,141","2,140","2,142",11.34,11.25,11.43,"18,884","18,863","18,905"
ID,2020-11-21,416,416,416,13.32,13.32,13.32,"3,123","3,123","3,123"
IN,2020-11-21,"3,110","3,110","3,110",18.94,18.94,18.94,"16,416","16,416","16,416"
KS,2020-11-21,"1,176","1,174","1,179",15.78,15.58,15.98,"7,456","7,447","7,465"
LA,2020-11-21,874,873,875,7.03,7.03,7.03,"12,662","12,662","12,662"
MD,2020-11-21,"1,551","1,551","1,551",16.37,16.37,16.37,"9,477","9,477","9,477"
MI,2020-11-21,"3,955","3,945","3,965",18.29,17.88,18.71,"21,623","21,534","21,713"
AL,2020-11-22,"1,468","1,466","1,470",10.41,10.25,10.56,"14,108","14,082","14,135"
AZ,2020-11-22,"2,040","2,030","2,051",15.11,14.60,15.62,"13,521","13,468","13,575"
CT,2020-11-22,"1,042","1,040","1,045",12.74,12.74,12.74,"8,180","8,180","8,180"
DC,2020-11-22,231,231,231,8.02,8.02,8.02,"2,880","2,880","2,880"
GA,2020-11-22,"2,180","2,173","2,187",11.58,11.34,11.82,"18,829","18,803","18,855"
ID,2020-11-22,435,435,435,14.04,14.04,14.04,"3,098","3,098","3,098"
IN,2020-11-22,"3,171","3,151","3,191",19.31,18.68,19.93,"16,422","16,365","16,479"
KS,2020-11-22,"1,200","1,199","1,201",16.12,16.02,16.23,"7,443","7,436","7,450"
LA,2020-11-22,891,890,892,7.19,7.19,7.19,"12,617","12,617","12,617"
MD,2020-11-22,"1,640","1,634","1,645",17.37,17.37,17.37,"9,438","9,438","9,438"
MI,2020-11-22,"4,004","3,999","4,009",18.60,18.36,18.83,"21,532","21,480","21,583"
AL,2020-11-23,"1,517","1,516","1,518",10.75,10.66,10.85,"14,110","14,090","14,130"
AZ,2020-11-23,"2,116","2,114","2,118",15.70,15.58,15.82,"13,495","13,480","13,510"
CT,2020-11-23,"1,099","1,099","1,099",13.45,13.45,13.45,"8,171","8,171","8,171"
DC,2020-11-23,229,229,229,7.83,7.83,7.83,"2,923","2,923","2,923"
GA,2020-11-23,"2,244","2,237","2,252",11.94,11.70,12.19,"18,794","18,773","18,815"
ID,2020-11-23,446,446,446,14.46,14.01,14.92,"3,084","3,066","3,102"
IN,2020-11-23,"3,243","3,242","3,244",19.75,19.75,19.75,"16,420","16,420","16,420"
KS,2020-11-23,"1,198","1,195","1,202",16.05,15.76,16.34,"7,469","7,450","7,488"
LA,2020-11-23,954,948,961,7.66,7.66,7.66,"12,686","12,686","12,686"
MD,2020-11-23,"1,684","1,684","1,684",17.56,17.56,17.56,"9,590","9,590","9,590"
MI,2020-11-23,"4,159","4,159","4,159",19.35,19.35,19.35,"21,493","21,493","21,493"
AL,2020-11-24,"1,530","1,528","1,532",10.80,10.38,11.22,"14,162","14,074","14,250"
AZ,2020-11-24,"2,237","2,237","2,237",16.41,16.41,16.41,"13,654","13,654","13,654"
CT,2020-11-24,"1,177","1,177","1,177",14.40,14.40,14.40,"8,176","8,176","8,176"
DC,2020-11-24,234,234,234,8.04,8.04,8.04,"2,911","2,911","2,911"
GA,2020-11-24,"2,288","2,288","2,288",12.12,12.12,12.12,"18,872","18,872","18,872"
ID,2020-11-24,449,449,449,14.50,14.50,14.50,"3,097","3,097","3,097"
IN,2020-11-24,"3,340","3,339","3,340",20.31,20.31,20.31,"16,441","16,441","16,441"
KS,2020-11-24,"1,196","1,195","1,198",15.96,15.86,16.06,"7,496","7,490","7,502"
LA,2020-11-24,960,960,960,7.71,7.71,7.71,"12,675","12,675","12,675"
MD,2020-11-24,"1,742","1,725","1,759",18.01,16.85,19.18,"9,670","9,578","9,763"
MI,2020-11-24,"4,156","4,155","4,157",19.19,19.13,19.24,"21,658","21,645","21,671"
AL,2020-11-25,"1,593","1,591","1,595",11.24,11.24,11.24,"14,173","14,173","14,173"
AZ,2020-11-25,"2,309","2,309","2,309",16.87,16.87,16.87,"13,698","13,698","13,698"
CT,2020-11-25,"1,204","1,204","1,204",14.67,14.67,14.67,"8,206","8,206","8,206"
DC,2020-11-25,238,238,238,8.08,8.08,8.08,"2,944","2,944","2,944"
GA,2020-11-25,"2,256","2,256","2,256",11.93,11.93,11.93,"18,913","18,913","18,913"
ID,2020-11-25,457,457,457,14.72,14.27,15.18,"3,104","3,086","3,122"
IN,2020-11-25,"3,346","3,346","3,346",20.39,20.39,20.39,"16,411","16,411","16,411"
KS,2020-11-25,"1,158","1,156","1,159",15.45,15.28,15.62,"7,492","7,481","7,503"
LA,2020-11-25,978,975,982,7.86,7.86,7.86,"12,678","12,678","12,678"
MD,2020-11-25,"1,750","1,750","1,750",18.12,18.12,18.12,"9,656","9,656","9,656"
MI,2020-11-25,"4,147","4,144","4,150",19.16,18.97,19.34,"21,648","21,605","21,691"
AL,2020-11-26,"1,541","1,541","1,541",10.91,10.84,10.97,"14,131","14,117","14,145"
AZ,2020-11-26,"2,371","2,367","2,375",17.40,17.20,17.60,"13,639","13,617","13,661"
CT,2020-11-26,"1,196","1,196","1,196",14.63,14.63,14.63,"8,175","8,175","8,175"
DC,2020-11-26,234,234,234,8.13,8.13,8.13,"2,878","2,878","2,878"
GA,2020-11-26,"2,245","2,244","2,246",11.93,11.84,12.01,"18,821","18,800","18,842"
ID,2020-11-26,428,427,429,13.81,13.60,14.02,"3,099","3,092","3,106"
IN,2020-11-26,"3,248","3,248","3,248",19.83,19.83,19.83,"16,376","16,376","16,376"
KS,2020-11-26,"1,204","1,202","1,207",16.10,15.91,16.28,"7,482","7,480","7,484"
LA,2020-11-26,970,970,970,7.88,7.88,7.88,"12,538","12,538","12,538"
MD,2020-11-26,"1,755","1,755","1,755",18.29,18.29,18.29,"9,598","9,598","9,598"
MI,2020-11-26,"4,065","4,034","4,096",18.88,18.07,19.68,"21,537","21,425","21,649"
AL,2020-11-27,"1,628","1,623","1,632",11.63,11.38,11.88,"13,996","13,960","14,032"
AZ,2020-11-27,"2,410","2,408","2,411",17.96,17.96,17.96,"13,428","13,428","13,428"
CT,2020-11-27,"1,238","1,238","1,238",15.14,15.14,15.14,"8,175","8,175","8,175"
DC,2020-11-27,231,231,231,8.18,8.18,8.18,"2,825","2,825","2,825"
GA,2020-11-27,"2,272","2,271","2,273",12.09,11.99,12.20,"18,789","18,763","18,815"
ID,2020-11-27,432,432,432,13.93,13.93,13.93,"3,101","3,101","3,101"
IN,2020-11-27,"3,346","3,345","3,348",20.42,20.42,20.42,"16,390","16,390","16,390"
KS,2020-11-27,"1,206","1,205","1,207",16.27,16.27,16.27,"7,414","7,414","7,414"
LA,2020-11-27,992,992,992,8.07,8.07,8.07,"12,513","12,513","12,513"
MD,2020-11-27,"1,768","1,768","1,769",18.70,18.70,18.70,"9,457","9,457","9,457"
MI,2020-11-27,"4,144","4,144","4,145",19.47,19.42,19.51,"21,288","21,278","21,297"
AL,2020-11-28,"1,687","1,685","1,689",12.06,11.93,12.18,"13,994","13,971","14,017"
AZ,2020-11-28,"2,493","2,492","2,494",18.65,18.57,18.73,"13,380","13,371","13,389"
CT,2020-11-28,"1,257","1,255","1,259",15.39,15.39,15.39,"8,165","8,165","8,165"
DC,2020-11-28,224,224,224,7.96,7.96,7.96,"2,814","2,814","2,814"
GA,2020-11-28,"2,343","2,341","2,345",12.46,12.33,12.59,"18,810","18,778","18,842"
ID,2020-11-28,436,436,436,14.12,14.12,14.12,"3,088","3,088","3,088"
IN,2020-11-28,"3,343","3,342","3,344",20.39,20.39,20.39,"16,398","16,398","16,398"
KS,2020-11-28,"1,208","1,208","1,209",16.31,16.31,16.31,"7,408","7,408","7,408"
LA,2020-11-28,"1,048","1,047","1,049",8.54,8.54,8.54,"12,493","12,493","12,493"
