state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-07,"61,132","60,707","61,557",8.75,8.31,9.19,"681,220","677,885","684,555"
CW,2020-08-08,"59,254","58,860","59,648",8.41,7.99,8.83,"685,485","681,801","689,170"
CW,2020-08-09,"58,592","58,210","58,974",8.35,7.92,8.78,"684,014","680,239","687,789"
CW,2020-08-10,"59,170","58,844","59,496",8.43,8.08,8.78,"682,453","679,206","685,701"
CW,2020-08-11,"59,493","59,158","59,829",8.41,8.07,8.76,"687,124","684,022","690,226"
CW,2020-08-12,"58,166","58,009","58,323",8.18,7.99,8.37,"691,603","688,422","694,784"
CW,2020-08-13,"57,505","57,222","57,789",8.05,7.73,8.37,"694,368","691,207","697,529"
CW,2020-08-14,"55,309","54,945","55,672",7.74,7.35,8.13,"695,615","692,711","698,518"
CW,2020-08-15,"54,239","53,826","54,652",7.41,6.93,7.89,"694,789","690,973","698,604"
CW,2020-08-16,"53,724","53,338","54,110",7.37,6.93,7.81,"692,184","688,708","695,660"
CW,2020-08-17,"54,298","53,980","54,616",7.45,7.11,7.79,"691,900","688,976","694,823"
CW,2020-08-18,"54,347","53,968","54,726",7.42,7.02,7.83,"695,259","692,343","698,175"
CW,2020-08-19,"53,313","52,909","53,717",7.26,6.83,7.69,"697,219","694,467","699,971"
CW,2020-08-20,"51,694","51,343","52,045",7.02,6.66,7.37,"699,411","696,784","702,038"
CW,2020-08-21,"50,431","50,018","50,843",6.84,6.38,7.30,"700,505","697,039","703,970"
CW,2020-08-22,"48,532","48,229","48,835",6.60,6.28,6.92,"697,677","694,686","700,668"
CW,2020-08-23,"48,092","47,698","48,485",6.56,6.14,6.99,"695,641","692,612","698,671"
CW,2020-08-24,"48,542","48,176","48,908",6.57,6.17,6.98,"701,468","698,767","704,169"
CW,2020-08-25,"48,627","48,324","48,930",6.59,6.26,6.92,"703,725","701,269","706,182"
CW,2020-08-26,"47,637","47,240","48,035",6.44,5.99,6.88,"709,180","706,660","711,699"
CW,2020-08-27,"46,601","46,188","47,013",6.33,5.85,6.80,"711,775","709,234","714,315"
CW,2020-08-28,"45,063","44,620","45,506",6.15,5.64,6.66,"708,135","705,827","710,444"
CW,2020-08-29,"43,889","43,412","44,366",6.01,5.46,6.55,"705,612","703,059","708,165"
CW,2020-08-30,"43,186","42,687","43,684",5.92,5.47,6.38,"704,195","701,571","706,819"
CW,2020-08-31,"43,351","42,908","43,794",5.96,5.61,6.31,"703,213","701,079","705,348"
CW,2020-09-01,"44,258","43,824","44,691",6.05,5.72,6.37,"707,102","705,045","709,159"
CW,2020-09-02,"43,401","43,027","43,774",5.90,5.74,6.06,"710,026","708,355","711,696"
CW,2020-09-03,"42,182","41,750","42,615",5.77,5.48,6.06,"705,945","704,360","707,531"
CW,2020-09-04,"41,213","40,741","41,685",5.65,5.29,6.01,"704,601","702,724","706,479"
