state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/14,61676,61578,61774,71.86,71.73,71.99,85827,85690,85964,
CW,2021/04/15,60507,60408,60606,72.38,72.25,72.52,83595,83458,83732,
CW,2021/04/16,60391,60302,60479,72.23,72.2,72.27,83604,83478,83729,
CW,2021/04/17,59256,59153,59359,71.02,70.82,71.22,83440,83308,83573,
CW,2021/04/18,57367,57265,57468,69.06,68.89,69.24,83062,82938,83187,
CW,2021/04/19,57437,57346,57527,69.06,68.94,69.18,83164,83038,83291,
CW,2021/04/20,60273,60179,60366,72.1,71.95,72.24,83600,83472,83728,
CW,2021/04/21,60623,60528,60718,72.57,72.4,72.74,83534,83401,83668,
CW,2021/04/22,60592,60497,60687,72.63,72.47,72.79,83423,83292,83553,
CW,2021/04/23,60201,60112,60290,72.15,72.01,72.28,83441,83317,83564,
CW,2021/04/24,58747,58652,58843,70.52,70.25,70.79,83304,83148,83460,
CW,2021/04/25,57380,57304,57456,69.07,69.01,69.13,83074,82967,83181,
CW,2021/04/26,57570,57478,57662,69.36,69.16,69.55,83004,82888,83121,
CW,2021/04/27,59974,59890,60058,71.86,71.55,72.18,83456,83353,83560,
CW,2021/04/28,60975,60902,61048,72.58,72.29,72.87,84008,83905,84111,
CW,2021/04/29,60383,60308,60458,72.21,71.91,72.52,83617,83511,83723,
CW,2021/04/30,60250,60172,60327,71.99,71.69,72.29,83689,83586,83792,
CW,2021/05/01,58576,58500,58653,70.26,69.96,70.55,83373,83274,83471,
CW,2021/05/02,56902,56837,56967,68.4,68.14,68.65,83194,83109,83279,
CW,2021/05/03,57251,57189,57313,68.99,68.75,69.22,82988,82914,83062,
CW,2021/05/04,59671,59578,59765,71.52,71.04,72,83435,83238,83631,
CW,2021/05/05,60260,60185,60336,72.1,71.83,72.36,83585,83509,83660,
CW,2021/05/06,60032,59947,60118,71.6,71.27,71.92,83848,83740,83957,
CW,2021/05/07,59505,59429,59581,71.27,70.97,71.58,83487,83382,83592,
CW,2021/05/08,57946,57851,58042,69.59,69.21,69.96,83270,83144,83397,
CW,2021/05/09,56615,56500,56730,68.04,67.59,68.49,83209,83059,83359,
CW,2021/05/10,56379,56269,56488,68.07,67.65,68.5,82823,82684,82962,
CW,2021/05/11,58576,58455,58697,70.47,70.06,70.88,83118,82965,83270,
CW,2021/05/12,59121,58983,59260,71.04,70.57,71.52,83218,83048,83387,
CW,2021/05/13,58661,58512,58809,70.67,70.21,71.12,83012,82809,83214,
CW,2021/05/14,58037,57676,58398,69.71,68.39,71.02,83260,82814,83706,
AL,2021/04/14,1355,1355,1355,85.71,85.71,85.71,1581,1581,1581,POINT (-86.844516 32.756889)
AR,2021/04/14,675,675,675,67.3,67.3,67.3,1003,1003,1003,POINT (-92.439162 34.899825)
CA,2021/04/14,5732,5729,5735,64.84,64.71,64.98,8840,8828,8852,POINT (-119.662127 37.211164)
CT,2021/04/14,613,613,613,59.17,59.17,59.17,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/14,272,272,272,88.03,88.03,88.03,309,309,309,POINT (-77.016275 38.904785)
GA,2021/04/14,2177,2177,2177,79.02,79.02,79.02,2755,2755,2755,POINT (-83.426574 32.638481)
ID,2021/04/14,200,200,200,67.57,67.57,67.57,296,296,296,POINT (-114.659366 44.389073)
IN,2021/04/14,1566,1566,1566,71.74,71.74,71.74,2183,2183,2183,POINT (-86.2818 39.919991)
KS,2021/04/14,578,578,578,72.61,72.61,72.61,796,796,796,POINT (-98.38018 38.484729)
LA,2021/04/14,1128,1128,1128,64.6,64.6,64.6,1746,1746,1746,POINT (-91.840238 30.921314)
MD,2021/04/14,1033,1033,1033,77.44,77.44,77.44,1334,1334,1334,POINT (-76.687282 38.946466)
MI,2021/04/14,2269,2269,2269,86.24,86.24,86.24,2631,2631,2631,POINT (-85.730977 44.874798)
AL,2021/04/15,1312,1312,1312,82.88,82.88,82.88,1583,1583,1583,POINT (-86.844516 32.756889)
AR,2021/04/15,682,682,682,68.75,68.75,68.75,992,992,992,POINT (-92.439162 34.899825)
CA,2021/04/15,4754,4739,4769,69.96,69.27,70.66,6795,6773,6817,POINT (-119.662127 37.211164)
CT,2021/04/15,608,608,608,58.69,58.69,58.69,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/15,261,261,261,80.8,80.8,80.8,323,323,323,POINT (-77.016275 38.904785)
GA,2021/04/15,2196,2194,2199,80.22,79.98,80.46,2738,2736,2740,POINT (-83.426574 32.638481)
ID,2021/04/15,204,204,204,68.92,68.92,68.92,296,296,296,POINT (-114.659366 44.389073)
IN,2021/04/15,1558,1558,1558,71.21,71.21,71.21,2188,2188,2188,POINT (-86.2818 39.919991)
KS,2021/04/15,581,581,581,73.27,73.27,73.27,793,793,793,POINT (-98.38018 38.484729)
LA,2021/04/15,1152,1142,1162,65.64,65.64,65.64,1755,1755,1755,POINT (-91.840238 30.921314)
MD,2021/04/15,1020,1020,1020,78.83,78.83,78.83,1294,1294,1294,POINT (-76.687282 38.946466)
MI,2021/04/15,2231,2231,2231,84.83,84.83,84.83,2630,2630,2630,POINT (-85.730977 44.874798)
AL,2021/04/16,1299,1298,1300,82.16,82.16,82.16,1581,1581,1581,POINT (-86.844516 32.756889)
AR,2021/04/16,688,688,689,68.51,68.51,68.51,1005,1005,1005,POINT (-92.439162 34.899825)
CA,2021/04/16,4756,4751,4761,70.13,69.9,70.35,6782,6770,6794,POINT (-119.662127 37.211164)
CT,2021/04/16,602,602,602,58.11,58.11,58.11,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/16,273,273,273,84,84,84,325,325,325,POINT (-77.016275 38.904785)
GA,2021/04/16,2160,2160,2160,79.24,79.24,79.24,2726,2726,2726,POINT (-83.426574 32.638481)
ID,2021/04/16,188,188,188,62.88,62.88,62.88,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/16,1549,1549,1549,70.89,70.89,70.89,2185,2185,2185,POINT (-86.2818 39.919991)
KS,2021/04/16,583,581,585,73.43,73.43,73.43,794,794,794,POINT (-98.38018 38.484729)
LA,2021/04/16,1114,1113,1115,63.06,62.32,63.8,1766,1758,1775,POINT (-91.840238 30.921314)
MD,2021/04/16,997,997,997,77.05,77.05,77.05,1294,1294,1294,POINT (-76.687282 38.946466)
MI,2021/04/16,2247,2246,2248,83.14,83.14,83.14,2703,2703,2703,POINT (-85.730977 44.874798)
AL,2021/04/17,1254,1254,1254,79.22,79.22,79.22,1583,1583,1583,POINT (-86.844516 32.756889)
AR,2021/04/17,663,663,663,66.77,66.77,66.77,993,993,993,POINT (-92.439162 34.899825)
CA,2021/04/17,4774,4768,4781,70.4,70.12,70.69,6782,6769,6794,POINT (-119.662127 37.211164)
CT,2021/04/17,582,582,582,56.18,56.18,56.18,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/17,271,271,271,83.38,83.38,83.38,325,325,325,POINT (-77.016275 38.904785)
GA,2021/04/17,2113,2068,2158,77.66,72.86,82.45,2721,2676,2766,POINT (-83.426574 32.638481)
ID,2021/04/17,192,192,192,64.21,64.21,64.21,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/17,1552,1519,1585,71.19,71.19,71.19,2180,2180,2180,POINT (-86.2818 39.919991)
KS,2021/04/17,556,555,558,67.95,67.95,67.95,819,819,819,POINT (-98.38018 38.484729)
LA,2021/04/17,1073,1073,1073,60.48,60.48,60.48,1774,1774,1774,POINT (-91.840238 30.921314)
MD,2021/04/17,975,975,975,74.31,74.31,74.31,1312,1312,1312,POINT (-76.687282 38.946466)
MI,2021/04/17,2199,2198,2200,84.47,82.93,86,2603,2581,2625,POINT (-85.730977 44.874798)
AL,2021/04/18,1230,1229,1230,77.57,77.57,77.57,1585,1585,1585,POINT (-86.844516 32.756889)
AR,2021/04/18,614,614,614,62.91,62.91,62.91,976,976,976,POINT (-92.439162 34.899825)
CA,2021/04/18,4564,4563,4566,67.92,67.84,68.01,6720,6710,6730,POINT (-119.662127 37.211164)
CT,2021/04/18,571,571,571,55.12,55.12,55.12,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/18,244,215,273,77.46,77.46,77.46,315,315,315,POINT (-77.016275 38.904785)
GA,2021/04/18,2107,2106,2108,77.01,76.89,77.13,2736,2735,2737,POINT (-83.426574 32.638481)
ID,2021/04/18,192,192,192,64.21,64.21,64.21,299,299,299,POINT (-114.659366 44.389073)
