state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/05/01,58536,58447,58625,70.21,69.91,70.51,83374,83250,83498,
CW,2021/05/02,56904,56826,56982,68.4,68.14,68.65,83197,83085,83309,
CW,2021/05/03,57255,57181,57330,68.98,68.75,69.21,83002,82899,83105,
CW,2021/05/04,59674,59576,59772,71.51,71.05,71.97,83449,83245,83652,
CW,2021/05/05,60264,60180,60347,72.09,71.83,72.34,83599,83496,83702,
CW,2021/05/06,60036,59942,60131,71.59,71.26,71.91,83862,83735,83990,
CW,2021/05/07,59512,59425,59599,71.27,70.96,71.58,83501,83374,83628,
CW,2021/05/08,57934,57837,58030,69.57,69.22,69.92,83274,83138,83411,
CW,2021/05/09,56641,56533,56749,68,67.57,68.43,83294,83144,83445,
CW,2021/05/10,56405,56304,56506,68.03,67.63,68.43,82908,82767,83049,
CW,2021/05/11,58730,58624,58837,70.44,70.02,70.86,83374,83225,83522,
CW,2021/05/12,59326,59205,59448,71.05,70.6,71.51,83497,83344,83650,
CW,2021/05/13,58851,58747,58956,70.64,70.37,70.92,83307,83156,83458,
CW,2021/05/14,58158,58050,58265,69.88,69.6,70.15,83227,83081,83373,
CW,2021/05/15,56993,56881,57105,68.79,68.49,69.08,82857,82707,83006,
CW,2021/05/16,55615,55510,55720,67.28,67.03,67.53,82664,82527,82800,
CW,2021/05/17,55949,55854,56044,67.69,67.54,67.85,82654,82520,82787,
CW,2021/05/18,58321,58227,58415,70.12,69.96,70.28,83169,83032,83307,
CW,2021/05/19,59130,59017,59242,71,70.75,71.25,83284,83146,83423,
CW,2021/05/20,58912,58796,59028,70.89,70.61,71.16,83113,82971,83255,
CW,2021/05/21,58346,58242,58450,70.12,69.86,70.37,83216,83062,83369,
CW,2021/05/22,57177,57066,57287,69.16,68.91,69.41,82680,82529,82832,
CW,2021/05/23,55156,55034,55277,67.07,66.83,67.3,82244,82077,82411,
CW,2021/05/24,55572,55441,55704,67.64,67.32,67.96,82166,81980,82351,
CW,2021/05/25,57938,57820,58055,70.03,69.83,70.23,82731,82567,82895,
CW,2021/05/26,58567,58445,58688,70.66,70.47,70.86,82888,82717,83058,
CW,2021/05/27,58520,58400,58641,70.54,70.34,70.75,82963,82785,83142,
CW,2021/05/28,57708,57564,57851,69.88,69.6,70.15,82589,82423,82755,
CW,2021/05/29,56031,55885,56177,68.18,67.78,68.58,82186,81972,82401,
CW,2021/05/30,54309,54144,54473,66.03,65.52,66.54,82250,82008,82491,
CW,2021/05/31,53649,53467,53831,65.16,64.57,65.76,82333,82068,82598,
AL,2021/05/01,1264,1264,1264,79.25,79.25,79.25,1595,1595,1595,POINT (-86.844516 32.756889)
AR,2021/05/01,678,678,678,67.46,67.46,67.46,1005,1005,1005,POINT (-92.439162 34.899825)
CT,2021/05/01,560,560,560,54.37,54.37,54.37,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/01,277,277,277,83.18,83.18,83.18,333,333,333,POINT (-77.016275 38.904785)
GA,2021/05/01,2189,2189,2189,79.72,79.72,79.72,2746,2746,2746,POINT (-83.426574 32.638481)
ID,2021/05/01,189,189,189,63.21,63.21,63.21,299,299,299,POINT (-114.659366 44.389073)
IN,2021/05/01,1497,1497,1497,68.17,68.17,68.17,2196,2196,2196,POINT (-86.2818 39.919991)
KS,2021/05/01,554,554,554,70.57,70.57,70.57,785,785,785,POINT (-98.38018 38.484729)
LA,2021/05/01,1107,1107,1107,62.86,62.86,62.86,1761,1761,1761,POINT (-91.840238 30.921314)
MD,2021/05/01,948,948,948,73.55,73.55,73.55,1289,1289,1289,POINT (-76.687282 38.946466)
MI,2021/05/01,2185,2170,2200,83.65,82.04,85.27,2612,2597,2627,POINT (-85.730977 44.874798)
AL,2021/05/02,1254,1254,1254,78.82,78.82,78.82,1591,1591,1591,POINT (-86.844516 32.756889)
AR,2021/05/02,681,680,682,67.9,67.9,67.9,1003,1003,1003,POINT (-92.439162 34.899825)
CT,2021/05/02,539,539,539,52.33,52.33,52.33,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/02,253,253,253,78.33,78.33,78.33,323,323,323,POINT (-77.016275 38.904785)
GA,2021/05/02,2162,2158,2166,78.93,78.93,78.93,2739,2739,2739,POINT (-83.426574 32.638481)
ID,2021/05/02,186,186,186,61.79,61.79,61.79,301,301,301,POINT (-114.659366 44.389073)
