state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-05,"37,553","37,437","37,669",5.28,4.99,5.57,"704,529","699,892","709,166"
CW,2020-10-06,"39,455","39,337","39,573",5.50,5.22,5.78,"709,889","705,555","714,224"
CW,2020-10-07,"39,716","39,609","39,823",5.52,5.29,5.74,"714,801","711,190","718,412"
CW,2020-10-08,"40,221","40,073","40,369",5.58,5.38,5.77,"715,160","712,846","717,473"
CW,2020-10-09,"40,122","40,009","40,235",5.54,5.39,5.69,"718,163","716,147","720,178"
CW,2020-10-10,"39,730","39,592","39,869",5.50,5.30,5.71,"717,825","715,420","720,229"
CW,2020-10-11,"39,938","39,786","40,090",5.55,5.32,5.78,"715,673","712,925","718,421"
CW,2020-10-12,"41,406","41,258","41,555",5.75,5.54,5.97,"717,913","715,592","720,234"
CW,2020-10-13,"42,758","42,613","42,903",5.92,5.70,6.14,"722,309","720,000","724,618"
CW,2020-10-14,"42,543","42,391","42,696",5.87,5.64,6.10,"724,337","721,981","726,693"
CW,2020-10-15,"42,515","42,392","42,638",5.87,5.67,6.08,"723,781","721,488","726,074"
CW,2020-10-16,"42,693","42,559","42,827",5.90,5.70,6.10,"723,303","721,252","725,353"
CW,2020-10-17,"42,262","42,111","42,412",5.86,5.64,6.09,"720,910","718,709","723,111"
CW,2020-10-18,"42,428","42,284","42,572",5.90,5.69,6.10,"719,106","717,184","721,029"
CW,2020-10-19,"43,719","43,602","43,836",6.06,5.89,6.23,"721,105","719,541","722,669"
CW,2020-10-20,"45,510","45,410","45,609",6.21,6.07,6.35,"732,947","731,672","734,221"
CW,2020-10-21,"46,199","46,127","46,271",6.28,6.15,6.41,"735,184","733,658","736,710"
CW,2020-10-22,"46,065","45,997","46,133",6.25,6.13,6.38,"736,972","735,436","738,507"
CW,2020-10-23,"46,380","46,278","46,482",6.30,6.16,6.44,"736,374","734,814","737,935"
CW,2020-10-24,"46,312","46,185","46,439",6.30,6.13,6.48,"735,619","733,791","737,446"
CW,2020-10-25,"46,906","46,797","47,015",6.40,6.25,6.56,"733,468","731,676","735,261"
CW,2020-10-26,"48,561","48,489","48,632",6.63,6.51,6.75,"733,601","731,974","735,228"
CW,2020-10-27,"50,170","50,055","50,286",6.83,6.67,6.98,"735,674","734,020","737,328"
CW,2020-10-28,"51,039","50,884","51,194",7.01,6.81,7.21,"728,644","726,713","730,574"
CW,2020-10-29,"51,764","51,620","51,909",7.16,6.84,7.48,"723,459","719,592","727,327"
CW,2020-10-30,"52,451","52,335","52,567",7.37,7.21,7.53,"712,218","710,601","713,836"
CW,2020-10-31,"52,697","52,556","52,838",7.45,7.23,7.67,"708,100","705,722","710,479"
CW,2020-11-01,"53,323","53,194","53,451",7.56,7.37,7.75,"706,128","704,106","708,150"
CW,2020-11-02,"55,600","55,487","55,713",7.85,7.70,8.01,"708,684","707,060","710,308"
CW,2020-11-03,"57,503","57,411","57,596",8.10,7.97,8.22,"710,749","709,256","712,241"
