state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-04,"36,005","35,853","36,157",5.07,4.73,5.41,"701,758","696,452","707,064"
CW,2020-10-05,"37,633","37,507","37,758",5.30,4.99,5.61,"703,095","698,185","708,004"
CW,2020-10-06,"39,414","39,295","39,534",5.51,5.22,5.79,"708,570","704,057","713,084"
CW,2020-10-07,"39,692","39,579","39,805",5.52,5.28,5.76,"713,451","709,573","717,330"
CW,2020-10-08,"40,191","40,039","40,343",5.58,5.38,5.79,"713,806","711,313","716,298"
CW,2020-10-09,"40,116","40,007","40,225",5.55,5.41,5.70,"716,921","714,758","719,085"
CW,2020-10-10,"39,713","39,573","39,853",5.51,5.30,5.73,"716,531","713,964","719,098"
CW,2020-10-11,"39,949","39,793","40,105",5.56,5.32,5.80,"714,574","711,661","717,486"
CW,2020-10-12,"41,403","41,254","41,553",5.76,5.54,5.99,"716,655","714,215","719,095"
CW,2020-10-13,"42,758","42,618","42,898",5.93,5.71,6.15,"720,947","718,520","723,373"
CW,2020-10-14,"42,531","42,379","42,684",5.88,5.65,6.12,"722,998","720,539","725,458"
CW,2020-10-15,"42,503","42,377","42,628",5.88,5.67,6.09,"722,431","720,048","724,814"
CW,2020-10-16,"42,697","42,563","42,831",5.91,5.71,6.12,"721,986","719,832","724,140"
CW,2020-10-17,"42,267","42,111","42,422",5.87,5.64,6.11,"719,542","717,209","721,874"
CW,2020-10-18,"42,442","42,296","42,588",5.91,5.70,6.12,"717,881","715,871","719,891"
CW,2020-10-19,"43,729","43,615","43,843",6.07,5.90,6.24,"719,893","718,217","721,568"
CW,2020-10-20,"45,477","45,335","45,619",6.22,6.02,6.41,"731,830","730,085","733,575"
CW,2020-10-21,"46,182","46,051","46,313",6.29,6.10,6.48,"733,940","732,002","735,878"
CW,2020-10-22,"46,048","45,976","46,120",6.26,6.13,6.40,"735,797","734,180","737,413"
CW,2020-10-23,"46,376","46,274","46,477",6.31,6.17,6.45,"735,195","733,560","736,831"
CW,2020-10-24,"46,294","46,170","46,418",6.31,6.13,6.48,"734,872","732,962","736,781"
CW,2020-10-25,"46,899","46,789","47,009",6.41,6.25,6.57,"732,662","730,780","734,545"
CW,2020-10-26,"48,548","48,471","48,624",6.64,6.51,6.76,"732,642","730,939","734,346"
CW,2020-10-27,"50,166","50,043","50,290",6.84,6.67,7.00,"734,732","732,987","736,476"
CW,2020-10-28,"51,021","50,864","51,177",7.02,6.81,7.22,"727,769","725,758","729,780"
CW,2020-10-29,"51,736","51,589","51,883",7.16,6.83,7.50,"722,588","718,417","726,760"
CW,2020-10-30,"52,425","52,308","52,541",7.38,7.22,7.54,"711,344","709,645","713,044"
CW,2020-10-31,"52,665","52,517","52,814",7.45,7.22,7.69,"707,298","704,703","709,893"
CW,2020-11-01,"53,327","53,188","53,466",7.57,7.36,7.78,"705,294","703,038","707,551"
CW,2020-11-02,"55,565","55,442","55,688",7.85,7.68,8.03,"708,548","706,696","710,400"
CW,2020-11-03,"57,200","56,956","57,444",8.05,7.73,8.37,"711,704","708,793","714,615"
PR,2020-10-04,340,336,344,3.99,3.99,3.99,"8,715","8,715","8,715"
PR,2020-10-05,328,324,332,3.71,3.71,3.71,"9,015","9,015","9,015"
PR,2020-10-06,348,346,351,4.06,4.06,4.06,"8,776","8,776","8,776"
PR,2020-10-07,393,355,431,4.78,-0.46,10.02,"8,398","7,815","8,980"
PR,2020-10-08,397,359,435,4.75,-0.42,9.92,"8,537","7,948","9,127"
PR,2020-10-09,369,369,369,4.21,4.21,4.21,"8,940","8,940","8,940"
PR,2020-10-10,366,362,370,4.16,3.66,4.67,"8,976","8,911","9,041"
PR,2020-10-11,353,351,355,4.10,4.10,4.10,"8,801","8,801","8,801"
PR,2020-10-12,339,331,346,3.88,3.88,3.88,"8,910","8,910","8,910"
PR,2020-10-13,335,330,340,3.84,3.84,3.84,"8,889","8,889","8,889"
PR,2020-10-14,366,365,367,4.18,4.18,4.18,"8,933","8,933","8,933"
PR,2020-10-15,388,383,394,4.44,4.44,4.44,"8,941","8,941","8,941"
PR,2020-10-16,372,365,378,4.24,4.24,4.24,"8,941","8,941","8,941"
PR,2020-10-17,336,331,340,3.84,3.35,4.34,"8,916","8,914","8,918"
PR,2020-10-18,312,312,312,3.65,3.64,3.66,"8,730","8,728","8,732"
PR,2020-10-19,359,352,366,4.17,4.17,4.17,"8,797","8,797","8,797"
PR,2020-10-20,401,396,406,4.58,4.58,4.58,"8,936","8,936","8,936"
PR,2020-10-21,404,400,409,4.61,4.61,4.61,"8,952","8,952","8,952"
PR,2020-10-22,411,411,411,4.63,4.63,4.63,"9,055","9,055","9,055"
PR,2020-10-23,393,392,394,4.45,4.45,4.45,"9,015","9,015","9,015"
PR,2020-10-24,416,412,421,4.70,4.25,5.14,"9,053","9,051","9,055"
PR,2020-10-25,385,385,385,4.45,4.44,4.46,"8,842","8,840","8,844"
PR,2020-10-26,372,371,373,4.35,4.35,4.35,"8,729","8,729","8,729"
