state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/14,39189,39175,39203,5.66,5.64,5.69,694886,694650,695122,
CW,2021/03/15,39945,39922,39968,5.77,5.73,5.8,695714,695426,696003,
CW,2021/03/16,40282,40263,40302,5.78,5.75,5.8,700141,700005,700277,
CW,2021/03/17,39769,39751,39786,5.69,5.67,5.72,701680,701513,701848,
CW,2021/03/18,39376,39355,39397,5.63,5.61,5.66,702173,702054,702292,
CW,2021/03/19,39114,39093,39134,5.6,5.56,5.63,701958,701589,702327,
CW,2021/03/20,37917,37909,37926,5.46,5.44,5.47,697875,697673,698077,
CW,2021/03/21,37906,37893,37919,5.48,5.45,5.5,694999,694738,695260,
CW,2021/03/22,38964,38936,38992,5.63,5.59,5.66,695664,695593,695734,
CW,2021/03/23,39552,39537,39567,5.67,5.65,5.69,700260,700075,700444,
CW,2021/03/24,39462,39438,39487,5.64,5.61,5.68,702200,701824,702575,
CW,2021/03/25,39387,39345,39430,5.63,5.57,5.68,702968,702758,703179,
CW,2021/03/26,39425,39411,39439,5.64,5.62,5.66,701574,701417,701730,
CW,2021/03/27,38849,38790,38908,5.58,5.51,5.65,699019,698859,699179,
CW,2021/03/28,39123,39110,39136,5.65,5.63,5.67,695239,695073,695405,
CW,2021/03/29,40165,40150,40180,5.8,5.78,5.82,695521,695354,695687,
CW,2021/03/30,40644,40617,40671,5.83,5.79,5.87,700154,699742,700566,
CW,2021/03/31,40457,40445,40470,5.79,5.77,5.81,701898,701729,702067,
CW,2021/04/01,40321,40302,40340,5.77,5.74,5.81,701280,700953,701606,
CW,2021/04/02,40040,39993,40088,5.75,5.69,5.82,698984,698636,699332,
CW,2021/04/03,39658,39642,39673,5.72,5.67,5.78,695781,695051,696511,
CW,2021/04/04,40122,40085,40159,5.82,5.76,5.88,692300,691647,692952,
CW,2021/04/05,41553,41525,41581,6.02,5.98,6.06,693242,692985,693499,
CW,2021/04/06,42760,42745,42776,6.15,6.11,6.18,698800,698443,699156,
CW,2021/04/07,42978,42967,42988,6.16,6.14,6.18,700516,700251,700782,
CW,2021/04/08,42938,42923,42954,6.16,6.14,6.18,699994,699735,700254,
CW,2021/04/09,42874,42842,42906,6.16,6.11,6.2,699486,699070,699902,
CW,2021/04/10,42392,42360,42424,6.1,6.05,6.15,698048,697611,698486,
CW,2021/04/11,43142,43095,43190,6.24,6.16,6.32,694325,693433,695217,
CW,2021/04/12,44470,44422,44518,6.43,6.37,6.5,694087,693525,694648,
CW,2021/04/13,44794,44536,45052,6.48,6.1,6.86,694312,690949,697675,
AK,2021/03/14,39,39,39,2.7,2.7,2.7,1443,1443,1443,POINT (-151.631889 63.631126)
AL,2021/03/14,514,514,514,3.7,3.7,3.7,13886,13886,13886,POINT (-86.844516 32.756889)
AR,2021/03/14,268,268,268,3.61,3.61,3.61,7427,7427,7427,POINT (-92.439162 34.899825)
AZ,2021/03/14,676,675,677,4.86,4.8,4.93,13916,13899,13933,POINT (-111.664616 34.293239)
CA,2021/03/14,3516,3516,3516,6.01,6.01,6.01,58466,58466,58466,POINT (-119.662127 37.211164)
CO,2021/03/14,387,387,387,3.82,3.82,3.82,10133,10133,10133,POINT (-105.547832 38.998552)
CT,2021/03/14,483,480,486,6.22,6.22,6.22,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/03/14,233,233,233,8.68,8.68,8.68,2684,2684,2684,POINT (-77.016275 38.904785)
