state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/28,39106,39088,39124,5.65,5.63,5.68,695085,694901,695269,
CW,2021/03/29,40168,40147,40188,5.8,5.78,5.83,695408,695246,695569,
CW,2021/03/30,40644,40607,40681,5.83,5.78,5.88,700050,699642,700459,
CW,2021/03/31,40472,40454,40490,5.79,5.77,5.82,701794,701627,701961,
CW,2021/04/01,40337,40315,40359,5.78,5.74,5.81,701172,700847,701496,
CW,2021/04/02,40057,39988,40125,5.76,5.67,5.84,698978,698632,699324,
CW,2021/04/03,39672,39653,39691,5.73,5.67,5.78,695728,695004,696452,
CW,2021/04/04,40129,40084,40174,5.82,5.76,5.88,692244,691833,692654,
CW,2021/04/05,41570,41542,41597,6.02,5.99,6.06,693187,692920,693454,
CW,2021/04/06,42752,42737,42768,6.15,6.12,6.18,698538,698172,698905,
CW,2021/04/07,42983,42971,42995,6.16,6.14,6.18,700454,700164,700743,
CW,2021/04/08,42929,42914,42944,6.16,6.14,6.18,699944,699686,700202,
CW,2021/04/09,42852,42836,42868,6.15,6.12,6.18,699474,699118,699830,
CW,2021/04/10,42416,42389,42443,6.1,6.07,6.14,697928,697677,698179,
CW,2021/04/11,43173,43137,43208,6.25,6.18,6.31,694268,693560,694975,
CW,2021/04/12,44508,44483,44533,6.44,6.4,6.47,694254,693937,694572,
CW,2021/04/13,44936,44912,44959,6.46,6.44,6.49,698262,698046,698478,
CW,2021/04/14,44737,44715,44758,6.41,6.39,6.44,700403,700185,700621,
CW,2021/04/15,44148,44135,44160,6.33,6.31,6.35,700668,700372,700965,
CW,2021/04/16,44351,44333,44369,6.35,6.33,6.38,701102,700792,701411,
CW,2021/04/17,43799,43764,43835,6.3,6.26,6.35,697840,697526,698154,
CW,2021/04/18,44196,44176,44217,6.4,6.37,6.43,693930,693630,694230,
CW,2021/04/19,45452,45437,45468,6.58,6.56,6.6,694144,693935,694352,
CW,2021/04/20,45549,45534,45564,6.55,6.54,6.57,697951,697710,698192,
CW,2021/04/21,44833,44824,44841,6.43,6.42,6.45,700026,699769,700283,
CW,2021/04/22,43796,43782,43810,6.28,6.26,6.31,699917,699580,700254,
CW,2021/04/23,43165,43110,43219,6.2,6.13,6.27,699272,698728,699816,
CW,2021/04/24,41859,41800,41917,6.02,5.92,6.12,698274,697300,699247,
CW,2021/04/25,41712,41680,41743,6.03,5.97,6.09,694579,693927,695230,
CW,2021/04/26,42499,42442,42556,6.16,6.06,6.25,693208,692263,694153,
CW,2021/04/27,42191,41895,42487,6.1,5.68,6.52,694946,691615,698277,
AK,2021/03/28,34,34,34,2.3,2.3,2.3,1477,1477,1477,POINT (-151.631889 63.631126)
AL,2021/03/28,451,451,451,3.25,3.25,3.25,13858,13858,13858,POINT (-86.844516 32.756889)
AZ,2021/03/28,533,529,537,3.89,3.62,4.16,13711,13694,13728,POINT (-111.664616 34.293239)
CA,2021/03/28,2570,2570,2570,4.4,4.35,4.45,58388,58322,58454,POINT (-119.662127 37.211164)
CT,2021/03/28,561,561,561,7.17,7.17,7.17,7820,7820,7820,POINT (-72.738288 41.575155)
DC,2021/03/28,181,181,181,6.71,6.71,6.71,2698,2698,2698,POINT (-77.016275 38.904785)
DE,2021/03/28,146,146,146,5.65,5.65,5.65,2586,2586,2586,POINT (-75.452394 38.994926)
GA,2021/03/28,1275,1275,1275,6.62,6.58,6.65,19274,19261,19287,POINT (-83.426574 32.638481)
ID,2021/03/28,168,168,168,5.21,5.21,5.21,3223,3223,3223,POINT (-114.659366 44.389073)
IN,2021/03/28,641,641,641,3.82,3.82,3.82,16769,16769,16769,POINT (-86.2818 39.919991)
KS,2021/03/28,170,170,170,2.17,2.17,2.17,7819,7819,7819,POINT (-98.38018 38.484729)
LA,2021/03/28,317,317,317,2.6,2.6,2.6,12403,12403,12403,POINT (-91.840238 30.921314)
MD,2021/03/28,1270,1270,1270,13,13,13,9768,9768,9768,POINT (-76.687282 38.946466)
MI,2021/03/28,2103,2103,2103,10.13,10.13,10.13,20769,20769,20769,POINT (-85.730977 44.874798)
AK,2021/03/29,32,32,32,2.15,2.15,2.15,1485,1485,1485,POINT (-151.631889 63.631126)
AL,2021/03/29,435,435,435,3.13,3.13,3.13,13897,13897,13897,POINT (-86.844516 32.756889)
AZ,2021/03/29,566,563,570,4.12,3.86,4.38,13760,13746,13774,POINT (-111.664616 34.293239)
