state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/30,40581,40547,40615,5.83,5.78,5.87,699874,699469,700279,
CW,2021/03/31,40472,40454,40490,5.79,5.77,5.82,701612,701475,701749,
CW,2021/04/01,40337,40315,40359,5.78,5.75,5.81,700990,700688,701291,
CW,2021/04/02,40057,39988,40126,5.76,5.67,5.84,698796,698474,699118,
CW,2021/04/03,39672,39653,39691,5.73,5.67,5.78,695546,694838,696254,
CW,2021/04/04,40129,40083,40175,5.82,5.76,5.89,692062,691680,692443,
CW,2021/04/05,41570,41543,41597,6.02,5.99,6.06,693005,692782,693228,
CW,2021/04/06,42752,42737,42768,6.15,6.12,6.18,698356,698024,698689,
CW,2021/04/07,42983,42972,42994,6.16,6.14,6.19,700454,700207,700700,
CW,2021/04/08,42929,42913,42945,6.16,6.14,6.18,699944,699740,700148,
CW,2021/04/09,42852,42836,42868,6.15,6.12,6.18,699474,699167,699781,
CW,2021/04/10,42416,42389,42443,6.1,6.07,6.14,697928,697744,698112,
CW,2021/04/11,43173,43137,43208,6.25,6.18,6.31,694268,693586,694949,
CW,2021/04/12,44508,44484,44533,6.44,6.4,6.47,694254,693995,694514,
CW,2021/04/13,44936,44913,44959,6.46,6.44,6.49,698272,698155,698389,
CW,2021/04/14,44737,44716,44757,6.41,6.39,6.44,700408,700288,700528,
CW,2021/04/15,44148,44136,44159,6.33,6.31,6.35,700674,700439,700908,
CW,2021/04/16,44351,44333,44369,6.35,6.33,6.38,701106,700859,701354,
CW,2021/04/17,43799,43764,43834,6.3,6.26,6.35,697845,697590,698100,
CW,2021/04/18,44196,44177,44216,6.4,6.37,6.42,693935,693699,694170,
CW,2021/04/19,45452,45438,45467,6.58,6.56,6.59,694148,694051,694246,
CW,2021/04/20,45549,45534,45564,6.55,6.54,6.57,697956,697861,698051,
CW,2021/04/21,44832,44824,44841,6.43,6.42,6.44,700031,699906,700156,
CW,2021/04/22,43795,43782,43809,6.28,6.26,6.31,699924,699696,700152,
CW,2021/04/23,43168,43113,43223,6.2,6.13,6.27,699277,698804,699750,
CW,2021/04/24,41884,41828,41940,6.02,5.93,6.11,698333,697452,699213,
CW,2021/04/25,41638,41587,41688,6.02,5.95,6.09,694683,694217,695148,
CW,2021/04/26,42560,42543,42577,6.16,6.13,6.2,693278,692869,693687,
CW,2021/04/27,42452,42431,42473,6.11,6.08,6.14,697770,697438,698103,
CW,2021/04/28,41520,41452,41588,5.94,5.84,6.05,701678,700741,702615,
CW,2021/04/29,40295,40051,40539,5.8,5.43,6.17,697560,694265,700855,
DC,2021/03/30,185,185,185,6.77,6.77,6.77,2733,2733,2733,POINT (-77.016275 38.904785)
DC,2021/03/31,190,190,190,6.97,6.97,6.97,2726,2726,2726,POINT (-77.016275 38.904785)
DC,2021/04/01,186,186,186,6.8,6.8,6.8,2735,2735,2735,POINT (-77.016275 38.904785)
DC,2021/04/02,185,185,185,6.8,6.8,6.8,2719,2719,2719,POINT (-77.016275 38.904785)
DC,2021/04/03,175,175,175,6.41,6.41,6.41,2729,2729,2729,POINT (-77.016275 38.904785)
DC,2021/04/04,169,169,169,6.3,6.3,6.3,2684,2684,2684,POINT (-77.016275 38.904785)
DC,2021/04/05,179,179,179,6.57,6.57,6.57,2723,2723,2723,POINT (-77.016275 38.904785)
DC,2021/04/06,186,186,186,6.83,6.83,6.83,2723,2723,2723,POINT (-77.016275 38.904785)
DC,2021/04/07,208,208,208,7.65,7.65,7.65,2719,2719,2719,POINT (-77.016275 38.904785)
DC,2021/04/08,189,189,189,6.94,6.94,6.94,2724,2724,2724,POINT (-77.016275 38.904785)
DC,2021/04/09,181,181,181,6.63,6.63,6.63,2731,2731,2731,POINT (-77.016275 38.904785)
DC,2021/04/10,186,186,186,6.81,6.81,6.81,2732,2732,2732,POINT (-77.016275 38.904785)
DC,2021/04/11,184,184,184,6.86,6.86,6.86,2681,2681,2681,POINT (-77.016275 38.904785)
DC,2021/04/12,196,196,196,7.2,7.2,7.2,2722,2722,2722,POINT (-77.016275 38.904785)
DC,2021/04/13,184,184,184,6.74,6.74,6.74,2728,2728,2728,POINT (-77.016275 38.904785)
DC,2021/04/14,175,175,175,6.42,6.42,6.42,2724,2724,2724,POINT (-77.016275 38.904785)
DC,2021/04/15,166,163,169,6.05,6.05,6.05,2743,2743,2743,POINT (-77.016275 38.904785)
DC,2021/04/16,186,186,186,6.78,6.78,6.78,2744,2744,2744,POINT (-77.016275 38.904785)
DC,2021/04/17,182,182,182,6.64,6.64,6.64,2740,2740,2740,POINT (-77.016275 38.904785)
DC,2021/04/18,179,179,179,6.63,6.63,6.63,2698,2698,2698,POINT (-77.016275 38.904785)
DC,2021/04/19,189,189,189,6.92,6.92,6.92,2730,2730,2730,POINT (-77.016275 38.904785)
DC,2021/04/20,200,200,200,7.33,7.33,7.33,2729,2729,2729,POINT (-77.016275 38.904785)
DC,2021/04/21,209,209,209,7.62,7.62,7.62,2742,2742,2742,POINT (-77.016275 38.904785)
DC,2021/04/22,193,193,193,7.02,7.02,7.02,2751,2751,2751,POINT (-77.016275 38.904785)
DC,2021/04/23,185,185,185,6.74,6.74,6.74,2743,2743,2743,POINT (-77.016275 38.904785)
DC,2021/04/24,177,177,177,6.49,6.49,6.49,2728,2728,2728,POINT (-77.016275 38.904785)
DC,2021/04/25,172,172,172,6.35,6.35,6.35,2708,2708,2708,POINT (-77.016275 38.904785)
DC,2021/04/26,176,176,176,6.44,6.44,6.44,2731,2731,2731,POINT (-77.016275 38.904785)
DC,2021/04/27,160,160,160,5.81,5.81,5.81,2753,2753,2753,POINT (-77.016275 38.904785)
DC,2021/04/28,148,148,148,5.38,5.38,5.38,2751,2751,2751,POINT (-77.016275 38.904785)
DC,2021/04/29,154,154,154,5.61,5.61,5.61,2745,2745,2745,POINT (-77.016275 38.904785)
AK,2021/03/30,35,35,35,2.36,2.36,2.36,1483,1483,1483,POINT (-151.631889 63.631126)
AL,2021/03/30,431,431,431,3.11,3.11,3.11,13863,13863,13863,POINT (-86.844516 32.756889)
AR,2021/03/30,201,201,201,2.64,2.64,2.64,7610,7602,7618,POINT (-92.439162 34.899825)
AZ,2021/03/30,555,555,555,3.96,3.96,3.96,14017,14017,14017,POINT (-111.664616 34.293239)
CA,2021/03/30,2600,2600,2600,4.4,4.39,4.42,59056,59036,59076,POINT (-119.662127 37.211164)
CO,2021/03/30,406,406,406,3.99,3.99,3.99,10164,10164,10164,POINT (-105.547832 38.998552)
CT,2021/03/30,596,596,596,7.68,7.68,7.68,7758,7758,7758,POINT (-72.738288 41.575155)
DE,2021/03/30,140,140,140,5.39,5.39,5.39,2596,2596,2596,POINT (-75.452394 38.994926)
FL,2021/03/30,3319,3319,3319,6.42,6.42,6.42,52682,52682,52682,POINT (-82.420978 28.260731)
GA,2021/03/30,1329,1329,1329,6.9,6.9,6.9,19266,19266,19266,POINT (-83.426574 32.638481)
HI,2021/03/30,50,50,50,2.02,2.02,2.02,2475,2475,2475,POINT (-157.854309 21.361013)
IA,2021/03/30,200,200,200,2.64,2.64,2.64,7675,7675,7675,POINT (-93.500061 42.074659)
ID,2021/03/30,160,160,160,4.96,4.96,4.96,3227,3227,3227,POINT (-114.659366 44.389073)
IL,2021/03/30,1477,1477,1477,5.16,5.16,5.16,28605,28605,28605,POINT (-89.148632 40.124144)
IN,2021/03/30,651,651,651,3.88,3.88,3.88,16789,16789,16789,POINT (-86.2818 39.919991)
KS,2021/03/30,174,174,174,2.23,2.23,2.23,7819,7819,7819,POINT (-98.38018 38.484729)
KY,2021/03/30,428,428,428,3.48,3.48,3.48,12301,12301,12301,POINT (-85.290484 37.526683)
LA,2021/03/30,302,302,302,2.45,2.45,2.45,12521,12521,12521,POINT (-91.840238 30.921314)
MA,2021/03/30,620,620,620,3.7,3.7,3.7,16771,16771,16771,POINT (-71.481104 42.151077)
MD,2021/03/30,1269,1269,1269,13.01,13.01,13.01,9756,9756,9756,POINT (-76.687282 38.946466)
ME,2021/03/30,94,94,94,3.27,3.27,3.27,2873,2873,2873,POINT (-69.06137 45.117911)
MI,2021/03/30,2452,2452,2452,11.65,11.65,11.65,21042,21042,21042,POINT (-85.730977 44.874798)
MN,2021/03/30,517,517,517,5.43,5.43,5.43,9516,9516,9516,POINT (-94.198308 46.349153)
MS,2021/03/30,282,282,282,3.59,3.59,3.59,7862,7862,7862,POINT (-89.65344 32.713378)
