state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/25,57358,57265,57451,69.04,68.97,69.1,83081,82948,83214,
CW,2021/04/26,57579,57470,57688,69.36,69.13,69.58,83018,82877,83160,
CW,2021/04/27,59980,59883,60077,71.86,71.53,72.18,83470,83348,83593,
CW,2021/04/28,60982,60896,61068,72.59,72.29,72.88,84014,83892,84136,
CW,2021/04/29,60389,60297,60482,72.22,71.9,72.55,83613,83483,83743,
CW,2021/04/30,60259,60165,60352,72.01,71.68,72.33,83685,83559,83811,
CW,2021/05/01,58583,58490,58676,70.26,69.94,70.58,83377,83254,83499,
CW,2021/05/02,56906,56825,56987,68.4,68.13,68.67,83198,83088,83307,
CW,2021/05/03,57261,57179,57343,68.99,68.72,69.25,83002,82898,83106,
CW,2021/05/04,59679,59567,59790,71.52,70.99,72.05,83449,83223,83675,
CW,2021/05/05,60264,60171,60356,72.09,71.8,72.38,83599,83496,83701,
CW,2021/05/06,60036,59932,60140,71.59,71.22,71.96,83862,83730,83995,
CW,2021/05/07,59512,59422,59602,71.27,70.95,71.6,83501,83377,83625,
CW,2021/05/08,57934,57834,58033,69.57,69.2,69.93,83274,83141,83408,
CW,2021/05/09,56624,56510,56738,67.98,67.53,68.43,83294,83141,83448,
CW,2021/05/10,56388,56285,56491,68.01,67.61,68.42,82908,82771,83045,
CW,2021/05/11,58713,58602,58823,70.42,69.99,70.86,83374,83225,83522,
CW,2021/05/12,59315,59187,59444,71.04,70.56,71.51,83497,83345,83649,
CW,2021/05/13,58838,58732,58944,70.63,70.33,70.93,83307,83159,83455,
CW,2021/05/14,58142,58031,58253,69.86,69.56,70.16,83227,83083,83371,
CW,2021/05/15,56979,56858,57101,68.77,68.43,69.11,82857,82701,83012,
CW,2021/05/16,55614,55495,55732,67.28,66.98,67.57,82664,82516,82811,
CW,2021/05/17,55949,55849,56049,67.69,67.52,67.86,82654,82518,82789,
CW,2021/05/18,58320,58222,58419,70.12,69.95,70.3,83168,83028,83307,
CW,2021/05/19,59129,59007,59250,71.03,70.76,71.31,83245,83103,83388,
CW,2021/05/20,58909,58783,59034,70.92,70.62,71.21,83073,82927,83219,
CW,2021/05/21,58348,58234,58461,70.15,69.88,70.43,83176,83011,83340,
CW,2021/05/22,57186,57064,57308,69.21,68.88,69.53,82636,82465,82808,
CW,2021/05/23,55173,55013,55332,67.12,66.59,67.65,82201,81961,82441,
CW,2021/05/24,55560,55363,55757,67.66,66.94,68.39,82118,81818,82417,
CW,2021/05/25,57501,57092,57910,69.13,67.61,70.65,83185,82658,83712,
AK,2021/04/25,91,91,91,65.47,65.47,65.47,139,139,139,POINT (-151.631889 63.631126)
AL,2021/04/25,1228,1228,1228,76.99,76.99,76.99,1595,1595,1595,POINT (-86.844516 32.756889)
AR,2021/04/25,665,665,665,67.24,67.24,67.24,989,989,989,POINT (-92.439162 34.899825)
AZ,2021/04/25,1084,1069,1099,51.01,48.65,53.37,2125,2105,2145,POINT (-111.664616 34.293239)
CA,2021/04/25,4653,4652,4654,68.62,68.42,68.82,6781,6773,6789,POINT (-119.662127 37.211164)
CO,2021/04/25,856,804,908,67.45,67.45,67.45,1269,1194,1344,POINT (-105.547832 38.998552)
