state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-09-29,"57,798","57,143","58,453",70.87,70.25,71.48,"80,444","79,576","81,312"
CW,2020-09-30,"58,101","57,446","58,757",71.25,70.60,71.91,"80,451","79,587","81,316"
CW,2020-10-01,"58,309","57,660","58,957",71.06,70.29,71.83,"80,990","80,131","81,849"
CW,2020-10-02,"57,991","57,349","58,633",70.55,69.72,71.38,"81,164","80,327","82,001"
CW,2020-10-03,"57,795","57,169","58,421",69.57,67.33,71.81,"81,955","81,143","82,767"
CW,2020-10-04,"56,240","55,621","56,859",67.85,65.62,70.07,"81,777","80,972","82,582"
CW,2020-10-05,"56,457","55,856","57,059",67.84,65.67,70.00,"82,313","81,531","83,096"
CW,2020-10-06,"59,091","58,511","59,670",70.78,68.71,72.85,"82,564","81,807","83,321"
CW,2020-10-07,"59,805","59,244","60,365",71.46,69.54,73.38,"82,811","82,080","83,542"
CW,2020-10-08,"60,035","59,531","60,538",71.81,70.11,73.51,"82,863","82,189","83,537"
CW,2020-10-09,"59,941","59,527","60,356",71.60,70.23,72.97,"83,025","82,466","83,584"
CW,2020-10-10,"58,749","58,459","59,040",70.39,69.59,71.19,"82,744","82,322","83,166"
CW,2020-10-11,"57,213","56,898","57,527",68.76,67.83,69.70,"82,459","82,018","82,899"
CW,2020-10-12,"57,572","57,270","57,874",68.59,67.55,69.64,"83,342","82,929","83,755"
CW,2020-10-13,"59,939","59,638","60,239",71.19,70.15,72.23,"83,686","83,276","84,097"
CW,2020-10-14,"60,444","60,143","60,746",71.81,70.72,72.89,"83,774","83,364","84,184"
CW,2020-10-15,"60,801","60,508","61,093",71.70,70.65,72.74,"84,167","83,771","84,563"
CW,2020-10-16,"60,801","60,527","61,074",71.60,70.63,72.57,"84,300","83,928","84,673"
CW,2020-10-17,"59,705","59,437","59,973",70.38,69.42,71.34,"84,218","83,852","84,584"
CW,2020-10-18,"58,108","57,854","58,361",68.73,67.83,69.63,"83,955","83,610","84,299"
CW,2020-10-19,"58,290","58,100","58,480",68.76,68.13,69.39,"84,124","83,857","84,390"
CW,2020-10-20,"60,979","60,845","61,113",71.46,70.98,71.95,"84,842","84,652","85,033"
CW,2020-10-21,"61,528","61,374","61,681",72.03,71.42,72.63,"85,029","84,811","85,247"
CW,2020-10-22,"61,297","61,178","61,416",71.64,71.17,72.10,"85,169","85,002","85,336"
CW,2020-10-23,"61,564","61,410","61,718",71.82,71.24,72.40,"85,320","85,123","85,517"
CW,2020-10-24,"60,289","60,120","60,459",70.53,69.90,71.16,"85,079","84,865","85,293"
CW,2020-10-25,"58,674","58,533","58,816",68.85,68.32,69.39,"84,832","84,647","85,016"
CW,2020-10-26,"58,442","58,359","58,526",68.61,68.30,68.91,"84,810","84,700","84,921"
CW,2020-10-27,"61,000","60,902","61,097",71.16,70.76,71.56,"85,336","85,181","85,491"
CW,2020-10-28,"61,914","61,749","62,079",72.14,71.52,72.76,"85,439","85,225","85,653"
CW,2020-10-29,"62,264","61,989","62,539",71.77,70.74,72.80,"86,342","85,978","86,706"
AL,2020-09-29,"1,235","1,235","1,235",84.65,84.65,84.65,"1,459","1,459","1,459"
AR,2020-09-29,762,759,765,77.06,76.91,77.21,946,923,969
CA,2020-09-29,"4,861","4,841","4,881",68.58,67.61,69.56,"7,088","7,058","7,118"
CT,2020-09-29,532,532,532,50.86,50.86,50.86,"1,046","1,046","1,046"
DC,2020-09-29,254,254,254,73.84,73.84,73.84,344,344,344
