state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-10-25,"58,451","58,328","58,574",68.44,67.97,68.91,"84,879","84,667","85,091"
CW,2020-10-26,"58,183","58,105","58,262",68.17,67.88,68.46,"84,863","84,696","85,029"
CW,2020-10-27,"60,750","60,664","60,836",70.74,70.36,71.13,"85,374","85,170","85,579"
CW,2020-10-28,"61,695","61,557","61,832",71.87,71.34,72.39,"85,349","85,126","85,573"
CW,2020-10-29,"62,026","61,873","62,179",71.87,71.32,72.42,"85,792","85,572","86,012"
CW,2020-10-30,"61,794","61,627","61,961",71.84,71.23,72.45,"85,704","85,475","85,932"
CW,2020-10-31,"60,674","60,470","60,878",70.60,69.85,71.35,"85,636","85,366","85,907"
CW,2020-11-01,"59,180","58,981","59,379",69.17,68.44,69.91,"85,253","84,991","85,516"
CW,2020-11-02,"59,097","58,923","59,270",69.13,68.49,69.76,"85,182","84,951","85,412"
CW,2020-11-03,"61,517","61,335","61,698",71.69,71.03,72.34,"85,504","85,270","85,738"
CW,2020-11-04,"62,319","62,104","62,534",72.42,71.63,73.21,"85,743","85,461","86,024"
CW,2020-11-05,"62,389","62,198","62,580",72.71,72.00,73.41,"85,806","85,562","86,051"
CW,2020-11-06,"62,448","62,274","62,621",72.76,72.13,73.39,"85,824","85,607","86,041"
CW,2020-11-07,"61,390","61,185","61,594",71.70,70.97,72.44,"85,618","85,374","85,862"
CW,2020-11-08,"60,798","60,611","60,984",71.06,70.38,71.74,"85,560","85,329","85,790"
CW,2020-11-09,"61,003","60,828","61,178",71.45,70.80,72.09,"85,382","85,161","85,603"
CW,2020-11-10,"63,633","63,519","63,748",74.35,73.94,74.77,"85,583","85,435","85,731"
CW,2020-11-11,"64,601","64,523","64,679",75.30,75.03,75.57,"85,795","85,695","85,895"
CW,2020-11-12,"64,436","64,372","64,499",74.87,74.65,75.09,"86,062","85,976","86,148"
CW,2020-11-13,"64,053","63,935","64,171",74.61,74.21,75.01,"85,849","85,715","85,984"
CW,2020-11-14,"63,077","63,004","63,149",73.64,73.36,73.92,"85,656","85,542","85,770"
CW,2020-11-15,"61,796","61,719","61,872",72.43,72.10,72.75,"85,323","85,187","85,459"
CW,2020-11-16,"61,853","61,782","61,924",72.38,72.12,72.65,"85,453","85,347","85,559"
CW,2020-11-17,"64,671","64,581","64,761",75.04,74.71,75.37,"86,183","86,068","86,298"
CW,2020-11-18,"65,641","65,566","65,716",75.92,75.61,76.22,"86,467","86,350","86,585"
CW,2020-11-19,"65,403","65,362","65,444",75.79,75.57,76.00,"86,300","86,208","86,393"
CW,2020-11-20,"65,328","65,273","65,383",76.02,75.79,76.26,"85,944","85,849","86,039"
CW,2020-11-21,"64,621","64,575","64,667",75.14,74.94,75.35,"86,004","85,918","86,090"
CW,2020-11-22,"63,402","63,350","63,455",73.66,73.45,73.87,"86,066","85,982","86,150"
CW,2020-11-23,"63,725","63,664","63,786",73.79,73.57,74.02,"86,358","86,275","86,442"
CW,2020-11-24,"65,435","65,148","65,722",75.27,74.23,76.32,"86,935","86,574","87,296"
AL,2020-10-25,"1,225","1,222","1,228",81.23,80.47,82.00,"1,508","1,503","1,513"
AZ,2020-10-25,"1,002",986,"1,018",52.52,49.59,55.44,"1,908","1,884","1,932"
CA,2020-10-25,"4,721","4,715","4,727",66.78,66.44,67.11,"7,070","7,059","7,081"
CT,2020-10-25,497,497,497,47.51,47.51,47.51,"1,046","1,046","1,046"
DC,2020-10-25,253,253,253,68.01,68.01,68.01,372,372,372
DE,2020-10-25,130,130,130,77.38,77.38,77.38,168,168,168
GA,2020-10-25,"2,113","2,069","2,157",79.98,75.13,84.83,"2,642","2,596","2,688"
ID,2020-10-25,190,190,190,66.20,65.61,66.79,287,286,288
IN,2020-10-25,"1,450","1,443","1,457",67.29,66.17,68.40,"2,155","2,145","2,165"
KS,2020-10-25,547,543,551,68.55,65.17,71.92,798,783,813
LA,2020-10-25,"1,153","1,152","1,154",61.46,60.97,61.95,"1,876","1,870","1,882"
MD,2020-10-25,912,910,914,74.39,73.79,74.98,"1,226","1,223","1,229"
MI,2020-10-25,"1,968","1,948","1,988",77.00,74.58,79.41,"2,556","2,533","2,579"
AL,2020-10-26,"1,268","1,265","1,271",83.86,83.28,84.45,"1,512","1,508","1,516"
AZ,2020-10-26,970,963,978,51.19,49.83,52.54,"1,896","1,885","1,907"
CA,2020-10-26,"4,714","4,712","4,715",66.33,66.25,66.41,"7,106","7,103","7,109"
CT,2020-10-26,490,490,490,46.85,46.85,46.85,"1,046","1,046","1,046"
DC,2020-10-26,246,246,246,68.91,68.91,68.91,357,357,357
DE,2020-10-26,129,129,129,76.79,76.79,76.79,168,168,168
GA,2020-10-26,"2,097","2,059","2,135",79.10,74.78,83.42,"2,651","2,608","2,694"
ID,2020-10-26,191,191,191,68.21,68.21,68.21,280,280,280
IN,2020-10-26,"1,412","1,398","1,427",65.45,63.38,67.53,"2,158","2,141","2,175"
KS,2020-10-26,559,558,560,71.94,69.38,74.51,777,765,789
LA,2020-10-26,"1,178","1,177","1,179",62.20,61.81,62.58,"1,894","1,890","1,898"
MD,2020-10-26,912,912,912,73.19,73.19,73.19,"1,246","1,246","1,246"
MI,2020-10-26,"1,927","1,908","1,946",76.26,74.02,78.50,"2,527","2,506","2,548"
AL,2020-10-27,"1,286","1,286","1,286",86.60,86.60,86.60,"1,485","1,485","1,485"
AZ,2020-10-27,"1,020","1,020","1,021",52.60,52.28,52.93,"1,940","1,936","1,944"
CA,2020-10-27,"4,989","4,987","4,991",69.34,69.22,69.46,"7,195","7,191","7,199"
CT,2020-10-27,510,510,510,48.39,48.39,48.39,"1,054","1,054","1,054"
DC,2020-10-27,258,258,258,71.47,71.47,71.47,361,361,361
DE,2020-10-27,138,138,138,82.14,82.14,82.14,168,168,168
GA,2020-10-27,"2,149","2,140","2,158",80.91,79.61,82.21,"2,656","2,640","2,672"
ID,2020-10-27,211,211,211,71.77,71.77,71.77,294,294,294
IN,2020-10-27,"1,494","1,481","1,507",70.84,68.68,73.00,"2,109","2,088","2,130"
KS,2020-10-27,588,573,603,75.77,69.87,81.68,776,759,793
LA,2020-10-27,"1,218","1,218","1,218",64.40,64.37,64.43,"1,891","1,891","1,892"
MD,2020-10-27,990,990,990,77.71,77.71,77.71,"1,274","1,274","1,274"
MI,2020-10-27,"2,030","2,016","2,044",78.53,76.93,80.13,"2,585","2,570","2,600"
AL,2020-10-28,"1,319","1,319","1,319",86.78,86.78,86.78,"1,520","1,520","1,520"
AZ,2020-10-28,"1,068","1,068","1,068",54.97,54.66,55.27,"1,943","1,939","1,947"
CA,2020-10-28,"5,013","4,997","5,029",69.66,68.83,70.50,"7,196","7,169","7,223"
CT,2020-10-28,533,533,533,50.57,50.57,50.57,"1,054","1,054","1,054"
DC,2020-10-28,268,268,268,73.02,73.02,73.02,367,367,367
DE,2020-10-28,141,141,141,81.98,81.98,81.98,172,172,172
GA,2020-10-28,"2,189","2,146","2,232",83.01,78.37,87.65,"2,637","2,594","2,680"
ID,2020-10-28,205,204,206,69.73,67.63,71.82,294,291,297
IN,2020-10-28,"1,536","1,536","1,536",72.97,72.74,73.20,"2,105","2,102","2,108"
KS,2020-10-28,601,600,602,77.25,76.57,77.93,778,775,781
LA,2020-10-28,"1,260","1,259","1,260",66.76,66.66,66.86,"1,886","1,886","1,887"
MD,2020-10-28,"1,010","1,010","1,010",79.22,79.22,79.22,"1,275","1,275","1,275"
MI,2020-10-28,"2,078","2,076","2,079",81.14,78.38,83.89,"2,560","2,521","2,600"
AL,2020-10-29,"1,309","1,309","1,309",87.27,87.27,87.27,"1,500","1,500","1,500"
AZ,2020-10-29,"1,092","1,091","1,093",56.46,55.88,57.04,"1,934","1,927","1,941"
CA,2020-10-29,"5,106","5,096","5,116",70.54,70.07,71.02,"7,238","7,223","7,253"
CT,2020-10-29,525,525,525,49.81,49.81,49.81,"1,054","1,054","1,054"
DC,2020-10-29,281,281,281,75.95,75.95,75.95,370,370,370
DE,2020-10-29,136,136,136,79.07,79.07,79.07,172,172,172
GA,2020-10-29,"2,168","2,159","2,177",82.91,81.55,84.26,"2,615","2,599","2,631"
ID,2020-10-29,208,208,208,70.27,70.27,70.27,296,296,296
IN,2020-10-29,"1,518","1,518","1,518",70.97,70.97,70.97,"2,139","2,139","2,139"
KS,2020-10-29,606,606,606,77.89,77.89,77.89,778,778,778
LA,2020-10-29,"1,245","1,245","1,245",69.56,69.53,69.60,"1,790","1,789","1,790"
MD,2020-10-29,998,998,998,79.46,79.46,79.46,"1,256","1,256","1,256"
MI,2020-10-29,"2,036","2,016","2,055",79.67,77.26,82.07,"2,555","2,531","2,579"
AL,2020-10-30,"1,291","1,290","1,292",85.50,85.40,85.60,"1,510","1,510","1,510"
AZ,2020-10-30,"1,076","1,063","1,088",56.04,52.38,59.71,"1,919","1,877","1,961"
CA,2020-10-30,"5,108","5,103","5,114",70.91,70.63,71.19,"7,204","7,195","7,213"
CT,2020-10-30,531,531,531,50.81,50.81,50.81,"1,045","1,045","1,045"
DC,2020-10-30,278,278,278,74.93,74.93,74.93,371,371,371
DE,2020-10-30,129,129,129,75.00,75.00,75.00,172,172,172
