state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-18,"53,956","53,534","54,378",7.34,6.89,7.79,"701,765","698,684","704,846"
CW,2020-08-19,"52,881","52,484","53,278",7.17,6.75,7.59,"703,351","700,411","706,291"
CW,2020-08-20,"51,490","51,143","51,838",6.94,6.57,7.31,"707,737","704,976","710,498"
CW,2020-08-21,"50,243","49,877","50,608",6.77,6.34,7.20,"708,898","705,285","712,512"
CW,2020-08-22,"48,322","48,039","48,606",6.53,6.20,6.85,"706,285","703,160","709,410"
CW,2020-08-23,"47,925","47,542","48,308",6.49,6.05,6.93,"704,318","701,202","707,433"
CW,2020-08-24,"48,412","48,060","48,765",6.51,6.10,6.92,"710,174","707,414","712,933"
CW,2020-08-25,"48,613","48,340","48,887",6.51,6.19,6.84,"712,758","710,242","715,274"
CW,2020-08-26,"47,631","47,248","48,014",6.36,5.92,6.81,"718,417","715,833","721,001"
CW,2020-08-27,"46,525","46,132","46,917",6.24,5.77,6.71,"720,934","718,294","723,574"
CW,2020-08-28,"45,008","44,580","45,436",6.07,5.56,6.57,"718,027","715,645","720,409"
CW,2020-08-29,"43,806","43,347","44,265",5.93,5.38,6.47,"714,275","711,621","716,929"
CW,2020-08-30,"43,207","42,732","43,683",5.86,5.38,6.35,"712,134","708,894","715,374"
CW,2020-08-31,"43,352","42,938","43,765",5.89,5.53,6.25,"712,153","709,965","714,342"
CW,2020-09-01,"44,302","43,903","44,701",5.98,5.65,6.32,"716,191","714,014","718,369"
CW,2020-09-02,"43,378","43,065","43,692",5.83,5.67,5.99,"719,648","717,992","721,303"
CW,2020-09-03,"42,572","42,187","42,958",5.75,5.30,6.20,"716,554","714,929","718,180"
CW,2020-09-04,"41,520","41,113","41,927",5.61,5.13,6.09,"715,520","713,829","717,211"
