state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-11-30,"62,961","62,895","63,027",74.53,74.32,74.75,"84,496","84,425","84,567"
CW,2020-12-01,"65,379","65,337","65,420",76.98,76.86,77.10,"84,951","84,908","84,994"
CW,2020-12-02,"66,032","65,978","66,086",77.44,77.29,77.60,"85,287","85,247","85,327"
CW,2020-12-03,"66,399","66,365","66,432",77.73,77.63,77.82,"85,436","85,407","85,466"
CW,2020-12-04,"66,424","66,365","66,483",77.61,77.45,77.76,"85,599","85,579","85,619"
CW,2020-12-05,"65,804","65,748","65,860",77.05,76.88,77.21,"85,419","85,376","85,462"
CW,2020-12-06,"64,653","64,598","64,707",75.99,75.81,76.16,"85,089","85,035","85,143"
CW,2020-12-07,"64,835","64,811","64,859",76.40,76.32,76.48,"84,865","84,832","84,898"
CW,2020-12-08,"67,011","66,959","67,063",78.26,78.09,78.44,"85,622","85,570","85,674"
CW,2020-12-09,"67,532","67,489","67,575",79.04,78.91,79.17,"85,444","85,414","85,474"
CW,2020-12-10,"67,662","67,634","67,689",79.05,78.96,79.14,"85,593","85,566","85,619"
CW,2020-12-11,"67,534","67,511","67,557",78.91,78.83,78.99,"85,582","85,559","85,605"
CW,2020-12-12,"66,687","66,658","66,716",77.96,77.86,78.05,"85,544","85,518","85,570"
CW,2020-12-13,"65,487","65,451","65,523",76.88,76.77,77.00,"85,178","85,139","85,218"
CW,2020-12-14,"65,644","65,610","65,678",77.29,77.20,77.39,"84,930","84,904","84,956"
CW,2020-12-15,"67,514","67,496","67,533",78.85,78.80,78.91,"85,620","85,593","85,646"
CW,2020-12-16,"67,908","67,888","67,927",79.03,78.98,79.08,"85,922","85,897","85,948"
CW,2020-12-17,"67,958","67,915","68,002",78.88,78.74,79.03,"86,150","86,099","86,200"
CW,2020-12-18,"67,625","67,611","67,640",78.56,78.52,78.61,"86,078","86,048","86,108"
CW,2020-12-19,"66,608","66,566","66,650",77.49,77.35,77.62,"85,960","85,913","86,006"
CW,2020-12-20,"65,581","65,546","65,615",76.35,76.23,76.48,"85,892","85,843","85,941"
CW,2020-12-21,"65,850","65,818","65,882",76.68,76.58,76.78,"85,877","85,842","85,912"
CW,2020-12-22,"67,465","67,435","67,495",78.26,78.16,78.36,"86,207","86,167","86,247"
CW,2020-12-23,"67,225","67,170","67,279",78.03,77.85,78.21,"86,155","86,096","86,214"
CW,2020-12-24,"65,883","65,836","65,930",76.71,76.55,76.86,"85,888","85,836","85,940"
CW,2020-12-25,"63,899","63,843","63,954",74.66,74.47,74.84,"85,591","85,533","85,649"
CW,2020-12-26,"63,800","63,744","63,857",74.53,74.34,74.72,"85,604","85,542","85,665"
CW,2020-12-27,"64,738","64,686","64,791",75.42,75.25,75.59,"85,837","85,778","85,896"
CW,2020-12-28,"65,700","65,629","65,770",76.56,76.32,76.79,"85,817","85,742","85,892"
CW,2020-12-29,"67,870","67,781","67,958",78.78,78.41,79.14,"86,152","86,013","86,292"
CW,2020-12-30,"68,263","68,061","68,465",79.26,78.55,79.96,"86,129","85,889","86,369"
CT,2020-11-30,605,605,605,57.35,57.35,57.35,"1,055","1,055","1,055"
DC,2020-11-30,260,260,260,79.51,79.51,79.51,327,327,327
CT,2020-12-01,564,564,564,51.27,51.27,51.27,"1,100","1,100","1,100"
DC,2020-12-01,272,272,272,82.42,82.42,82.42,330,330,330
CT,2020-12-02,615,615,615,55.91,55.91,55.91,"1,100","1,100","1,100"
DC,2020-12-02,280,280,280,82.84,82.84,82.84,338,338,338
CT,2020-12-03,622,622,622,56.24,56.24,56.24,"1,106","1,106","1,106"
DC,2020-12-03,279,279,279,82.30,82.30,82.30,339,339,339
CT,2020-12-04,622,622,622,56.44,56.44,56.44,"1,102","1,102","1,102"
DC,2020-12-04,282,282,282,82.46,82.46,82.46,342,342,342
CT,2020-12-05,642,642,642,58.20,58.20,58.20,"1,103","1,103","1,103"
DC,2020-12-05,272,272,272,80.47,80.47,80.47,338,338,338
CT,2020-12-06,610,608,611,55.21,55.21,55.21,"1,104","1,104","1,104"
DC,2020-12-06,266,266,266,78.24,78.24,78.24,340,340,340
CT,2020-12-07,611,611,611,55.34,55.34,55.34,"1,104","1,104","1,104"
DC,2020-12-07,269,269,269,82.77,82.77,82.77,325,325,325
CT,2020-12-08,639,639,639,57.88,57.88,57.88,"1,104","1,104","1,104"
DC,2020-12-08,289,289,289,86.53,86.53,86.53,334,334,334
CT,2020-12-09,653,653,653,59.15,59.15,59.15,"1,104","1,104","1,104"
DC,2020-12-09,296,296,296,87.83,87.83,87.83,337,337,337
CT,2020-12-10,651,651,651,59.07,59.07,59.07,"1,102","1,102","1,102"
DC,2020-12-10,281,281,281,83.63,83.63,83.63,336,336,336
CT,2020-12-11,649,649,649,58.63,58.63,58.63,"1,107","1,107","1,107"
DC,2020-12-11,285,285,285,85.07,85.07,85.07,335,335,335
CT,2020-12-12,655,655,655,58.85,58.85,58.85,"1,113","1,113","1,113"
DC,2020-12-12,281,281,281,81.92,81.92,81.92,343,343,343
CT,2020-12-13,645,645,645,57.90,57.90,57.90,"1,114","1,114","1,114"
DC,2020-12-13,278,278,278,81.52,81.52,81.52,341,341,341
CT,2020-12-14,624,624,624,56.01,56.01,56.01,"1,114","1,114","1,114"
DC,2020-12-14,283,283,283,86.54,86.54,86.54,327,327,327
CT,2020-12-15,652,652,652,59.27,59.27,59.27,"1,100","1,100","1,100"
DC,2020-12-15,289,289,289,85.00,85.00,85.00,340,340,340
CT,2020-12-16,596,596,596,54.38,54.38,54.38,"1,096","1,096","1,096"
DC,2020-12-16,300,300,300,86.71,86.71,86.71,346,346,346
CT,2020-12-17,666,666,666,60.49,60.49,60.49,"1,101","1,101","1,101"
DC,2020-12-17,296,296,296,86.05,86.05,86.05,344,344,344
CT,2020-12-18,673,673,673,61.13,61.13,61.13,"1,101","1,101","1,101"
DC,2020-12-18,291,291,291,85.84,85.84,85.84,339,339,339
CT,2020-12-19,657,657,657,59.73,59.73,59.73,"1,100","1,100","1,100"
DC,2020-12-19,274,274,274,80.59,80.59,80.59,340,340,340
CT,2020-12-20,652,652,652,59.27,59.27,59.27,"1,100","1,100","1,100"
DC,2020-12-20,262,262,262,81.11,81.11,81.11,323,323,323
CT,2020-12-21,634,634,634,57.64,57.64,57.64,"1,100","1,100","1,100"
DC,2020-12-21,267,267,267,82.41,82.41,82.41,324,324,324
CT,2020-12-22,660,660,660,61.57,61.57,61.57,"1,072","1,072","1,072"
DC,2020-12-22,281,281,281,82.65,82.65,82.65,340,340,340
CT,2020-12-23,665,665,665,62.03,62.03,62.03,"1,072","1,072","1,072"
DC,2020-12-23,281,281,281,82.89,82.89,82.89,339,339,339
CT,2020-12-24,665,665,665,61.98,61.98,61.98,"1,073","1,073","1,073"
DC,2020-12-24,267,267,267,81.65,81.65,81.65,327,327,327
CT,2020-12-25,636,636,636,59.27,59.27,59.27,"1,073","1,073","1,073"
DC,2020-12-25,240,240,240,75.24,75.24,75.24,319,319,319
CT,2020-12-26,638,638,638,59.35,59.35,59.35,"1,075","1,075","1,075"
DC,2020-12-26,230,230,230,70.99,70.93,71.05,324,324,324
CT,2020-12-27,650,650,650,60.47,60.47,60.47,"1,075","1,075","1,075"
DC,2020-12-27,242,242,242,76.34,76.34,76.34,317,317,317
CT,2020-12-28,643,643,643,59.87,59.87,59.87,"1,074","1,074","1,074"
DC,2020-12-28,253,253,253,84.33,84.33,84.33,300,300,300
CT,2020-12-29,665,665,665,61.92,61.92,61.92,"1,074","1,074","1,074"
DC,2020-12-29,268,268,268,80.72,80.72,80.72,332,332,332
CT,2020-12-30,661,661,661,61.49,61.49,61.49,"1,075","1,075","1,075"
DC,2020-12-30,277,277,277,82.20,82.20,82.20,337,337,337
AK,2020-11-30,105,105,105,84.68,84.68,84.68,124,124,124
AL,2020-11-30,"1,293","1,293","1,293",87.66,87.66,87.66,"1,475","1,475","1,475"
AR,2020-11-30,785,785,785,79.61,79.61,79.61,986,986,986
AZ,2020-11-30,"1,283","1,283","1,283",64.18,64.18,64.18,"1,999","1,999","1,999"
CA,2020-11-30,"5,549","5,495","5,603",76.13,73.94,78.32,"7,303","7,245","7,361"
CO,2020-11-30,972,972,972,67.22,67.22,67.22,"1,446","1,446","1,446"
DE,2020-11-30,143,143,143,82.18,82.18,82.18,174,174,174
FL,2020-11-30,"4,786","4,786","4,786",76.86,76.86,76.86,"6,227","6,227","6,227"
GA,2020-11-30,"2,186","2,184","2,188",83.12,82.88,83.36,"2,630","2,628","2,632"
HI,2020-11-30,148,148,148,65.49,65.49,65.49,226,226,226
IA,2020-11-30,505,505,505,72.25,72.25,72.25,699,699,699
ID,2020-11-30,219,219,219,77.39,77.39,77.39,283,283,283
IL,2020-11-30,"2,393","2,382","2,404",65.62,65.62,65.62,"3,647","3,632","3,662"
IN,2020-11-30,"1,657","1,648","1,666",76.78,76.78,76.78,"2,158","2,158","2,158"
KS,2020-11-30,621,621,621,79.31,79.31,79.31,783,783,783
KY,2020-11-30,"1,137","1,137","1,137",72.88,72.88,72.88,"1,560","1,560","1,560"
LA,2020-11-30,"1,280","1,280","1,280",72.98,72.98,72.98,"1,754","1,754","1,754"
MA,2020-11-30,958,958,958,50.74,50.74,50.74,"1,888","1,888","1,888"
MD,2020-11-30,991,991,991,77.79,77.79,77.79,"1,274","1,274","1,274"
ME,2020-11-30,222,222,222,69.38,69.38,69.38,320,320,320
MI,2020-11-30,"2,071","2,071","2,071",81.44,81.44,81.44,"2,543","2,539","2,547"
MN,2020-11-30,770,770,770,81.31,81.31,81.31,947,944,950
MS,2020-11-30,667,667,667,78.93,78.93,78.93,845,845,845
MT,2020-11-30,167,167,167,72.61,72.61,72.61,230,230,230
ND,2020-11-30,119,119,119,88.81,88.81,88.81,134,134,134
NJ,2020-11-30,"1,521","1,521","1,521",66.42,66.42,66.42,"2,290","2,290","2,290"
NV,2020-11-30,709,709,709,80.02,80.02,80.02,886,886,886
NY,2020-11-30,"3,258","3,258","3,258",55.03,55.03,55.03,"5,920","5,920","5,920"
OK,2020-11-30,880,878,882,84.70,84.15,85.24,"1,039","1,037","1,041"
PA,2020-11-30,"3,237","3,211","3,263",82.66,80.45,84.87,"3,916","3,881","3,951"
SC,2020-11-30,986,986,986,79.26,79.26,79.26,"1,244","1,244","1,244"
TN,2020-11-30,"1,821","1,821","1,821",83.76,83.76,83.76,"2,174","2,174","2,174"
UT,2020-11-30,431,431,431,66.00,66.00,66.00,653,653,653
VA,2020-11-30,"1,384","1,384","1,384",68.31,68.31,68.31,"2,026","2,026","2,026"
AK,2020-12-01,99,99,99,80.49,80.49,80.49,123,123,123
AL,2020-12-01,"1,298","1,298","1,298",87.64,87.64,87.64,"1,481","1,481","1,481"
AR,2020-12-01,807,807,807,81.11,81.11,81.11,995,995,995
AZ,2020-12-01,"1,395","1,395","1,395",70.35,70.35,70.35,"1,983","1,983","1,983"
CA,2020-12-01,"5,817","5,805","5,829",79.34,78.87,79.80,"7,346","7,331","7,361"
