state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/05,55925,55887,55963,67.18,67.03,67.32,83252,83206,83298,
CW,2021/04/06,58636,58590,58683,70.07,69.88,70.26,83678,83610,83746,
CW,2021/04/07,59904,59822,59987,71.58,71.29,71.87,83689,83606,83772,
CW,2021/04/08,60022,60007,60036,71.77,71.71,71.82,83636,83619,83653,
CW,2021/04/09,59937,59919,59955,71.63,71.56,71.7,83676,83653,83698,
CW,2021/04/10,58632,58590,58674,70.25,70.11,70.39,83463,83430,83495,
CW,2021/04/11,57283,57194,57372,68.72,68.38,69.05,83361,83253,83469,
CW,2021/04/12,57550,57494,57606,69.12,68.9,69.33,83264,83193,83334,
CW,2021/04/13,59945,59878,60011,71.66,71.4,71.91,83655,83568,83742,
CW,2021/04/14,60712,60620,60804,72.42,72.06,72.77,83838,83719,83956,
CW,2021/04/15,60594,60510,60679,72.37,72.04,72.7,83727,83616,83838,
CW,2021/04/16,60476,60397,60555,72.22,71.91,72.53,83736,83630,83841,
CW,2021/04/17,59339,59239,59438,70.99,70.62,71.36,83586,83466,83707,
CW,2021/04/18,57450,57352,57549,69.06,68.69,69.42,83194,83083,83306,
CW,2021/04/19,57416,57328,57503,69.05,68.9,69.19,83152,83037,83268,
CW,2021/04/20,60254,60161,60346,72.12,71.96,72.28,83547,83426,83667,
CW,2021/04/21,60609,60513,60704,72.6,72.42,72.78,83482,83353,83611,
CW,2021/04/22,60569,60473,60665,72.65,72.48,72.82,83371,83244,83498,
CW,2021/04/23,60181,60087,60274,72.17,72.02,72.32,83389,83265,83513,
CW,2021/04/24,58725,58623,58826,70.54,70.25,70.83,83252,83089,83415,
CW,2021/04/25,57361,57277,57444,69.08,69.01,69.14,83036,82923,83149,
CW,2021/04/26,57554,57455,57653,69.38,69.18,69.59,82952,82829,83076,
CW,2021/04/27,59951,59861,60041,71.88,71.55,72.21,83404,83297,83512,
CW,2021/04/28,60947,60868,61026,72.59,72.29,72.9,83956,83849,84063,
CW,2021/04/29,60354,60269,60439,72.24,71.91,72.57,83545,83429,83661,
CW,2021/04/30,60217,60129,60304,72.02,71.69,72.35,83613,83498,83728,
CW,2021/05/01,58563,58473,58654,70.31,69.97,70.65,83296,83178,83414,
CW,2021/05/02,56907,56792,57022,68.45,68.01,68.89,83137,82989,83285,
CW,2021/05/03,57174,57074,57274,69,68.61,69.38,82864,82731,82997,
CW,2021/05/04,59556,59409,59704,71.45,70.78,72.12,83354,83096,83612,
CW,2021/05/05,59847,59394,60300,71.78,70.06,73.49,83381,82822,83940,
AK,2021/04/05,95,95,95,68.35,68.35,68.35,139,134,144,POINT (-151.631889 63.631126)
AL,2021/04/05,1220,1220,1220,77.22,77.22,77.22,1580,1580,1580,POINT (-86.844516 32.756889)
AR,2021/04/05,624,620,628,61.42,60.27,62.56,1016,1012,1020,POINT (-92.439162 34.899825)
AZ,2021/04/05,996,996,996,46.61,46.61,46.61,2137,2137,2137,POINT (-111.664616 34.293239)
CA,2021/04/05,4679,4642,4716,68.27,66.64,69.89,6854,6814,6894,POINT (-119.662127 37.211164)
CO,2021/04/05,773,773,773,61.99,61.99,61.99,1247,1247,1247,POINT (-105.547832 38.998552)
CT,2021/04/05,574,574,574,55.41,55.41,55.41,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/05,243,243,243,78.64,78.64,78.64,309,309,309,POINT (-77.016275 38.904785)
DE,2021/04/05,156,156,156,84.32,84.32,84.32,185,185,185,POINT (-75.452394 38.994926)
FL,2021/04/05,4725,4725,4725,73.83,73.83,73.83,6400,6400,6400,POINT (-82.420978 28.260731)
GA,2021/04/05,2082,2082,2082,75.14,75.14,75.14,2771,2771,2771,POINT (-83.426574 32.638481)
HI,2021/04/05,128,128,128,60.66,60.66,60.66,211,211,211,POINT (-157.854309 21.361013)
IA,2021/04/05,447,447,447,67.73,67.73,67.73,660,660,660,POINT (-93.500061 42.074659)
ID,2021/04/05,197,197,197,65.89,65.89,65.89,299,299,299,POINT (-114.659366 44.389073)
IL,2021/04/05,1998,1998,1998,58.44,58.44,58.44,3419,3419,3419,POINT (-89.148632 40.124144)
IN,2021/04/05,1315,1315,1315,60.52,60.52,60.52,2173,2173,2173,POINT (-86.2818 39.919991)
KS,2021/04/05,520,520,520,66.41,66.41,66.41,783,783,783,POINT (-98.38018 38.484729)
KY,2021/04/05,990,987,993,56.28,56.28,56.28,1759,1759,1759,POINT (-85.290484 37.526683)
LA,2021/04/05,1050,1050,1050,60.17,60.17,60.17,1745,1745,1745,POINT (-91.840238 30.921314)
MA,2021/04/05,995,995,995,72.21,72.21,72.21,1378,1378,1378,POINT (-71.481104 42.151077)
MD,2021/04/05,979,979,979,75.83,75.83,75.83,1291,1291,1291,POINT (-76.687282 38.946466)
ME,2021/04/05,224,224,224,70.22,70.22,70.22,319,319,319,POINT (-69.06137 45.117911)
MI,2021/04/05,1989,1989,1989,79.15,79.15,79.15,2513,2513,2513,POINT (-85.730977 44.874798)
MN,2021/04/05,623,623,623,69.61,69.61,69.61,895,895,895,POINT (-94.198308 46.349153)
MS,2021/04/05,563,563,563,70.02,70.02,70.02,804,804,804,POINT (-89.65344 32.713378)
MT,2021/04/05,116,116,116,56.86,56.86,56.86,204,204,204,POINT (-109.645127 47.033521)
NJ,2021/04/05,1341,1341,1341,45.43,45.43,45.43,2952,2952,2952,POINT (-74.655514 40.110253)
NV,2021/04/05,585,585,585,67.24,67.24,67.24,870,870,870,POINT (-114.916992 39.283294)
AK,2021/04/06,101,101,101,71.13,71.13,71.13,142,138,146,POINT (-151.631889 63.631126)
AL,2021/04/06,1290,1288,1292,81.29,81.29,81.29,1587,1587,1587,POINT (-86.844516 32.756889)
AR,2021/04/06,675,672,678,66.57,65.62,67.52,1014,1010,1018,POINT (-92.439162 34.899825)
AZ,2021/04/06,1004,1004,1004,46.61,46.61,46.61,2154,2154,2154,POINT (-111.664616 34.293239)
CA,2021/04/06,4778,4777,4779,69.17,68.93,69.4,6908,6898,6918,POINT (-119.662127 37.211164)
CO,2021/04/06,816,816,816,65.59,65.59,65.59,1244,1244,1244,POINT (-105.547832 38.998552)
CT,2021/04/06,604,604,604,58.3,58.3,58.3,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/06,258,258,258,82.43,82.43,82.43,313,313,313,POINT (-77.016275 38.904785)
DE,2021/04/06,157,157,157,83.96,83.96,83.96,187,187,187,POINT (-75.452394 38.994926)
FL,2021/04/06,4982,4982,4982,77.55,77.55,77.55,6424,6424,6424,POINT (-82.420978 28.260731)
GA,2021/04/06,2140,2094,2185,77.35,71.74,82.96,2766,2700,2832,POINT (-83.426574 32.638481)
HI,2021/04/06,128,128,128,61.24,61.24,61.24,209,209,209,POINT (-157.854309 21.361013)
IA,2021/04/06,467,467,467,67.68,67.68,67.68,690,690,690,POINT (-93.500061 42.074659)
ID,2021/04/06,206,206,206,68.9,68.9,68.9,299,299,299,POINT (-114.659366 44.389073)
IL,2021/04/06,2093,2093,2093,61.22,61.22,61.22,3419,3419,3419,POINT (-89.148632 40.124144)
IN,2021/04/06,1413,1412,1414,65.12,65.12,65.12,2170,2170,2170,POINT (-86.2818 39.919991)
KS,2021/04/06,542,542,542,68.43,68.43,68.43,792,792,792,POINT (-98.38018 38.484729)
KY,2021/04/06,1027,1027,1027,58.39,58.39,58.39,1759,1759,1759,POINT (-85.290484 37.526683)
LA,2021/04/06,1104,1104,1104,63.34,63.34,63.34,1743,1743,1743,POINT (-91.840238 30.921314)
MA,2021/04/06,1033,1033,1033,74,74,74,1396,1396,1396,POINT (-71.481104 42.151077)
MD,2021/04/06,1017,1017,1017,76.99,76.99,76.99,1321,1321,1321,POINT (-76.687282 38.946466)
ME,2021/04/06,241,241,241,74.61,74.61,74.61,323,323,323,POINT (-69.06137 45.117911)
MI,2021/04/06,2073,2073,2073,81.58,81.58,81.58,2541,2541,2541,POINT (-85.730977 44.874798)
MN,2021/04/06,686,686,686,75.38,75.38,75.38,910,910,910,POINT (-94.198308 46.349153)
MS,2021/04/06,600,599,600,73.11,73.11,73.11,820,820,820,POINT (-89.65344 32.713378)
MT,2021/04/06,130,130,130,59.09,59.09,59.09,220,220,220,POINT (-109.645127 47.033521)
NJ,2021/04/06,1382,1382,1382,46.9,46.9,46.9,2947,2947,2947,POINT (-74.655514 40.110253)
NV,2021/04/06,606,606,606,69.34,69.34,69.34,874,874,874,POINT (-114.916992 39.283294)
AK,2021/04/07,90,90,90,63.83,63.83,63.83,141,141,141,POINT (-151.631889 63.631126)
AL,2021/04/07,1333,1332,1334,84.15,84.15,84.15,1584,1584,1584,POINT (-86.844516 32.756889)
AR,2021/04/07,692,692,693,68.43,68.43,68.43,1012,1012,1012,POINT (-92.439162 34.899825)
AZ,2021/04/07,1062,1062,1062,49.05,49.05,49.05,2165,2165,2165,POINT (-111.664616 34.293239)
CA,2021/04/07,4800,4799,4801,69.9,69.73,70.07,6867,6860,6874,POINT (-119.662127 37.211164)
CO,2021/04/07,860,860,860,68.86,68.86,68.86,1249,1249,1249,POINT (-105.547832 38.998552)
CT,2021/04/07,605,605,605,58.4,58.4,58.4,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/07,263,263,263,85.67,85.67,85.67,307,307,307,POINT (-77.016275 38.904785)
DE,2021/04/07,150,150,150,80.65,80.65,80.65,186,186,186,POINT (-75.452394 38.994926)
FL,2021/04/07,5073,5073,5073,78.77,78.77,78.77,6440,6440,6440,POINT (-82.420978 28.260731)
GA,2021/04/07,2163,2161,2165,78.14,77.92,78.36,2768,2766,2770,POINT (-83.426574 32.638481)
HI,2021/04/07,131,131,131,62.38,62.38,62.38,210,210,210,POINT (-157.854309 21.361013)
IA,2021/04/07,456,454,458,68.88,68.88,68.88,662,662,662,POINT (-93.500061 42.074659)
ID,2021/04/07,210,210,210,70.71,70.71,70.71,297,297,297,POINT (-114.659366 44.389073)
IL,2021/04/07,2186,2186,2187,63.93,63.93,63.93,3420,3420,3420,POINT (-89.148632 40.124144)
IN,2021/04/07,1500,1500,1501,68.77,68.77,68.77,2182,2182,2182,POINT (-86.2818 39.919991)
KS,2021/04/07,558,558,559,70.7,70.7,70.7,790,790,790,POINT (-98.38018 38.484729)
KY,2021/04/07,1042,1025,1060,59.27,59.27,59.27,1759,1759,1759,POINT (-85.290484 37.526683)
LA,2021/04/07,1120,1120,1120,64.33,64.33,64.33,1741,1741,1741,POINT (-91.840238 30.921314)
MA,2021/04/07,1045,1045,1045,75.18,75.18,75.18,1390,1390,1390,POINT (-71.481104 42.151077)
MD,2021/04/07,1030,1030,1030,78.99,78.99,78.99,1304,1304,1304,POINT (-76.687282 38.946466)
ME,2021/04/07,241,240,242,74.84,74.84,74.84,322,322,322,POINT (-69.06137 45.117911)
MI,2021/04/07,2074,2074,2074,81.72,81.72,81.72,2538,2538,2538,POINT (-85.730977 44.874798)
MN,2021/04/07,693,692,694,75.57,75.23,75.91,917,916,918,POINT (-94.198308 46.349153)
MS,2021/04/07,595,595,595,72.21,72.21,72.21,824,824,824,POINT (-89.65344 32.713378)
MT,2021/04/07,126,126,126,54.31,54.31,54.31,232,232,232,POINT (-109.645127 47.033521)
NJ,2021/04/07,1376,1376,1376,47.09,47.09,47.09,2922,2922,2922,POINT (-74.655514 40.110253)
NV,2021/04/07,625,625,625,72.67,72.67,72.67,860,860,860,POINT (-114.916992 39.283294)
AK,2021/04/08,100,100,100,71.94,71.94,71.94,139,139,139,POINT (-151.631889 63.631126)
AL,2021/04/08,1309,1309,1309,82.53,82.53,82.53,1586,1586,1586,POINT (-86.844516 32.756889)
AR,2021/04/08,683,683,683,68.3,68.3,68.3,1000,1000,1000,POINT (-92.439162 34.899825)
AZ,2021/04/08,1062,1060,1064,48.92,48.92,48.92,2171,2171,2171,POINT (-111.664616 34.293239)
CA,2021/04/08,4805,4805,4805,70.23,70.23,70.23,6842,6836,6848,POINT (-119.662127 37.211164)
