state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-06,"39,429","39,301","39,557",5.49,5.22,5.77,"710,363","706,094","714,632"
CW,2020-10-07,"39,719","39,609","39,829",5.52,5.29,5.75,"714,748","711,035","718,462"
CW,2020-10-08,"40,224","40,066","40,383",5.58,5.37,5.78,"715,107","712,757","717,457"
CW,2020-10-09,"40,124","39,999","40,249",5.54,5.38,5.70,"718,110","716,086","720,135"
CW,2020-10-10,"39,732","39,583","39,880",5.50,5.29,5.72,"717,772","715,364","720,181"
CW,2020-10-11,"39,942","39,789","40,094",5.55,5.32,5.79,"715,627","712,893","718,361"
CW,2020-10-12,"41,407","41,252","41,562",5.76,5.53,5.98,"717,747","715,469","720,026"
CW,2020-10-13,"42,750","42,598","42,902",5.92,5.69,6.15,"722,143","719,862","724,424"
CW,2020-10-14,"42,543","42,386","42,700",5.87,5.64,6.10,"724,343","722,048","726,638"
CW,2020-10-15,"42,515","42,391","42,638",5.87,5.67,6.07,"723,788","721,536","726,040"
CW,2020-10-16,"42,694","42,552","42,837",5.90,5.69,6.11,"723,311","721,273","725,349"
CW,2020-10-17,"42,266","42,113","42,420",5.86,5.64,6.09,"720,919","718,724","723,114"
CW,2020-10-18,"42,435","42,280","42,589",5.90,5.69,6.11,"719,111","717,208","721,014"
CW,2020-10-19,"43,728","43,599","43,857",6.06,5.88,6.24,"721,111","719,502","722,719"
CW,2020-10-20,"45,520","45,410","45,631",6.21,6.06,6.36,"732,959","731,651","734,266"
CW,2020-10-21,"46,211","46,138","46,284",6.28,6.16,6.41,"735,197","733,714","736,681"
CW,2020-10-22,"46,078","46,010","46,147",6.26,6.13,6.38,"736,972","735,444","738,499"
CW,2020-10-23,"46,392","46,279","46,506",6.30,6.16,6.45,"736,374","734,822","737,926"
CW,2020-10-24,"46,327","46,189","46,466",6.30,6.12,6.49,"735,595","733,776","737,414"
CW,2020-10-25,"46,929","46,807","47,051",6.40,6.24,6.57,"733,439","731,648","735,229"
CW,2020-10-26,"48,582","48,505","48,660",6.63,6.51,6.75,"733,546","731,928","735,164"
CW,2020-10-27,"50,191","50,069","50,313",6.83,6.67,6.99,"735,713","734,058","737,368"
CW,2020-10-28,"51,062","50,898","51,225",7.01,6.80,7.22,"729,119","727,172","731,066"
CW,2020-10-29,"51,788","51,631","51,945",7.16,6.83,7.49,"723,985","720,030","727,940"
CW,2020-10-30,"52,450","52,320","52,580",7.37,7.20,7.54,"712,376","710,771","713,982"
CW,2020-10-31,"52,668","52,516","52,820",7.44,7.21,7.68,"708,246","705,829","710,662"
CW,2020-11-01,"53,270","53,141","53,398",7.55,7.36,7.74,"706,278","704,357","708,198"
CW,2020-11-02,"55,598","55,484","55,712",7.85,7.70,8.01,"708,839","707,233","710,445"
CW,2020-11-03,"57,520","57,428","57,612",8.10,7.97,8.23,"710,796","709,307","712,286"
CW,2020-11-04,"58,950","58,838","59,061",8.27,8.07,8.47,"713,388","711,074","715,702"
CW,2020-11-05,"59,721","59,460","59,982",8.40,8.04,8.76,"711,775","708,253","715,297"
AL,2020-10-06,962,955,969,6.88,6.50,7.25,"13,991","13,961","14,021"
AZ,2020-10-06,666,656,676,4.81,2.59,7.03,"13,671","13,004","14,338"
CA,2020-10-06,"3,216","3,193","3,239",5.26,4.86,5.65,"61,163","60,859","61,467"
CT,2020-10-06,259,259,259,3.20,3.20,3.20,"8,082","8,082","8,082"
DC,2020-10-06,172,172,172,5.98,5.98,5.98,"2,878","2,878","2,878"
GA,2020-10-06,"1,808","1,795","1,821",9.57,8.96,10.18,"18,881","18,755","19,007"
ID,2020-10-06,182,182,182,5.14,5.08,5.19,"3,542","3,538","3,546"
IN,2020-10-06,"1,083","1,069","1,097",6.64,5.93,7.36,"16,298","16,207","16,389"
KS,2020-10-06,435,409,461,5.72,2.12,9.32,"7,570","7,216","7,924"
LA,2020-10-06,586,585,587,4.48,4.48,4.48,"12,783","12,500","13,066"
MD,2020-10-06,742,742,742,7.22,7.22,7.22,"10,280","10,280","10,280"
MI,2020-10-06,881,871,891,4.03,3.52,4.55,"21,835","21,703","21,967"
AL,2020-10-07,924,923,925,6.60,6.49,6.71,"13,997","13,969","14,025"
AZ,2020-10-07,696,691,701,5.02,2.91,7.13,"13,744","13,101","14,387"
CA,2020-10-07,"3,170","3,135","3,206",5.16,4.57,5.76,"61,393","60,974","61,812"
CT,2020-10-07,263,263,263,3.25,3.25,3.25,"8,091","8,091","8,091"
DC,2020-10-07,153,153,153,5.29,5.29,5.29,"2,892","2,892","2,892"
GA,2020-10-07,"1,753","1,751","1,755",9.25,9.12,9.37,"18,950","18,909","18,992"
ID,2020-10-07,181,179,183,5.06,5.06,5.06,"3,577","3,577","3,577"
IN,2020-10-07,"1,118","1,108","1,127",6.86,6.31,7.40,"16,301","16,203","16,399"
