state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-09-26,"56,245","55,558","56,932",69.30,68.54,70.07,"80,120","79,208","81,032"
CW,2020-09-27,"54,845","54,166","55,524",67.58,66.89,68.27,"80,075","79,169","80,981"
CW,2020-09-28,"55,123","54,457","55,788",67.84,67.28,68.40,"80,214","79,331","81,097"
CW,2020-09-29,"57,794","57,170","58,419",70.80,70.18,71.41,"80,533","79,696","81,370"
CW,2020-09-30,"58,152","57,532","58,773",71.29,70.62,71.96,"80,500","79,670","81,331"
CW,2020-10-01,"58,351","57,733","58,969",71.08,70.30,71.86,"81,041","80,212","81,869"
CW,2020-10-02,"58,030","57,428","58,633",70.56,69.74,71.39,"81,215","80,423","82,006"
CW,2020-10-03,"57,800","57,197","58,404",69.58,67.39,71.76,"81,966","81,179","82,753"
CW,2020-10-04,"56,244","55,652","56,836",67.85,65.70,70.01,"81,788","81,015","82,561"
CW,2020-10-05,"56,461","55,892","57,029",67.84,65.77,69.92,"82,324","81,578","83,070"
CW,2020-10-06,"59,090","58,543","59,638",70.79,68.80,72.77,"82,564","81,844","83,284"
CW,2020-10-07,"59,805","59,282","60,327",71.47,69.65,73.28,"82,811","82,126","83,495"
CW,2020-10-08,"60,034","59,553","60,515",71.82,70.14,73.50,"82,863","82,215","83,511"
CW,2020-10-09,"59,941","59,523","60,360",71.61,70.14,73.07,"83,025","82,466","83,583"
CW,2020-10-10,"58,749","58,484","59,015",70.40,69.58,71.22,"82,744","82,350","83,138"
CW,2020-10-11,"57,212","56,924","57,501",68.77,67.83,69.71,"82,459","82,047","82,870"
CW,2020-10-12,"57,578","57,312","57,844",68.61,67.61,69.60,"83,343","82,972","83,714"
CW,2020-10-13,"59,938","59,671","60,205",71.18,70.17,72.18,"83,712","83,341","84,083"
CW,2020-10-14,"60,452","60,151","60,753",71.82,70.66,72.98,"83,773","83,371","84,175"
CW,2020-10-15,"60,799","60,494","61,105",71.70,70.53,72.87,"84,165","83,762","84,568"
CW,2020-10-16,"60,787","60,493","61,080",71.57,70.45,72.68,"84,315","83,931","84,699"
CW,2020-10-17,"59,695","59,404","59,987",70.36,69.24,71.49,"84,222","83,838","84,605"
CW,2020-10-18,"58,109","57,827","58,392",68.73,67.64,69.82,"83,951","83,581","84,321"
CW,2020-10-19,"58,244","58,025","58,463",68.74,67.90,69.58,"84,097","83,808","84,385"
CW,2020-10-20,"60,738","60,644","60,833",71.43,71.06,71.80,"84,449","84,311","84,587"
CW,2020-10-21,"61,218","61,078","61,359",71.94,71.37,72.51,"84,523","84,311","84,735"
CW,2020-10-22,"61,017","60,913","61,121",71.61,71.21,72.01,"84,635","84,493","84,778"
CW,2020-10-23,"61,264","61,129","61,400",71.78,71.29,72.28,"84,785","84,622","84,947"
CW,2020-10-24,"59,973","59,797","60,149",70.45,69.80,71.10,"84,566","84,349","84,782"
CW,2020-10-25,"58,336","58,182","58,490",68.72,68.15,69.29,"84,324","84,132","84,516"
CW,2020-10-26,"58,017","57,700","58,334",67.93,66.75,69.10,"84,849","84,462","85,236"
DC,2020-09-26,265,265,265,74.65,74.65,74.65,355,355,355
DC,2020-09-27,262,262,262,73.80,73.80,73.80,355,355,355
DC,2020-09-28,255,255,255,75.44,75.44,75.44,338,338,338
DC,2020-09-29,254,254,254,73.84,73.84,73.84,344,344,344
DC,2020-09-30,263,263,263,72.85,72.85,72.85,361,361,361
DC,2020-10-01,267,267,267,69.90,69.90,69.90,382,382,382
DC,2020-10-02,264,264,264,74.37,74.37,74.37,355,355,355
DC,2020-10-03,274,274,274,78.06,78.06,78.06,351,351,351
DC,2020-10-04,247,247,247,73.51,73.51,73.51,336,336,336
DC,2020-10-05,248,248,248,71.26,71.26,71.26,348,348,348
DC,2020-10-06,252,252,252,72.00,72.00,72.00,350,350,350
DC,2020-10-07,233,233,233,65.82,65.82,65.82,354,354,354
DC,2020-10-08,231,231,231,62.43,62.43,62.43,370,370,370
DC,2020-10-09,233,233,233,62.97,62.97,62.97,370,370,370
DC,2020-10-10,258,238,278,70.68,51.13,90.24,365,334,396
DC,2020-10-11,247,247,247,69.97,69.97,69.97,353,353,353
DC,2020-10-12,226,226,226,63.13,63.13,63.13,358,358,358
DC,2020-10-13,245,245,245,68.44,68.44,68.44,358,358,358
DC,2020-10-14,252,252,252,70.39,70.39,70.39,358,358,358
DC,2020-10-15,260,260,260,71.82,71.82,71.82,362,362,362
DC,2020-10-16,270,270,270,72.78,72.78,72.78,371,371,371
DC,2020-10-17,249,249,249,66.76,66.76,66.76,373,373,373
DC,2020-10-18,236,236,236,64.66,64.66,64.66,365,365,365
DC,2020-10-19,244,244,244,69.12,69.12,69.12,353,353,353
DC,2020-10-20,257,257,257,71.39,71.39,71.39,360,360,360
DC,2020-10-21,273,273,273,73.78,73.78,73.78,370,370,370
DC,2020-10-22,269,269,269,71.54,71.54,71.54,376,376,376
DC,2020-10-23,263,263,263,69.95,69.95,69.95,376,376,376
DC,2020-10-24,261,261,261,69.60,69.60,69.60,375,375,375
DC,2020-10-25,253,253,253,68.01,68.01,68.01,372,372,372
DC,2020-10-26,246,246,246,68.91,68.91,68.91,357,357,357
AK,2020-09-26,78,65,91,72.38,69.82,74.94,105,84,126
AL,2020-09-26,"1,201","1,198","1,204",82.66,81.94,83.38,"1,453","1,448","1,458"
AR,2020-09-26,720,706,734,72.68,69.14,76.21,948,923,973
AZ,2020-09-26,755,694,816,45.99,39.96,52.03,"1,382","1,240","1,524"
CA,2020-09-26,"4,838","4,832","4,844",68.23,67.96,68.50,"7,091","7,083","7,099"
CO,2020-09-26,791,762,820,65.17,57.78,72.56,"1,203","1,168","1,238"
CT,2020-09-26,524,524,524,50.10,50.10,50.10,"1,046","1,046","1,046"
DE,2020-09-26,123,109,137,76.40,53.14,99.66,161,142,180
FL,2020-09-26,"4,680","4,680","4,680",76.02,76.02,76.02,"6,156","6,156","6,156"
GA,2020-09-26,"1,951","1,850","2,052",79.73,66.77,92.69,"2,447","2,321","2,573"
HI,2020-09-26,120,93,147,68.75,52.09,85.41,96,9,183
IA,2020-09-26,456,456,456,66.28,65.98,66.57,688,687,689
ID,2020-09-26,208,206,210,69.80,69.80,69.80,298,298,298
IL,2020-09-26,"1,920","1,848","1,992",54.77,52.37,57.16,"3,335","3,214","3,456"
IN,2020-09-26,"1,390","1,374","1,406",60.12,57.66,62.58,"2,312","2,287","2,337"
KS,2020-09-26,499,412,586,75.50,39.54,111.46,665,573,757
KY,2020-09-26,"1,032","1,023","1,041",69.26,67.47,71.05,"1,490","1,480","1,500"
LA,2020-09-26,"1,236","1,144","1,328",70.41,52.71,88.12,"1,690","1,556","1,824"
MA,2020-09-26,974,974,974,53.14,53.14,53.14,"1,833","1,833","1,833"
MD,2020-09-26,937,937,937,70.02,70.02,70.02,"1,331","1,331","1,331"
ME,2020-09-26,193,171,215,70.18,47.54,92.82,275,240,310
MI,2020-09-26,"1,623","1,514","1,732",74.28,74.28,74.28,"2,185","2,058","2,312"
MN,2020-09-26,724,724,724,74.03,72.77,75.29,978,971,985
AK,2020-09-27,82,69,95,74.29,71.78,76.79,105,84,126
AL,2020-09-27,"1,220","1,216","1,223",82.96,82.21,83.71,"1,470","1,466","1,474"
AR,2020-09-27,718,713,723,72.74,71.62,73.86,939,915,963
AZ,2020-09-27,728,668,788,44.66,38.78,50.55,"1,378","1,239","1,517"
CA,2020-09-27,"4,744","4,741","4,747",67.77,65.06,70.49,"7,000","6,885","7,115"
CO,2020-09-27,748,721,775,61.43,54.69,68.17,"1,203","1,172","1,234"
CT,2020-09-27,518,518,518,49.52,49.52,49.52,"1,046","1,046","1,046"
DE,2020-09-27,123,110,136,76.40,55.00,97.80,161,143,179
FL,2020-09-27,"4,538","4,514","4,563",73.05,71.55,74.56,"6,212","6,169","6,256"
GA,2020-09-27,"1,975","1,865","2,085",80.65,67.94,93.35,"2,449","2,342","2,556"
HI,2020-09-27,118,90,145,65.46,30.00,100.93,97,9,185
IA,2020-09-27,459,454,464,66.62,64.90,68.33,689,688,690
ID,2020-09-27,176,174,178,59.06,59.06,59.06,298,298,298
IL,2020-09-27,"1,876","1,808","1,945",53.60,52.77,54.43,"3,338","3,221","3,455"
IN,2020-09-27,"1,367","1,367","1,367",59.13,59.13,59.13,"2,312","2,312","2,312"
KS,2020-09-27,485,410,560,73.34,42.77,103.92,665,584,746
KY,2020-09-27,"1,012","1,003","1,020",67.89,66.28,69.50,"1,490","1,481","1,499"
LA,2020-09-27,"1,130","1,129","1,130",63.37,61.34,65.41,"1,686","1,625","1,747"
MA,2020-09-27,956,956,956,52.15,52.15,52.15,"1,833","1,833","1,833"
MD,2020-09-27,876,872,879,65.57,64.75,66.40,"1,328","1,323","1,332"
ME,2020-09-27,198,177,219,71.87,51.17,92.57,276,242,309
MI,2020-09-27,"1,569","1,464","1,674",71.42,71.42,71.42,"2,197","2,074","2,320"
MN,2020-09-27,708,708,708,71.41,70.22,72.59,992,985,998
AK,2020-09-28,85,72,98,78.10,78.10,78.10,105,85,125
AL,2020-09-28,"1,229","1,229","1,229",83.49,83.49,83.49,"1,472","1,472","1,472"
AR,2020-09-28,732,728,736,74.60,72.93,76.27,937,912,962
AZ,2020-09-28,722,663,781,44.08,38.61,49.55,"1,387","1,250","1,524"
