state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-10-03,"57,548","56,920","58,176",69.42,67.21,71.63,"81,770","80,945","82,595"
CW,2020-10-04,"56,166","55,557","56,775",67.85,65.71,69.99,"81,673","80,869","82,476"
CW,2020-10-05,"56,414","55,820","57,008",67.90,65.80,70.00,"82,180","81,394","82,966"
CW,2020-10-06,"59,033","58,473","59,593",70.81,68.86,72.76,"82,434","81,689","83,180"
CW,2020-10-07,"59,873","59,342","60,405",71.49,69.68,73.31,"82,854","82,147","83,562"
CW,2020-10-08,"60,085","59,604","60,566",71.87,70.24,73.49,"82,862","82,204","83,520"
CW,2020-10-09,"60,014","59,612","60,416",71.67,70.34,73.00,"83,028","82,474","83,582"
CW,2020-10-10,"58,823","58,539","59,108",70.49,69.72,71.26,"82,724","82,301","83,147"
CW,2020-10-11,"57,275","56,968","57,581",68.85,67.95,69.75,"82,434","81,995","82,874"
CW,2020-10-12,"57,607","57,317","57,897",68.65,67.66,69.64,"83,324","82,914","83,735"
CW,2020-10-13,"59,986","59,695","60,278",71.25,70.25,72.25,"83,677","83,266","84,087"
CW,2020-10-14,"60,475","60,180","60,770",71.85,70.79,72.90,"83,766","83,353","84,179"
CW,2020-10-15,"60,870","60,583","61,156",71.75,70.73,72.77,"84,171","83,772","84,570"
CW,2020-10-16,"60,859","60,594","61,123",71.58,70.64,72.53,"84,427","84,058","84,797"
CW,2020-10-17,"59,757","59,501","60,014",70.37,69.45,71.30,"84,325","83,965","84,686"
CW,2020-10-18,"58,191","57,945","58,436",68.73,67.85,69.61,"84,128","83,784","84,472"
CW,2020-10-19,"58,422","58,236","58,609",68.80,68.16,69.45,"84,407","84,133","84,681"
CW,2020-10-20,"61,035","60,856","61,214",71.43,70.75,72.11,"85,094","84,848","85,340"
CW,2020-10-21,"61,651","61,500","61,801",71.96,71.36,72.56,"85,331","85,109","85,553"
CW,2020-10-22,"61,428","61,309","61,547",71.61,71.14,72.08,"85,451","85,279","85,624"
CW,2020-10-23,"61,676","61,527","61,826",71.76,71.20,72.32,"85,623","85,432","85,814"
CW,2020-10-24,"60,384","60,221","60,547",70.43,69.81,71.04,"85,437","85,227","85,648"
CW,2020-10-25,"58,782","58,645","58,918",68.78,68.25,69.31,"85,167","84,979","85,355"
CW,2020-10-26,"58,513","58,431","58,595",68.54,68.20,68.87,"85,084","84,958","85,210"
CW,2020-10-27,"61,056","60,961","61,150",71.07,70.66,71.49,"85,608","85,442","85,774"
CW,2020-10-28,"61,983","61,829","62,137",72.20,71.60,72.79,"85,552","85,344","85,761"
CW,2020-10-29,"62,292","62,128","62,456",72.11,71.51,72.71,"86,078","85,877","86,278"
CW,2020-10-30,"62,133","61,945","62,320",72.05,71.37,72.73,"85,936","85,714","86,158"
CW,2020-10-31,"60,991","60,721","61,261",70.78,69.78,71.77,"85,861","85,527","86,194"
CW,2020-11-01,"59,445","59,146","59,745",69.33,68.21,70.44,"85,456","85,082","85,829"
CW,2020-11-02,"59,341","58,970","59,712",68.82,67.46,70.18,"85,932","85,470","86,394"
AL,2020-10-03,"1,205","1,205","1,205",81.64,81.32,81.96,"1,476","1,473","1,479"
AZ,2020-10-03,927,876,978,51.46,41.69,61.24,"1,605","1,480","1,730"
CA,2020-10-03,"4,899","4,871","4,927",68.92,67.69,70.15,"7,108","7,074","7,142"
CT,2020-10-03,528,528,528,50.48,50.48,50.48,"1,046","1,046","1,046"
DC,2020-10-03,274,274,274,78.06,78.06,78.06,351,351,351
GA,2020-10-03,"1,981","1,851","2,111",81.76,68.89,94.62,"2,423","2,349","2,497"
ID,2020-10-03,192,191,193,64.43,63.27,65.59,298,296,300
KS,2020-10-03,550,484,616,77.13,50.54,103.72,720,645,795
LA,2020-10-03,"1,191","1,168","1,214",67.02,67.02,67.02,"1,680","1,624","1,736"
MD,2020-10-03,928,928,928,68.35,68.35,68.35,"1,346","1,346","1,346"
AL,2020-10-04,"1,223","1,223","1,223",82.36,82.11,82.60,"1,485","1,483","1,487"
AZ,2020-10-04,906,855,956,50.91,41.50,60.32,"1,598","1,477","1,719"
CA,2020-10-04,"4,682","4,661","4,702",66.17,65.12,67.21,"7,075","7,042","7,108"
CT,2020-10-04,495,495,495,47.32,47.32,47.32,"1,046","1,046","1,046"
DC,2020-10-04,247,247,247,73.51,73.51,73.51,336,336,336
GA,2020-10-04,"1,934","1,815","2,052",80.16,68.50,91.83,"2,412","2,352","2,472"
ID,2020-10-04,177,176,178,59.40,58.52,60.28,298,297,299
KS,2020-10-04,532,506,557,72.92,63.50,82.34,720,675,765
LA,2020-10-04,"1,146","1,123","1,169",64.55,64.55,64.55,"1,684","1,628","1,740"
MD,2020-10-04,885,885,885,65.52,65.52,65.52,"1,343","1,343","1,343"
