state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/19,57433,57334,57532,69.02,68.82,69.22,83216,83069,83363,
CW,2021/04/20,60297,60197,60397,72.1,71.9,72.3,83627,83480,83774,
CW,2021/04/21,60634,60536,60733,72.57,72.37,72.77,83556,83407,83705,
CW,2021/04/22,60598,60502,60695,72.63,72.45,72.81,83439,83294,83583,
CW,2021/04/23,60210,60116,60305,72.15,71.99,72.31,83452,83310,83593,
CW,2021/04/24,58754,58650,58857,70.52,70.23,70.82,83309,83133,83486,
CW,2021/04/25,57382,57298,57466,69.07,69.01,69.14,83074,82943,83206,
CW,2021/04/26,57570,57469,57672,69.36,69.15,69.57,83004,82863,83146,
CW,2021/04/27,59974,59884,60064,71.86,71.52,72.2,83456,83332,83581,
CW,2021/04/28,60975,60898,61052,72.58,72.28,72.89,84008,83886,84129,
CW,2021/04/29,60383,60301,60465,72.22,71.89,72.55,83607,83480,83735,
CW,2021/04/30,60250,60168,60331,72,71.68,72.32,83679,83558,83800,
CW,2021/05/01,58578,58498,58658,70.27,69.96,70.58,83364,83248,83481,
CW,2021/05/02,56904,56836,56973,68.41,68.14,68.67,83186,83080,83292,
CW,2021/05/03,57251,57184,57318,68.99,68.74,69.24,82988,82891,83085,
CW,2021/05/04,59671,59573,59770,71.52,71.01,72.02,83435,83220,83649,
CW,2021/05/05,60260,60180,60341,72.1,71.81,72.38,83585,83486,83683,
CW,2021/05/06,60032,59940,60124,71.6,71.25,71.94,83848,83720,83976,
CW,2021/05/07,59505,59424,59586,71.27,70.95,71.6,83487,83363,83611,
CW,2021/05/08,57929,57836,58021,69.58,69.21,69.94,83260,83127,83394,
CW,2021/05/09,56580,56471,56689,67.96,67.51,68.4,83260,83107,83414,
CW,2021/05/10,56346,56246,56446,67.99,67.58,68.4,82874,82732,83016,
CW,2021/05/11,58671,58564,58777,70.4,69.97,70.83,83340,83188,83491,
CW,2021/05/12,59273,59148,59398,71.02,70.54,71.49,83463,83306,83620,
CW,2021/05/13,58796,58691,58901,70.61,70.33,70.88,83273,83120,83426,
CW,2021/05/14,58114,57999,58228,69.85,69.55,70.15,83197,83044,83351,
CW,2021/05/15,56978,56849,57106,68.78,68.41,69.16,82835,82661,83009,
CW,2021/05/16,55673,55544,55802,67.35,66.99,67.71,82668,82504,82831,
CW,2021/05/17,55952,55818,56086,67.69,67.29,68.08,82664,82489,82840,
CW,2021/05/18,58308,58177,58438,70.14,69.7,70.57,83134,82930,83339,
CW,2021/05/19,58897,58528,59266,70.31,68.94,71.69,83766,83290,84242,
AL,2021/04/19,1238,1238,1238,78.35,78.35,78.35,1580,1580,1580,POINT (-86.844516 32.756889)
AR,2021/04/19,615,615,615,63.21,63.21,63.21,973,973,973,POINT (-92.439162 34.899825)
CA,2021/04/19,4506,4506,4506,66.94,66.7,67.19,6731,6721,6741,POINT (-119.662127 37.211164)
CT,2021/04/19,570,570,570,55.02,55.02,55.02,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/19,223,223,223,69.04,69.04,69.04,323,323,323,POINT (-77.016275 38.904785)
GA,2021/04/19,2137,2137,2137,77.85,77.85,77.85,2745,2745,2745,POINT (-83.426574 32.638481)
ID,2021/04/19,187,187,187,62.54,62.54,62.54,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/19,1466,1466,1466,67.59,67.59,67.59,2169,2169,2169,POINT (-86.2818 39.919991)
KS,2021/04/19,526,526,526,67.01,67.01,67.01,785,785,785,POINT (-98.38018 38.484729)
LA,2021/04/19,1099,1099,1099,61.33,61.33,61.33,1792,1792,1792,POINT (-91.840238 30.921314)
MD,2021/04/19,969,969,969,75.88,75.88,75.88,1277,1277,1277,POINT (-76.687282 38.946466)
MI,2021/04/19,2197,2197,2197,81.73,81.73,81.73,2688,2688,2688,POINT (-85.730977 44.874798)
AL,2021/04/20,1298,1296,1300,81.79,81.79,81.79,1587,1587,1587,POINT (-86.844516 32.756889)
AR,2021/04/20,677,677,677,68.04,68.04,68.04,995,995,995,POINT (-92.439162 34.899825)
CA,2021/04/20,4720,4720,4720,69.35,69.11,69.59,6806,6796,6816,POINT (-119.662127 37.211164)
CT,2021/04/20,623,623,623,60.02,60.02,60.02,1038,1038,1038,POINT (-72.738288 41.575155)
DC,2021/04/20,241,241,241,76.75,76.75,76.75,314,314,314,POINT (-77.016275 38.904785)
GA,2021/04/20,2188,2187,2189,79.42,79.29,79.55,2755,2754,2756,POINT (-83.426574 32.638481)
ID,2021/04/20,204,204,204,67.77,67.77,67.77,301,301,301,POINT (-114.659366 44.389073)
IN,2021/04/20,1541,1539,1543,70.62,70.62,70.62,2182,2182,2182,POINT (-86.2818 39.919991)
KS,2021/04/20,580,580,580,73.79,73.79,73.79,786,786,786,POINT (-98.38018 38.484729)
LA,2021/04/20,1144,1144,1144,63.77,63.77,63.77,1794,1794,1794,POINT (-91.840238 30.921314)
MD,2021/04/20,1002,1002,1002,77.2,77.2,77.2,1298,1298,1298,POINT (-76.687282 38.946466)
MI,2021/04/20,2290,2290,2290,84.56,84.56,84.56,2708,2708,2708,POINT (-85.730977 44.874798)
AL,2021/04/21,1322,1321,1323,83.51,83.51,83.51,1583,1583,1583,POINT (-86.844516 32.756889)
AR,2021/04/21,668,667,668,67.02,67.02,67.02,996,996,996,POINT (-92.439162 34.899825)
CA,2021/04/21,4738,4736,4741,69.6,69.32,69.89,6808,6797,6819,POINT (-119.662127 37.211164)
CT,2021/04/21,620,620,620,59.85,59.85,59.85,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/21,237,237,237,73.6,73.6,73.6,322,322,322,POINT (-77.016275 38.904785)
GA,2021/04/21,2206,2204,2208,79.93,77.61,82.25,2760,2724,2796,POINT (-83.426574 32.638481)
ID,2021/04/21,220,220,220,72.37,72.37,72.37,304,304,304,POINT (-114.659366 44.389073)
IN,2021/04/21,1527,1525,1529,69.69,69.69,69.69,2191,2191,2191,POINT (-86.2818 39.919991)
KS,2021/04/21,575,575,575,72.6,72.6,72.6,792,792,792,POINT (-98.38018 38.484729)
LA,2021/04/21,1139,1139,1139,63.85,63.85,63.85,1784,1784,1784,POINT (-91.840238 30.921314)
MD,2021/04/21,1012,1012,1012,77.19,77.19,77.19,1311,1311,1311,POINT (-76.687282 38.946466)
MI,2021/04/21,2273,2273,2273,84.06,84.06,84.06,2704,2704,2704,POINT (-85.730977 44.874798)
AL,2021/04/22,1302,1302,1302,82.2,82.2,82.2,1584,1584,1584,POINT (-86.844516 32.756889)
AR,2021/04/22,666,666,666,67.48,67.48,67.48,987,987,987,POINT (-92.439162 34.899825)
CA,2021/04/22,4772,4769,4775,70.24,70,70.48,6794,6785,6803,POINT (-119.662127 37.211164)
CT,2021/04/22,618,618,618,60,60,60,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/22,251,251,251,74.7,74.7,74.7,336,336,336,POINT (-77.016275 38.904785)
GA,2021/04/22,2190,2189,2190,79.44,79.44,79.44,2756,2756,2756,POINT (-83.426574 32.638481)
ID,2021/04/22,220,219,221,72.37,72.37,72.37,304,304,304,POINT (-114.659366 44.389073)
IN,2021/04/22,1516,1515,1518,69.6,69.6,69.6,2179,2179,2179,POINT (-86.2818 39.919991)
KS,2021/04/22,579,579,579,72.56,72.56,72.56,798,798,798,POINT (-98.38018 38.484729)
LA,2021/04/22,1109,1109,1109,62.13,62.13,62.13,1785,1785,1785,POINT (-91.840238 30.921314)
MD,2021/04/22,1018,1018,1018,78.31,78.31,78.31,1300,1300,1300,POINT (-76.687282 38.946466)
MI,2021/04/22,2315,2315,2315,86.22,86.22,86.22,2685,2685,2685,POINT (-85.730977 44.874798)
AL,2021/04/23,1286,1286,1286,81.14,81.14,81.14,1585,1585,1585,POINT (-86.844516 32.756889)
AR,2021/04/23,670,670,670,67.2,67.2,67.2,997,997,997,POINT (-92.439162 34.899825)
CA,2021/04/23,4804,4801,4807,70.72,70.46,70.98,6793,6784,6802,POINT (-119.662127 37.211164)
CT,2021/04/23,617,617,617,59.9,59.9,59.9,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/23,265,265,265,82.04,82.04,82.04,323,323,323,POINT (-77.016275 38.904785)
GA,2021/04/23,2165,2165,2165,78.7,78.7,78.7,2751,2751,2751,POINT (-83.426574 32.638481)
ID,2021/04/23,213,213,213,70.07,70.07,70.07,304,304,304,POINT (-114.659366 44.389073)
IN,2021/04/23,1520,1520,1520,69.5,69.5,69.5,2187,2187,2187,POINT (-86.2818 39.919991)
KS,2021/04/23,552,551,552,67.92,67.92,67.92,812,812,812,POINT (-98.38018 38.484729)
LA,2021/04/23,1138,1136,1139,64.37,64.37,64.37,1767,1767,1767,POINT (-91.840238 30.921314)
MD,2021/04/23,1013,1013,1013,78.65,78.65,78.65,1288,1288,1288,POINT (-76.687282 38.946466)
MI,2021/04/23,2306,2306,2306,85.63,85.63,85.63,2693,2693,2693,POINT (-85.730977 44.874798)
AL,2021/04/24,1250,1249,1250,78.49,78.49,78.49,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/04/24,667,667,667,66.63,66.63,66.63,1001,992,1010,POINT (-92.439162 34.899825)
CA,2021/04/24,4730,4725,4736,69.66,69.29,70.02,6791,6779,6803,POINT (-119.662127 37.211164)
CT,2021/04/24,589,587,591,57.18,57.18,57.18,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/24,255,255,255,83.06,83.06,83.06,307,307,307,POINT (-77.016275 38.904785)
GA,2021/04/24,2158,2156,2160,78.42,78.19,78.64,2752,2750,2754,POINT (-83.426574 32.638481)
ID,2021/04/24,208,202,213,68.26,68.26,68.26,304,304,304,POINT (-114.659366 44.389073)
IN,2021/04/24,1509,1507,1511,69.41,69.41,69.41,2174,2174,2174,POINT (-86.2818 39.919991)
KS,2021/04/24,528,528,528,67.26,67.26,67.26,785,785,785,POINT (-98.38018 38.484729)
LA,2021/04/24,1090,1090,1090,61.72,61.72,61.72,1766,1766,1766,POINT (-91.840238 30.921314)
MD,2021/04/24,960,960,960,74.77,74.77,74.77,1284,1282,1286,POINT (-76.687282 38.946466)
MI,2021/04/24,2258,2258,2258,83.2,83.2,83.2,2714,2714,2714,POINT (-85.730977 44.874798)
AL,2021/04/25,1230,1229,1230,77.08,77.08,77.08,1595,1595,1595,POINT (-86.844516 32.756889)
AR,2021/04/25,666,665,667,67.34,67.34,67.34,989,989,989,POINT (-92.439162 34.899825)
CA,2021/04/25,4650,4646,4654,68.67,68.43,68.91,6771,6763,6779,POINT (-119.662127 37.211164)
CT,2021/04/25,563,563,563,54.66,54.66,54.66,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/25,237,237,237,76.21,76.21,76.21,311,311,311,POINT (-77.016275 38.904785)
GA,2021/04/25,2082,2080,2083,76.05,76.05,76.05,2737,2737,2737,POINT (-83.426574 32.638481)
ID,2021/04/25,207,207,207,69.23,69.23,69.23,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/25,1455,1455,1455,66.68,66.68,66.68,2182,2182,2182,POINT (-86.2818 39.919991)
KS,2021/04/25,531,530,532,67.56,67.56,67.56,786,786,786,POINT (-98.38018 38.484729)
LA,2021/04/25,1061,1061,1061,60.25,60.25,60.25,1761,1761,1761,POINT (-91.840238 30.921314)
MD,2021/04/25,939,939,939,71.95,71.95,71.95,1305,1305,1305,POINT (-76.687282 38.946466)
MI,2021/04/25,2231,2231,2231,83.37,83.37,83.37,2676,2676,2676,POINT (-85.730977 44.874798)
AL,2021/04/26,1251,1251,1251,78.48,78.48,78.48,1594,1594,1594,POINT (-86.844516 32.756889)
AR,2021/04/26,660,660,660,66.2,66.2,66.2,997,997,997,POINT (-92.439162 34.899825)
CA,2021/04/26,4620,4616,4623,68.07,68.07,68.07,6786,6786,6786,POINT (-119.662127 37.211164)
CT,2021/04/26,561,561,561,54.47,54.47,54.47,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/04/26,247,247,247,77.43,77.43,77.43,319,319,319,POINT (-77.016275 38.904785)
GA,2021/04/26,2067,2067,2067,75.36,75.36,75.36,2743,2743,2743,POINT (-83.426574 32.638481)
ID,2021/04/26,202,202,203,67.73,67.73,67.73,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/26,1452,1450,1454,66.91,66.91,66.91,2170,2170,2170,POINT (-86.2818 39.919991)
