state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-22,"36,020","35,919","36,121",4.96,4.83,5.08,"712,363","706,209","718,517"
CW,2020-09-23,"35,688","35,577","35,798",4.90,4.75,5.05,"715,703","709,609","721,796"
CW,2020-09-24,"35,561","35,472","35,650",4.88,4.76,5.01,"716,453","710,393","722,514"
CW,2020-09-25,"35,403","35,287","35,519",4.85,4.69,5.02,"716,840","711,049","722,632"
CW,2020-09-26,"35,003","34,868","35,138",4.82,4.63,5.02,"713,277","707,505","719,048"
CW,2020-09-27,"34,873","34,737","35,009",4.82,4.62,5.02,"711,604","706,016","717,192"
CW,2020-09-28,"35,854","35,732","35,975",4.96,4.78,5.14,"710,990","705,584","716,396"
CW,2020-09-29,"37,043","36,919","37,167",5.11,4.93,5.29,"714,405","709,069","719,742"
CW,2020-09-30,"36,540","36,432","36,648",5.03,4.87,5.18,"716,176","711,118","721,234"
CW,2020-10-01,"36,375","36,232","36,519",5.01,4.67,5.35,"718,945","713,834","724,055"
CW,2020-10-02,"36,056","35,933","36,180",4.96,4.64,5.28,"718,749","713,775","723,723"
CW,2020-10-03,"35,986","35,858","36,113",4.96,4.63,5.29,"717,370","712,344","722,396"
CW,2020-10-04,"36,753","36,625","36,881",5.09,4.75,5.42,"714,338","709,312","719,364"
CW,2020-10-05,"38,167","38,060","38,274",5.28,4.98,5.59,"715,942","711,271","720,612"
CW,2020-10-06,"39,957","39,841","40,073",5.49,5.20,5.79,"720,167","715,810","724,524"
CW,2020-10-07,"40,252","40,140","40,364",5.52,5.28,5.76,"724,058","720,492","727,624"
CW,2020-10-08,"40,451","40,304","40,599",5.54,5.33,5.74,"725,202","722,798","727,605"
CW,2020-10-09,"40,355","40,251","40,459",5.49,5.36,5.63,"729,165","727,261","731,069"
CW,2020-10-10,"40,142","39,974","40,309",5.42,5.19,5.65,"736,546","734,366","738,726"
CW,2020-10-11,"40,442","40,247","40,636",5.48,5.22,5.75,"735,253","732,867","737,638"
CW,2020-10-12,"41,890","41,692","42,089",5.68,5.43,5.93,"737,518","735,824","739,212"
CW,2020-10-13,"43,208","43,015","43,401",5.83,5.59,6.07,"741,185","739,415","742,956"
CW,2020-10-14,"43,002","42,820","43,185",5.79,5.56,6.01,"743,047","741,415","744,680"
CW,2020-10-15,"43,046","42,898","43,194",5.80,5.61,5.99,"742,301","740,776","743,826"
CW,2020-10-16,"43,217","43,066","43,368",5.83,5.64,6.01,"741,674","740,437","742,910"
CW,2020-10-17,"42,617","42,451","42,784",5.77,5.56,5.98,"738,783","737,148","740,417"
CW,2020-10-18,"42,672","42,505","42,838",5.79,5.57,6.00,"737,004","735,217","738,790"
CW,2020-10-19,"41,031","40,892","41,170",5.54,5.35,5.74,"740,169","738,310","742,029"
CW,2020-10-20,"41,695","41,551","41,840",5.67,5.47,5.86,"735,733","733,936","737,531"
CW,2020-10-21,"42,138","42,023","42,253",5.71,5.53,5.88,"738,220","736,291","740,150"
CW,2020-10-22,"41,454","41,219","41,689",5.59,5.26,5.93,"741,228","737,961","744,495"
AL,2020-09-22,956,952,960,6.84,6.62,7.06,"13,981","13,957","14,005"
CT,2020-09-22,208,208,208,2.57,2.57,2.57,"8,096","8,096","8,096"
DC,2020-09-22,142,142,142,4.99,4.99,4.99,"2,843","2,843","2,843"
IN,2020-09-22,815,814,816,5.04,4.96,5.13,"16,159","16,146","16,172"
MD,2020-09-22,669,669,669,6.61,6.61,6.61,"10,116","10,116","10,116"
AL,2020-09-23,889,880,898,6.36,5.85,6.87,"13,984","13,956","14,012"
CT,2020-09-23,189,189,189,2.33,2.33,2.33,"8,106","8,106","8,106"
DC,2020-09-23,151,151,151,5.20,5.20,5.20,"2,906","2,906","2,906"
IN,2020-09-23,837,835,839,5.18,5.04,5.31,"16,171","16,142","16,200"
