state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/21,37870,37859,37881,5.47,5.45,5.5,694911,694659,695163,
CW,2021/03/22,38960,38931,38990,5.63,5.59,5.66,695590,695523,695658,
CW,2021/03/23,39549,39532,39566,5.67,5.65,5.7,700186,700010,700363,
CW,2021/03/24,39456,39434,39479,5.64,5.61,5.67,702156,701951,702362,
CW,2021/03/25,39380,39337,39424,5.63,5.57,5.68,702910,702701,703120,
CW,2021/03/26,39421,39408,39434,5.64,5.62,5.66,701516,701353,701678,
CW,2021/03/27,38842,38769,38915,5.58,5.49,5.67,698961,698808,699114,
CW,2021/03/28,39120,39108,39132,5.65,5.63,5.67,695181,695013,695349,
CW,2021/03/29,40161,40148,40175,5.8,5.78,5.82,695463,695306,695619,
CW,2021/03/30,40639,40609,40669,5.83,5.79,5.87,700106,699716,700497,
CW,2021/03/31,40451,40440,40463,5.79,5.77,5.81,701849,701687,702011,
CW,2021/04/01,40316,40299,40333,5.77,5.74,5.8,701228,700914,701541,
CW,2021/04/02,40034,39977,40091,5.75,5.68,5.82,698932,698595,699269,
CW,2021/04/03,39650,39635,39665,5.72,5.67,5.78,695729,695035,696423,
CW,2021/04/04,40114,40076,40152,5.82,5.77,5.87,692244,691843,692646,
CW,2021/04/05,41546,41521,41572,6.02,5.98,6.05,693195,692944,693446,
CW,2021/04/06,42728,42718,42737,6.14,6.12,6.17,698556,698206,698907,
CW,2021/04/07,42972,42964,42981,6.16,6.14,6.18,700470,700192,700747,
CW,2021/04/08,42930,42918,42942,6.16,6.14,6.18,699959,699710,700208,
CW,2021/04/09,42853,42838,42868,6.15,6.12,6.18,699488,699126,699850,
CW,2021/04/10,42389,42366,42412,6.1,6.07,6.13,697942,697702,698182,
CW,2021/04/11,43143,43110,43176,6.24,6.18,6.3,694274,693598,694949,
CW,2021/04/12,44503,44480,44526,6.44,6.41,6.47,694273,693971,694576,
CW,2021/04/13,44909,44888,44930,6.46,6.43,6.48,698281,698072,698490,
CW,2021/04/14,44714,44692,44736,6.41,6.38,6.44,700422,700208,700636,
CW,2021/04/15,44144,44130,44158,6.33,6.3,6.35,700682,700383,700980,
CW,2021/04/16,44342,44326,44358,6.35,6.32,6.38,701090,700755,701424,
CW,2021/04/17,43794,43756,43833,6.3,6.24,6.36,697851,697256,698445,
CW,2021/04/18,44178,44132,44223,6.4,6.32,6.47,693715,692904,694527,
CW,2021/04/19,45377,45321,45433,6.57,6.48,6.66,693828,692936,694720,
CW,2021/04/20,45646,45349,45943,6.6,6.18,7.02,694890,691411,698369,
AK,2021/03/21,45,45,45,3.12,3.12,3.12,1442,1442,1442,POINT (-151.631889 63.631126)
AL,2021/03/21,492,492,492,3.56,3.56,3.56,13829,13829,13829,POINT (-86.844516 32.756889)
AR,2021/03/21,223,223,223,2.99,2.99,2.99,7466,7466,7466,POINT (-92.439162 34.899825)
AZ,2021/03/21,601,601,601,4.34,4.31,4.38,13854,13847,13861,POINT (-111.664616 34.293239)
CA,2021/03/21,2969,2969,2969,5.06,5.06,5.06,58632,58632,58632,POINT (-119.662127 37.211164)
CO,2021/03/21,390,390,390,3.84,3.84,3.84,10156,10156,10156,POINT (-105.547832 38.998552)
CT,2021/03/21,452,452,452,5.81,5.81,5.81,7774,7774,7774,POINT (-72.738288 41.575155)
DC,2021/03/21,171,171,171,6.35,6.35,6.35,2693,2693,2693,POINT (-77.016275 38.904785)
DE,2021/03/21,125,125,125,4.82,4.82,4.82,2593,2593,2593,POINT (-75.452394 38.994926)
FL,2021/03/21,3232,3232,3232,6.31,6.31,6.31,52168,52168,52168,POINT (-82.420978 28.260731)
GA,2021/03/21,1303,1300,1306,6.78,6.62,6.94,19229,19185,19273,POINT (-83.426574 32.638481)
HI,2021/03/21,38,38,38,1.54,1.54,1.54,2469,2469,2469,POINT (-157.854309 21.361013)
IA,2021/03/21,181,181,181,2.38,2.38,2.38,7702,7702,7702,POINT (-93.500061 42.074659)
ID,2021/03/21,151,151,151,4.68,4.68,4.68,3224,3224,3224,POINT (-114.659366 44.389073)
IL,2021/03/21,1230,1230,1230,4.28,4.28,4.28,28747,28747,28747,POINT (-89.148632 40.124144)
IN,2021/03/21,538,530,546,3.19,3.19,3.19,16843,16843,16843,POINT (-86.2818 39.919991)
KS,2021/03/21,183,183,183,2.35,2.35,2.35,7784,7784,7784,POINT (-98.38018 38.484729)
KY,2021/03/21,446,446,446,3.62,3.62,3.62,12312,12312,12312,POINT (-85.290484 37.526683)
LA,2021/03/21,360,360,360,2.94,2.94,2.94,12468,12468,12468,POINT (-91.840238 30.921314)
MA,2021/03/21,553,553,553,3.34,3.34,3.34,16555,16555,16555,POINT (-71.481104 42.151077)
MD,2021/03/21,1094,1094,1094,11.07,11.07,11.07,9881,9881,9881,POINT (-76.687282 38.946466)
ME,2021/03/21,93,93,93,3.24,3.24,3.24,2867,2867,2867,POINT (-69.06137 45.117911)
MI,2021/03/21,1467,1464,1470,7.1,7.1,7.1,20650,20650,20650,POINT (-85.730977 44.874798)
MN,2021/03/21,392,389,395,4.21,4.21,4.21,9320,9320,9320,POINT (-94.198308 46.349153)
AK,2021/03/22,40,40,40,2.78,2.78,2.78,1441,1441,1441,POINT (-151.631889 63.631126)
AL,2021/03/22,469,469,469,3.38,3.38,3.38,13859,13859,13859,POINT (-86.844516 32.756889)
AR,2021/03/22,196,194,198,2.61,2.61,2.61,7502,7502,7502,POINT (-92.439162 34.899825)
AZ,2021/03/22,598,593,602,4.32,4.03,4.62,13832,13823,13841,POINT (-111.664616 34.293239)
