state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-02,"66,253","66,235","66,271",76.03,76.03,76.03,"87,138","86,942","87,334"
CW,2021-02-03,"66,374","66,312","66,435",76.31,76.11,76.51,"86,980","86,782","87,178"
CW,2021-02-04,"66,110","66,079","66,140",76.00,75.92,76.08,"86,988","86,801","87,175"
CW,2021-02-05,"65,902","65,882","65,923",75.85,75.82,75.89,"86,880","86,694","87,067"
CW,2021-02-06,"64,752","64,730","64,773",74.96,74.92,75.00,"86,383","86,204","86,562"
CW,2021-02-07,"63,181","63,158","63,204",73.18,72.83,73.54,"86,330","86,153","86,508"
CW,2021-02-08,"62,950","62,925","62,975",72.92,72.57,73.26,"86,331","86,156","86,506"
CW,2021-02-09,"64,832","64,811","64,852",74.67,74.32,75.02,"86,824","86,649","86,999"
CW,2021-02-10,"65,308","65,279","65,337",75.28,74.94,75.61,"86,758","86,592","86,924"
CW,2021-02-11,"64,754","64,728","64,779",74.80,74.48,75.13,"86,564","86,401","86,727"
CW,2021-02-12,"64,302","64,281","64,324",74.35,74.06,74.63,"86,488","86,344","86,631"
CW,2021-02-13,"63,080","63,022","63,137",73.26,72.96,73.55,"86,107","85,978","86,236"
CW,2021-02-14,"61,333","61,126","61,539",71.28,70.55,72.00,"86,050","85,820","86,280"
CW,2021-02-15,"61,124","61,097","61,150",71.50,71.26,71.74,"85,487","85,369","85,605"
CW,2021-02-16,"62,447","62,431","62,462",72.75,72.48,73.03,"85,833","85,692","85,974"
CW,2021-02-17,"63,110","63,031","63,188",73.51,73.10,73.92,"85,851","85,671","86,032"
CW,2021-02-18,"62,980","62,959","63,002",73.35,73.02,73.68,"85,863","85,696","86,029"
CW,2021-02-19,"62,757","62,723","62,791",73.16,72.80,73.51,"85,785","85,612","85,959"
CW,2021-02-20,"61,470","61,422","61,517",71.84,71.47,72.22,"85,561","85,381","85,741"
CW,2021-02-21,"60,089","60,066","60,112",70.37,70.02,70.72,"85,395","85,218","85,572"
CW,2021-02-22,"60,465","60,447","60,483",70.62,70.59,70.66,"85,615","85,437","85,793"
CW,2021-02-23,"62,795","62,774","62,816",72.96,72.91,73.02,"86,064","85,878","86,250"
CW,2021-02-24,"63,124","63,007","63,241",73.30,72.90,73.70,"86,120","85,898","86,341"
CW,2021-02-25,"62,792","62,676","62,907",73.17,72.76,73.58,"85,818","85,590","86,047"
CW,2021-02-26,"62,168","62,031","62,306",72.60,72.11,73.10,"85,626","85,373","85,880"
CW,2021-02-27,"60,716","60,557","60,875",71.06,70.47,71.64,"85,449","85,171","85,727"
CW,2021-02-28,"59,081","58,918","59,245",69.29,68.69,69.88,"85,270","84,993","85,547"
CW,2021-03-01,"58,835","58,677","58,993",69.17,68.59,69.74,"85,064","84,790","85,338"
CW,2021-03-02,"61,034","60,891","61,177",71.62,71.09,72.15,"85,221","84,951","85,491"
CW,2021-03-03,"61,260","61,099","61,421",71.78,71.18,72.38,"85,345","85,059","85,631"
CW,2021-03-04,"60,808","60,460","61,156",71.30,70.01,72.59,"85,285","84,811","85,759"
AK,2021-02-02,89,89,89,70.63,70.63,70.63,126,126,126
AL,2021-02-02,"1,462","1,462","1,462",90.92,90.92,90.92,"1,608","1,608","1,608"
AR,2021-02-02,784,784,784,75.68,75.68,75.68,"1,036","1,036","1,036"
AZ,2021-02-02,"1,581","1,581","1,581",69.68,69.68,69.68,"2,269","2,269","2,269"
CA,2021-02-02,"7,206","7,206","7,206",87.47,87.47,87.47,"8,238","8,238","8,238"
CO,2021-02-02,832,832,832,62.98,62.98,62.98,"1,321","1,321","1,321"
CT,2021-02-02,632,632,632,60.36,60.36,60.36,"1,047","1,047","1,047"
DC,2021-02-02,262,262,262,82.65,82.65,82.65,317,317,317
DE,2021-02-02,146,146,146,78.49,78.49,78.49,186,186,186
FL,2021-02-02,"5,392","5,392","5,392",83.29,83.29,83.29,"6,474","6,474","6,474"
GA,2021-02-02,"2,486","2,486","2,486",87.91,87.91,87.91,"2,828","2,828","2,828"
HI,2021-02-02,152,152,152,68.16,68.16,68.16,223,223,223
IA,2021-02-02,453,453,453,68.74,68.74,68.74,659,659,659
ID,2021-02-02,188,188,188,61.84,61.84,61.84,304,304,304
IL,2021-02-02,"2,181","2,181","2,181",62.49,62.49,62.49,"3,490","3,490","3,490"
IN,2021-02-02,"1,493","1,493","1,493",68.96,68.96,68.96,"2,165","2,165","2,165"
KS,2021-02-02,551,551,551,69.92,69.92,69.92,788,788,788
KY,2021-02-02,"1,193","1,193","1,193",67.75,67.75,67.75,"1,761","1,761","1,761"
LA,2021-02-02,"1,356","1,356","1,356",74.75,74.75,74.75,"1,814","1,814","1,814"
MA,2021-02-02,"1,151","1,151","1,151",78.51,78.51,78.51,"1,466","1,466","1,466"
MD,2021-02-02,"1,027","1,009","1,045",78.28,78.28,78.28,"1,312","1,286","1,338"
ME,2021-02-02,250,250,250,75.08,75.08,75.08,333,333,333
MI,2021-02-02,"1,930","1,930","1,930",72.50,72.50,72.50,"2,662","2,662","2,662"
MN,2021-02-02,640,640,640,71.99,71.99,71.99,889,889,889
AK,2021-02-03,89,89,89,71.20,71.20,71.20,125,125,125
AL,2021-02-03,"1,459","1,459","1,459",91.13,91.13,91.13,"1,601","1,601","1,601"
AR,2021-02-03,804,803,804,77.41,77.41,77.41,"1,038","1,038","1,038"
AZ,2021-02-03,"1,621","1,621","1,621",71.57,71.57,71.57,"2,265","2,265","2,265"
CA,2021-02-03,"7,077","7,075","7,079",87.11,87.11,87.11,"8,124","8,124","8,124"
CO,2021-02-03,835,835,835,63.55,63.55,63.55,"1,314","1,314","1,314"
CT,2021-02-03,648,648,648,61.60,61.60,61.60,"1,052","1,052","1,052"
DC,2021-02-03,274,274,274,82.28,82.28,82.28,333,333,333
DE,2021-02-03,147,147,147,79.03,79.03,79.03,186,186,186
FL,2021-02-03,"5,384","5,384","5,384",83.56,83.56,83.56,"6,443","6,443","6,443"
GA,2021-02-03,"2,490","2,488","2,491",87.78,87.78,87.78,"2,836","2,836","2,836"
HI,2021-02-03,151,151,151,67.71,67.71,67.71,223,223,223
IA,2021-02-03,470,470,470,71.32,71.32,71.32,659,659,659
ID,2021-02-03,195,195,195,65.88,65.88,65.88,296,296,296
IL,2021-02-03,"2,196","2,196","2,196",62.90,62.90,62.90,"3,491","3,491","3,491"
IN,2021-02-03,"1,509","1,509","1,509",69.51,69.51,69.51,"2,171","2,171","2,171"
KS,2021-02-03,569,569,569,71.48,71.48,71.48,796,796,796
KY,2021-02-03,"1,206","1,206","1,206",68.52,68.52,68.52,"1,760","1,760","1,760"
LA,2021-02-03,"1,312","1,312","1,313",73.12,73.12,73.12,"1,795","1,795","1,795"
MA,2021-02-03,"1,157","1,157","1,157",78.98,78.98,78.98,"1,465","1,465","1,465"
MD,2021-02-03,"1,061","1,043","1,079",79.59,79.59,79.59,"1,333","1,307","1,359"
ME,2021-02-03,257,257,257,77.18,77.18,77.18,333,333,333
MI,2021-02-03,"1,962","1,962","1,962",74.63,74.63,74.63,"2,629","2,629","2,629"
MN,2021-02-03,622,622,623,71.06,71.06,71.06,876,876,876
AK,2021-02-04,70,70,70,57.85,57.85,57.85,121,121,121
AL,2021-02-04,"1,431","1,431","1,431",89.27,89.27,89.27,"1,603","1,603","1,603"
AR,2021-02-04,787,787,787,75.67,75.67,75.67,"1,040","1,040","1,040"
AZ,2021-02-04,"1,598","1,598","1,599",70.54,70.48,70.60,"2,266","2,266","2,266"
CA,2021-02-04,"7,048","7,038","7,058",86.60,86.60,86.60,"8,139","8,139","8,139"
CO,2021-02-04,818,818,818,62.25,62.25,62.25,"1,314","1,314","1,314"
CT,2021-02-04,637,637,637,60.55,60.55,60.55,"1,052","1,052","1,052"
DC,2021-02-04,279,279,279,85.32,85.32,85.32,327,327,327
DE,2021-02-04,148,148,148,77.89,77.89,77.89,190,190,190
FL,2021-02-04,"5,339","5,339","5,339",82.84,82.84,82.84,"6,445","6,445","6,445"
GA,2021-02-04,"2,520","2,517","2,523",88.89,88.56,89.22,"2,835","2,831","2,839"
HI,2021-02-04,153,153,153,68.61,68.61,68.61,223,223,223
IA,2021-02-04,444,444,445,67.66,67.66,67.66,657,657,657
ID,2021-02-04,189,189,189,63.21,63.21,63.21,299,299,299
IL,2021-02-04,"2,196","2,196","2,196",62.81,62.81,62.81,"3,496","3,496","3,496"
IN,2021-02-04,"1,524","1,522","1,525",70.05,70.05,70.05,"2,175","2,175","2,175"
KS,2021-02-04,566,566,566,71.02,71.02,71.02,797,797,797
