state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-12,"483,386","481,823","484,949",65.65,65.06,66.24,"716,235","711,926","720,544"
CW,2020-09-13,"468,844","466,881","470,808",64.47,63.74,65.21,"707,708","703,375","712,041"
CW,2020-09-14,"473,517","472,171","474,864",64.79,64.31,65.27,"712,187","707,998","716,376"
CW,2020-09-15,"495,839","494,456","497,223",67.95,67.48,68.41,"711,224","707,094","715,354"
CW,2020-09-16,"502,822","501,546","504,098",68.83,68.38,69.29,"712,066","707,894","716,238"
CW,2020-09-17,"504,802","503,510","506,094",68.88,68.42,69.34,"714,445","710,320","718,570"
CW,2020-09-18,"501,293","500,114","502,472",68.32,67.92,68.71,"715,620","711,558","719,682"
CW,2020-09-19,"483,174","481,698","484,649",66.10,65.53,66.67,"713,515","709,324","717,706"
CW,2020-09-20,"466,510","464,951","468,070",64.03,63.43,64.64,"711,097","706,852","715,342"
CW,2020-09-21,"470,514","469,329","471,699",64.39,63.93,64.86,"712,625","708,593","716,656"
CW,2020-09-22,"497,440","496,302","498,577",67.61,67.15,68.08,"717,696","713,628","721,764"
CW,2020-09-23,"509,304","508,279","510,328",68.98,68.56,69.39,"720,253","716,268","724,239"
CW,2020-09-24,"509,550","508,510","510,590",69.00,68.59,69.41,"720,931","716,976","724,886"
CW,2020-09-25,"507,168","506,080","508,255",68.62,68.17,69.06,"721,387","717,401","725,373"
CW,2020-09-26,"489,300","488,053","490,547",66.50,66.00,67.01,"717,711","713,697","721,725"
CW,2020-09-27,"475,033","473,856","476,209",64.75,64.24,65.26,"715,986","711,922","720,050"
CW,2020-09-28,"478,506","477,457","479,556",65.36,64.93,65.79,"714,962","711,007","718,916"
CW,2020-09-29,"502,762","501,712","503,813",68.51,68.10,68.93,"717,931","713,963","721,900"
CW,2020-09-30,"512,183","511,253","513,112",69.64,69.31,69.97,"719,615","715,722","723,508"
CW,2020-10-01,"512,117","511,104","513,129",69.93,68.96,70.90,"722,583","718,556","726,611"
CW,2020-10-02,"506,080","503,651","508,509",69.18,68.00,70.36,"721,381","717,586","725,176"
CW,2020-10-03,"487,532","486,297","488,766",66.77,65.81,67.73,"719,838","715,945","723,731"
CW,2020-10-04,"470,662","469,280","472,045",64.76,63.76,65.75,"717,084","713,113","721,054"
CW,2020-10-05,"475,991","474,899","477,082",65.57,64.71,66.43,"717,060","713,516","720,603"
CW,2020-10-06,"503,792","502,773","504,811",68.92,68.12,69.72,"720,995","717,741","724,250"
CW,2020-10-07,"515,495","514,477","516,513",70.40,69.73,71.07,"722,391","719,638","725,144"
CW,2020-10-08,"517,863","515,401","520,324",70.59,69.75,71.43,"723,811","722,326","725,295"
CW,2020-10-09,"513,406","512,567","514,244",69.69,69.47,69.91,"726,571","725,658","727,484"
CW,2020-10-10,"495,625","494,239","497,011",67.56,67.03,68.10,"723,231","721,578","724,884"
